=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.16 14:20:51 =~=~=~=~=~=~=~=~=~=~=~=
18976,1.00,2.38,557.18,409.56
0,244.38,386.24
42450,0.95,2.50,244.38,390.09
42452,0.93,2.46,234.60,389.40
35
42446,0.94,2.43,244.38,393.49
42448,0.93,2.50,244.38,386.24
42450,0.95,2.50,244.38,390.09
42452,0.93,2.46,234.60,389.40
35
42446,0.94,2.43,244.38,393.49
42448,0.93,2.50,244.38,386.24
42450,0.95,2.50,244.38,390.09
42452,0.93,2.46,234.60,389.40
Adafruit DS3502 Test
Couldn't find DS3502 chip
Found DS3502 chip
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)
2,0.96,2.47,273.70,394.12
4,0.94,2.38,312.81,397.91
6,0.96,2.52,293.26,389.90
8,0.96,2.50,332.36,391.99
10,0.96,2.39,322.58,400.70
12,0.97,2.42,351.91,400.40
14,0.97,2.52,351.91,391.79
16,0.94,2.48,332.36,389.22
18,0.96,2.44,351.91,396.28
20,0.96,2.48,332.36,393.05
22,0.96,2.46,332.36,395.19
24,0.96,2.50,312.81,391.99
26,0.93,2.47,312.81,388.34
28,0.96,2.48,312.81,393.05
30,0.94,2.52,312.81,386.10
32,0.95,2.48,312.81,391.14
34,0.95,2.46,283.48,393.27
36,0.95,2.46,351.91,393.27
38,0.95,2.47,332.36,392.20
40,0.97,2.46,351.91,397.11
42,0.94,2.46,322.58,391.34
44,0.92,2.48,342.13,385.34
46,0.94,2.46,342.13,391.34
48,0.95,2.47,361.68,392.20
50,0.95,2.44,381.23,394.35
52,0.96,2.44,351.91,396.28
54,0.94,2.54,342.13,385.08
56,0.94,2.51,351.91,387.13
58,0.96,2.46,351.91,395.19
60,0.95,2.44,400.78,394.35
62,0.95,2.54,0.00,386.98
64,0.94,2.50,381.23,388.17
66,0.95,2.48,391.01,391.14
68,0.96,2.46,420.33,395.19
70,0.95,2.50,420.33,390.09
72,0.95,2.42,400.78,396.53
74,0.94,2.44,391.01,392.41
76,0.94,2.47,400.78,390.27
78,0.95,2.46,420.33,393.27
80,0.94,2.46,420.33,391.34
82,0.94,2.47,430.11,390.27
84,0.94,2.47,420.33,390.27
86,0.95,2.43,439.88,395.44
88,0.95,2.46,469.21,393.27
90,0.94,2.42,518.08,394.58
92,0.94,2.47,557.18,390.27
94,0.94,2.54,527.86,385.08
96,0.97,2.46,527.86,397.11
98,0.95,2.47,508.31,392.20
100,0.97,2.44,508.31,398.20
102,0.96,2.56,518.08,386.83
104,0.95,2.32,518.08,404.48
106,0.95,2.46,527.86,393.27
108,0.97,2.34,557.18,407.25
110,0.95,2.48,557.18,391.14
112,0.95,2.46,537.63,393.27
114,0.96,2.44,537.63,396.28
