=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.05.08 16:54:19 =~=~=~=~=~=~=~=~=~=~=~=					
"time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)"			AM Clear PETG		Stock Clear PETG
506	2	6.27	469.21	340.38	371.46
506.2	2	6.27	439.88	340.38	361.68
506.4	1.99	6.27	459.43	339.59	351.91
506.6	2	6.27	420.33	340.38	361.68
506.8	1.99	6.27	449.66	339.59	371.46
507	2	6.27	420.33	340.38	371.46
507.2	2	6.27	449.66	340.38	371.46
507.4	2.01	6.27	459.43	341.17	371.46
507.6	2	6.27	439.88	340.38	381.23
507.8	1.99	6.27	420.33	339.59	371.46
508	1.99	6.27	439.88	339.59	361.68
508.2	2	6.27	430.11	340.38	391.01
508.4	2	6.27	439.88	340.38	381.23
508.6	2	6.27	439.88	340.38	400.78
508.8	2	6.27	439.88	340.38	381.23
509	2	6.27	449.66	340.38	381.23
509.2	2	6.38	420.33	337.48	381.23
509.4	2	6.38	449.66	337.48	351.91
509.6	2	6.38	439.88	337.48	361.68
509.8	1.99	6.38	449.66	336.7	371.46
510	2	6.38	430.11	337.48	381.23
510.2	1.99	6.38	439.88	336.7	361.68
510.4	2	6.38	430.11	337.48	371.46
510.6	2	6.38	420.33	337.48	381.23
510.8	2	6.38	391.01	337.48	400.78
511	2	6.38	410.56	337.48	381.23
511.2	2	6.38	410.56	337.48	391.01
511.4	2	6.38	420.33	337.48	381.23
511.6	2.01	6.38	410.56	338.27	371.46
511.8	1.99	6.38	439.88	336.7	391.01
512	2	6.38	420.33	337.48	381.23
512.2	1.99	6.38	439.88	336.7	391.01
512.4	2	6.38	439.88	337.48	400.78
512.6	2	6.38	430.11	337.48	391.01
512.8	1.99	6.38	420.33	336.7	400.78
513	2.01	6.38	420.33	338.27	391.01
513.2	1.99	6.38	400.78	336.7	371.46
513.4	2	6.38	391.01	337.48	371.46
513.6	1.99	6.38	410.56	336.7	361.68
513.8	2	6.38	410.56	337.48	381.23
514	1.99	6.38	420.33	336.7	361.68
514.2	2	6.38	430.11	337.48	381.23
514.4	1.99	6.38	430.11	336.7	371.46
514.6	2	6.38	400.78	337.48	391.01
514.8	2	6.38	430.11	337.48	391.01
515	2	6.38	420.33	337.48	371.46
515.2	1.99	6.49	439.88	333.88	381.23
515.4	2	6.49	430.11	334.66	371.46
515.6	2.01	6.49	459.43	335.43	371.46
515.8	1.99	6.49	478.98	333.88	400.78
516	2	6.49	508.31	334.66	391.01
516.2	2	6.49	478.98	334.66	391.01
516.4	2	6.49	478.98	334.66	391.01
516.6	1.99	6.49	459.43	333.88	400.78
516.8	2	6.49	430.11	334.66	391.01
517	1.99	6.49	439.88	333.88	381.23
517.2	2	6.49	430.11	334.66	371.46
517.4	2	6.49	449.66	334.66	381.23
517.6	2	6.49	430.11	334.66	381.23
517.8	1.99	6.49	449.66	333.88	391.01
518	2	6.49	449.66	334.66	391.01
518.2	1.99	6.49	449.66	333.88	391.01
518.4	2	6.49	430.11	334.66	400.78
518.6	2	6.49	449.66	334.66	400.78
518.8	2	6.49	469.21	334.66	400.78
519	1.99	6.49	537.63	333.88	391.01
519.2	2	6.49	459.43	334.66	371.46
519.4	2	6.49	469.21	334.66	381.23
519.6	2	6.49	430.11	334.66	391.01
519.8	2	6.49	459.43	334.66	371.46
520	2	6.49	508.31	334.66	391.01
520.2	2.01	6.49	576.74	335.43	400.78
520.4	2	6.49	469.21	334.66	400.78
520.6	2	6.49	449.66	334.66	400.78
520.8	2	6.59	439.88	331.9	391.01
521	2	6.59	449.66	331.9	391.01
521.2	1.99	6.59	469.21	331.13	391.01
521.4	2	6.59	449.66	331.9	400.78
521.6	1.99	6.59	459.43	331.13	391.01
521.8	2	6.59	430.11	331.9	381.23
522	1.99	6.59	459.43	331.13	391.01
522.2	2	6.59	430.11	331.9	381.23
522.4	2.01	6.59	449.66	332.67	381.23
522.6	2	6.59	430.11	331.9	400.78
522.8	2	6.59	449.66	331.9	391.01
523	2	6.59	430.11	331.9	371.46
523.2	2	6.59	459.43	331.9	351.91
523.4	2	6.59	469.21	331.9	361.68
523.6	2	6.59	439.88	331.9	371.46
523.8	2	6.59	449.66	331.9	391.01
524	2	6.59	430.11	331.9	391.01
524.2	2	6.59	430.11	331.9	400.78
524.4	2	6.59	430.11	331.9	400.78
524.6	2	6.59	449.66	331.9	400.78
524.8	2	6.59	439.88	331.9	391.01
525	1.99	6.59	449.66	331.13	391.01
525.2	2	6.7	439.88	329.21	381.23
525.4	1.99	6.7	439.88	328.45	400.78
525.6	1.99	6.7	439.88	328.45	391.01
525.8	1.99	6.7	439.88	328.45	410.56
526	2	6.7	439.88	329.21	410.56
526.2	2	6.7	439.88	329.21	410.56
526.4	2	6.7	449.66	329.21	400.78
526.6	1.99	6.7	449.66	328.45	391.01
526.8	1.99	6.7	459.43	328.45	381.23
527	2	6.7	449.66	329.21	371.46
527.2	1.99	6.7	469.21	328.45	391.01
527.4	2	6.7	459.43	329.21	400.78
527.6	2	6.7	439.88	329.21	410.56
527.8	2	6.7	449.66	329.21	400.78
528	1.99	6.7	449.66	328.45	400.78
528.2	2.01	6.7	439.88	329.98	410.56
528.4	1.99	6.7	439.88	328.45	400.78
528.6	2	6.7	430.11	329.21	400.78
528.8	1.99	6.7	449.66	328.45	400.78
529	1.99	6.7	430.11	328.45	410.56
529.2	2	6.7	449.66	329.21	400.78
529.4	2	6.7	459.43	329.21	420.33
529.6	2	6.7	439.88	329.21	420.33
529.8	1.99	6.7	439.88	328.45	420.33
530	2	6.81	439.88	326.59	410.56
530.2	1.99	6.81	420.33	325.83	410.56
530.4	2	6.81	400.78	326.59	400.78
530.6	1.99	6.81	420.33	325.83	400.78
530.8	2	6.81	410.56	326.59	400.78
531	2	6.81	430.11	326.59	410.56
531.2	2	6.81	430.11	326.59	400.78
531.4	1.99	6.81	439.88	325.83	381.23
531.6	1.99	6.81	439.88	325.83	381.23
531.8	1.99	6.81	439.88	325.83	391.01
532	2.01	6.81	430.11	327.35	391.01
532.2	2	6.81	449.66	326.59	400.78
532.4	1.99	6.81	449.66	325.83	391.01
532.6	2	6.81	430.11	326.59	410.56
532.8	1.99	6.81	449.66	325.83	410.56
533	2.01	6.81	420.33	327.35	400.78
533.2	1.99	6.81	420.33	325.83	391.01
533.4	2	6.81	391.01	326.59	371.46
533.6	1.99	6.81	400.78	325.83	381.23
533.8	2	6.81	420.33	326.59	381.23
534	1.99	6.81	420.33	325.83	381.23
534.2	2.01	6.81	439.88	327.35	361.68
534.4	1.99	6.81	459.43	325.83	371.46
534.6	2	6.81	449.66	326.59	381.23
534.8	1.99	6.81	459.43	325.83	391.01
535	2	6.81	439.88	326.59	371.46
535.2	2	6.81	459.43	326.59	371.46
535.4	2	6.81	430.11	326.59	391.01
535.6	1.99	6.81	439.88	325.83	391.01
535.8	1.99	6.81	420.33	325.83	381.23
536	1.99	6.92	439.88	323.28	371.46
536.2	2	6.92	430.11	324.03	381.23
536.4	1.99	6.92	439.88	323.28	381.23
536.6	2	6.92	430.11	324.03	381.23
536.8	2	6.92	430.11	324.03	391.01
537	2	6.92	439.88	324.03	391.01
537.2	2	6.92	420.33	324.03	400.78
537.4	2	6.92	420.33	324.03	391.01
537.6	1.99	6.92	439.88	323.28	391.01
537.8	2	6.92	410.56	324.03	391.01
538	2.01	6.92	400.78	324.78	391.01
538.2	2	6.92	420.33	324.03	381.23
538.4	2	6.92	410.56	324.03	391.01
538.6	1.99	6.92	420.33	323.28	391.01
538.8	2.01	6.92	430.11	324.78	371.46
539	1.99	6.92	439.88	323.28	381.23
539.2	2	6.92	449.66	324.03	381.23
539.4	1.99	6.92	439.88	323.28	381.23
539.6	2	6.92	430.11	324.03	381.23
539.8	2	6.92	439.88	324.03	391.01
540	2	6.92	410.56	324.03	410.56
540.2	2	6.92	430.11	324.03	400.78
540.4	2	6.92	430.11	324.03	420.33
540.6	2	6.92	430.11	324.03	439.88
540.8	2	6.92	439.88	324.03	400.78
541	2.01	6.92	430.11	324.78	391.01
541.2	1.99	6.92	430.11	323.28	381.23
541.4	2	6.92	420.33	324.03	400.78
541.6	1.99	6.92	410.56	323.28	391.01
541.8	2	6.92	420.33	324.03	361.68
542	2	6.92	439.88	324.03	400.78
542.2	2	6.92	449.66	324.03	420.33
542.4	2.01	6.92	439.88	324.78	420.33
542.6	2	6.92	420.33	324.03	420.33
542.8	2	7.03	449.66	321.53	420.33
543	1.99	7.03	430.11	320.78	410.56
543.2	2	7.03	439.88	321.53	391.01
543.4	2	7.03	430.11	321.53	371.46
543.6	2.01	7.03	439.88	322.27	391.01
543.8	1.99	7.03	439.88	320.78	391.01
544	1.99	7.03	420.33	320.78	381.23
544.2	1.99	7.03	420.33	320.78	391.01
544.4	2	7.03	420.33	321.53	410.56
544.6	1.99	7.03	430.11	320.78	410.56
544.8	2	7.03	410.56	321.53	420.33
545	2	7.03	430.11	321.53	410.56
545.2	2	7.03	410.56	321.53	410.56
545.4	2	7.03	420.33	321.53	391.01
545.6	2	7.03	430.11	321.53	400.78
545.8	2	7.03	430.11	321.53	391.01
546	2	7.03	439.88	321.53	391.01
546.2	2	7.03	430.11	321.53	400.78
546.4	1.99	7.03	439.88	320.78	400.78
546.6	2	7.03	459.43	321.53	400.78
546.8	1.99	7.03	449.66	320.78	410.56
547	2	7.03	410.56	321.53	391.01
547.2	1.99	7.03	420.33	320.78	391.01
547.4	2	7.03	420.33	321.53	400.78
547.6	1.99	7.03	439.88	320.78	391.01
547.8	2	7.03	449.66	321.53	400.78
548	2.01	7.03	439.88	322.27	410.56
548.2	1.99	7.03	439.88	320.78	410.56
548.4	2	7.03	430.11	321.53	420.33
548.6	1.99	7.03	449.66	320.78	420.33
548.8	2	7.03	459.43	321.53	410.56
549	1.99	7.03	439.88	320.78	430.11
549.2	1.99	7.14	430.11	318.34	420.33
549.4	2	7.14	430.11	319.08	400.78
549.6	2	7.14	430.11	319.08	400.78
549.8	2	7.14	430.11	319.08	410.56
550	2	7.14	410.56	319.08	420.33
550.2	1.99	7.14	430.11	318.34	410.56
550.4	1.99	7.14	420.33	318.34	410.56
550.6	1.99	7.14	439.88	318.34	410.56
550.8	2	7.14	410.56	319.08	400.78
551	1.99	7.14	420.33	318.34	400.78
551.2	2	7.14	420.33	319.08	400.78
551.4	1.99	7.14	439.88	318.34	400.78
551.6	2	7.14	410.56	319.08	391.01
551.8	2	7.14	420.33	319.08	391.01
552	1.99	7.14	410.56	318.34	410.56
552.2	2	7.14	420.33	319.08	420.33
552.4	2	7.14	400.78	319.08	420.33
552.6	2	7.14	420.33	319.08	420.33
552.8	1.99	7.14	400.78	318.34	420.33
553	2	7.14	430.11	319.08	420.33
553.2	1.99	7.14	420.33	318.34	420.33
553.4	2	7.14	430.11	319.08	400.78
553.6	2	7.14	439.88	319.08	420.33
553.8	2	7.14	420.33	319.08	430.11
554	2	7.14	430.11	319.08	410.56
554.2	2	7.14	430.11	319.08	410.56
554.4	1.99	7.14	420.33	318.34	400.78
554.6	2	7.14	410.56	319.08	420.33
554.8	1.99	7.14	439.88	318.34	400.78
555	2	7.14	430.11	319.08	400.78
555.2	2	7.14	430.11	319.08	400.78
555.4	1.99	7.14	430.11	318.34	400.78
555.6	2	7.14	439.88	319.08	391.01
555.8	2	7.14	439.88	319.08	391.01
556	2	7.14	439.88	319.08	400.78
556.2	1.99	7.24	430.11	315.96	400.78
556.4	2	7.24	420.33	316.69	410.56
556.6	1.99	7.24	430.11	315.96	400.78
556.8	1.99	7.24	439.88	315.96	400.78
557	1.99	7.24	449.66	315.96	410.56
557.2	1.99	7.24	439.88	315.96	391.01
557.4	1.99	7.24	439.88	315.96	410.56
557.6	2	7.24	420.33	316.69	410.56
557.8	1.99	7.24	430.11	315.96	420.33
558	2	7.24	430.11	316.69	400.78
558.2	1.99	7.24	449.66	315.96	400.78
558.4	1.99	7.24	430.11	315.96	430.11
558.6	2	7.24	420.33	316.69	410.56
558.8	1.99	7.24	430.11	315.96	420.33
559	2	7.24	420.33	316.69	420.33
559.2	2	7.24	420.33	316.69	430.11
559.4	1.99	7.24	430.11	315.96	410.56
559.6	2	7.24	410.56	316.69	410.56
559.8	1.99	7.24	410.56	315.96	410.56
560	1.99	7.24	439.88	315.96	410.56
560.2	2	7.24	439.88	316.69	410.56
560.4	2	7.24	430.11	316.69	400.78
560.6	1.99	7.24	449.66	315.96	420.33
560.8	2	7.24	420.33	316.69	420.33
561	2	7.24	430.11	316.69	410.56
561.2	2	7.24	420.33	316.69	420.33
561.4	1.99	7.24	439.88	315.96	420.33
561.6	2	7.24	410.56	316.69	420.33
561.8	2	7.24	420.33	316.69	410.56
562	2	7.24	420.33	316.69	400.78
562.2	2	7.24	430.11	316.69	400.78
562.4	2	7.24	410.56	316.69	400.78
562.6	1.99	7.24	430.11	315.96	420.33
562.8	2	7.24	410.56	316.69	420.33
563	2	7.24	420.33	316.69	410.56
563.2	2	7.35	391.01	314.36	420.33
563.4	1.99	7.35	410.56	313.62	420.33
563.6	2	7.35	410.56	314.36	391.01
563.8	1.99	7.35	420.33	313.62	410.56
564	2	7.35	410.56	314.36	400.78
564.2	1.99	7.35	459.43	313.62	410.56
564.4	2	7.35	478.98	314.36	410.56
564.6	2	7.35	430.11	314.36	420.33
564.8	2	7.35	420.33	314.36	430.11
565	2	7.35	439.88	314.36	430.11
565.2	2	7.35	430.11	314.36	410.56
565.4	2.01	7.35	439.88	315.09	410.56
565.6	2	7.35	430.11	314.36	400.78
565.8	2	7.35	439.88	314.36	400.78
566	1.99	7.35	420.33	313.62	391.01
566.2	1.99	7.35	420.33	313.62	410.56
566.4	1.99	7.35	430.11	313.62	410.56
566.6	2	7.35	410.56	314.36	410.56
566.8	1.98	7.35	410.56	312.89	400.78
567	2	7.35	400.78	314.36	400.78
567.2	2	7.35	430.11	314.36	410.56
567.4	2	7.35	420.33	314.36	420.33
567.6	2	7.35	410.56	314.36	410.56
567.8	2	7.35	400.78	314.36	410.56
568	1.99	7.35	420.33	313.62	410.56
568.2	2	7.35	400.78	314.36	400.78
568.4	2	7.35	420.33	314.36	410.56
568.6	1.99	7.35	410.56	313.62	410.56
568.8	1.99	7.35	410.56	313.62	410.56
569	1.99	7.35	410.56	313.62	410.56
569.2	2.01	7.35	410.56	315.09	420.33
569.4	2	7.35	410.56	314.36	410.56
569.6	2	7.35	410.56	314.36	410.56
569.8	2	7.35	420.33	314.36	400.78
570	2	7.35	420.33	314.36	391.01
570.2	2	7.35	420.33	314.36	410.56
570.4	2	7.35	420.33	314.36	400.78
570.6	1.99	7.35	410.56	313.62	410.56
570.8	2	7.35	400.78	314.36	420.33
571	1.99	7.46	420.33	311.34	430.11
571.2	2	7.46	439.88	312.07	430.11
571.4	1.99	7.46	430.11	311.34	420.33
571.6	2	7.46	391.01	312.07	420.33
571.8	1.99	7.46	439.88	311.34	400.78
572	2	7.46	410.56	312.07	391.01
572.2	2	7.46	430.11	312.07	420.33
572.4	2	7.46	410.56	312.07	410.56
572.6	2	7.46	430.11	312.07	410.56
572.8	2	7.46	420.33	312.07	381.23
573	1.99	7.46	410.56	311.34	410.56
573.2	2	7.46	410.56	312.07	391.01
573.4	1.99	7.46	420.33	311.34	391.01
573.6	2	7.46	420.33	312.07	381.23
573.8	2	7.46	430.11	312.07	391.01
574	2	7.46	420.33	312.07	391.01
574.2	2.01	7.46	420.33	312.79	400.78
574.4	2	7.46	410.56	312.07	410.56
574.6	2.01	7.46	410.56	312.79	410.56
574.8	2.01	7.46	400.78	312.79	420.33
575	2	7.46	420.33	312.07	420.33
575.2	2	7.46	410.56	312.07	400.78
575.4	2	7.46	410.56	312.07	420.33
575.6	1.99	7.46	410.56	311.34	420.33
575.8	2	7.46	420.33	312.07	410.56
576	1.99	7.46	410.56	311.34	430.11
576.2	2	7.46	391.01	312.07	410.56
576.4	2	7.46	400.78	312.07	410.56
576.6	2	7.46	410.56	312.07	400.78
576.8	1.99	7.46	410.56	311.34	410.56
577	2	7.46	410.56	312.07	410.56
577.2	2	7.46	410.56	312.07	410.56
577.4	2	7.46	410.56	312.07	430.11
577.6	2	7.46	420.33	312.07	430.11
577.8	2	7.46	430.11	312.07	439.88
578	2	7.46	430.11	312.07	439.88
578.2	2	7.46	410.56	312.07	449.66
578.4	1.99	7.46	420.33	311.34	410.56
578.6	2.01	7.46	371.46	312.79	430.11
578.8	2	7.46	391.01	312.07	420.33
579	2	7.46	400.78	312.07	420.33
579.2	1.99	7.46	410.56	311.34	410.56
579.4	1.99	7.46	400.78	311.34	410.56
579.6	2	7.46	410.56	312.07	391.01
579.8	2	7.46	410.56	312.07	410.56
580	1.99	7.46	410.56	311.34	420.33
580.2	2	7.46	400.78	312.07	439.88
580.4	2.01	7.46	410.56	312.79	439.88
580.6	2	7.57	420.33	309.83	430.11
580.8	1.99	7.57	420.33	309.11	420.33
581	2	7.57	439.88	309.83	420.33
581.2	2	7.57	430.11	309.83	420.33
581.4	2	7.57	410.56	309.83	410.56
581.6	1.99	7.57	420.33	309.11	420.33
581.8	2.01	7.57	410.56	310.55	430.11
582	2	7.57	410.56	309.83	410.56
582.2	2	7.57	420.33	309.83	410.56
582.4	1.99	7.57	410.56	309.11	439.88
582.6	2	7.57	391.01	309.83	430.11
582.8	1.98	7.57	410.56	308.39	430.11
583	2.01	7.57	391.01	310.55	439.88
583.2	1.99	7.57	410.56	309.11	439.88
583.4	2	7.57	371.46	309.83	420.33
583.6	1.99	7.57	410.56	309.11	410.56
583.8	2	7.57	391.01	309.83	420.33
584	1.99	7.57	420.33	309.11	420.33
584.2	1.99	7.57	400.78	309.11	400.78
584.4	1.99	7.57	410.56	309.11	400.78
584.6	2	7.57	410.56	309.83	410.56
584.8	1.99	7.57	430.11	309.11	400.78
585	2	7.57	430.11	309.83	410.56
585.2	2	7.57	439.88	309.83	391.01
585.4	2	7.57	420.33	309.83	400.78
585.6	2.01	7.57	410.56	310.55	410.56
585.8	2	7.57	391.01	309.83	391.01
586	2	7.57	420.33	309.83	400.78
586.2	2	7.57	410.56	309.83	410.56
586.4	2	7.57	400.78	309.83	391.01
586.6	2	7.57	410.56	309.83	381.23
586.8	2	7.57	420.33	309.83	391.01
587	1.99	7.57	410.56	309.11	400.78
587.2	2	7.57	410.56	309.83	391.01
587.4	1.99	7.57	430.11	309.11	400.78
587.6	2	7.57	420.33	309.83	410.56
587.8	1.99	7.57	420.33	309.11	430.11
588	2	7.57	410.56	309.83	410.56
588.2	1.99	7.57	410.56	309.11	410.56
588.4	2	7.57	400.78	309.83	410.56
588.6	1.99	7.57	410.56	309.11	391.01
588.8	2	7.57	381.23	309.83	391.01
589	1.99	7.57	410.56	309.11	391.01
589.2	2	7.57	371.46	309.83	381.23
589.4	1.99	7.57	381.23	309.11	391.01
589.6	2	7.57	361.68	309.83	400.78
589.8	2	7.57	381.23	309.83	410.56
590	2	7.57	381.23	309.83	420.33
590.2	2	7.57	381.23	309.83	420.33
590.4	2	7.57	381.23	309.83	420.33
590.6	2	7.57	400.78	309.83	391.01
590.8	1.99	7.57	400.78	309.11	410.56
591	2.01	7.57	410.56	310.55	391.01
591.2	2	7.57	400.78	309.83	410.56
591.4	2	7.57	420.33	309.83	391.01
591.6	1.98	7.57	420.33	308.39	420.33
591.8	2.01	7.57	410.56	310.55	420.33
592	2	7.57	430.11	309.83	420.33
592.2	2	7.57	420.33	309.83	420.33
592.4	1.98	7.68	430.11	306.21	400.78
592.6	2.01	7.68	410.56	308.36	400.78
592.8	1.99	7.68	410.56	306.93	420.33
593	2	7.68	391.01	307.64	410.56
593.2	1.99	7.68	410.56	306.93	400.78
593.4	2	7.68	391.01	307.64	430.11
593.6	2	7.68	410.56	307.64	430.11
593.8	2	7.68	439.88	307.64	430.11
594	1.99	7.68	439.88	306.93	420.33
594.2	2	7.68	420.33	307.64	420.33
594.4	1.99	7.68	439.88	306.93	410.56
594.6	2	7.68	430.11	307.64	400.78
594.8	2	7.68	430.11	307.64	410.56
595	2	7.68	430.11	307.64	420.33
595.2	2	7.68	449.66	307.64	410.56
595.4	2	7.68	439.88	307.64	420.33
595.6	2	7.68	430.11	307.64	430.11
595.8	2	7.68	410.56	307.64	449.66
596	2	7.68	430.11	307.64	430.11
596.2	1.99	7.68	410.56	306.93	420.33
596.4	2	7.68	391.01	307.64	400.78
596.6	1.99	7.68	391.01	306.93	400.78
596.8	2	7.68	391.01	307.64	430.11
597	1.99	7.68	410.56	306.93	400.78
597.2	2	7.68	400.78	307.64	420.33
597.4	2.01	7.68	391.01	308.36	420.33
597.6	1.99	7.68	410.56	306.93	410.56
597.8	2	7.68	391.01	307.64	420.33
598	2	7.68	391.01	307.64	430.11
598.2	1.99	7.68	400.78	306.93	420.33
598.4	2	7.68	400.78	307.64	430.11
598.6	2	7.68	410.56	307.64	430.11
598.8	2	7.68	391.01	307.64	430.11
599	2	7.68	420.33	307.64	420.33
599.2	2	7.68	400.78	307.64	420.33
599.4	2	7.68	420.33	307.64	410.56
599.6	2	7.68	410.56	307.64	410.56
599.8	1.99	7.68	410.56	306.93	400.78
600	2	7.68	400.78	307.64	391.01
600.2	2.01	7.68	410.56	308.36	410.56
600.4	2	7.68	410.56	307.64	420.33
600.6	2.01	7.68	430.11	308.36	410.56
600.8	1.99	7.68	439.88	306.93	420.33
601	2.01	7.68	420.33	308.36	400.78
601.2	2	7.68	391.01	307.64	371.46
601.4	1.99	7.68	410.56	306.93	400.78
601.6	1.98	7.68	400.78	306.21	400.78
601.8	2	7.68	410.56	307.64	400.78
602	2	7.68	430.11	307.64	420.33
602.2	2	7.68	420.33	307.64	430.11
602.4	1.99	7.68	420.33	306.93	430.11
602.6	2	7.68	410.56	307.64	430.11
602.8	2	7.68	410.56	307.64	430.11
603	2	7.68	439.88	307.64	430.11
603.2	1.98	7.78	420.33	304.07	439.88
603.4	2	7.78	410.56	305.5	430.11
603.6	1.99	7.78	410.56	304.79	439.88
603.8	2.01	7.78	410.56	306.21	449.66
604	1.99	7.78	420.33	304.79	439.88
604.2	1.99	7.78	400.78	304.79	430.11
604.4	1.99	7.78	410.56	304.79	430.11
604.6	2	7.78	410.56	305.5	420.33
604.8	1.98	7.78	391.01	304.07	430.11
605	2	7.78	420.33	305.5	430.11
605.2	2	7.78	391.01	305.5	439.88
605.4	1.99	7.78	410.56	304.79	430.11
605.6	1.99	7.78	420.33	304.79	449.66
605.8	2	7.78	420.33	305.5	449.66
606	2	7.78	420.33	305.5	449.66
606.2	2	7.78	420.33	305.5	439.88
606.4	1.99	7.78	410.56	304.79	439.88
606.6	1.99	7.78	410.56	304.79	478.98
606.8	2	7.78	400.78	305.5	469.21
607	1.99	7.78	420.33	304.79	459.43
607.2	2	7.78	410.56	305.5	469.21
607.4	2	7.78	430.11	305.5	459.43
607.6	1.98	7.78	430.11	304.07	459.43
607.8	1.99	7.78	420.33	304.79	459.43
608	2	7.78	420.33	305.5	469.21
608.2	2.01	7.78	391.01	306.21	459.43
608.4	2.01	7.78	381.23	306.21	449.66
608.6	1.99	7.78	400.78	304.79	449.66
608.8	1.98	7.78	381.23	304.07	439.88
609	2	7.78	391.01	305.5	469.21
609.2	1.99	7.78	381.23	304.79	469.21
609.4	2	7.78	400.78	305.5	459.43
609.6	2	7.78	400.78	305.5	459.43
609.8	2	7.78	391.01	305.5	459.43
610	2.01	7.78	410.56	306.21	478.98
610.2	2	7.78	391.01	305.5	478.98
610.4	1.99	7.78	361.68	304.79	488.76
610.6	2	7.78	400.78	305.5	508.31
610.8	2	7.78	410.56	305.5	508.31
611	2	7.78	410.56	305.5	488.76
611.2	1.99	7.78	391.01	304.79	498.53
611.4	2	7.78	400.78	305.5	498.53
611.6	1.99	7.78	410.56	304.79	498.53
611.8	2.01	7.78	400.78	306.21	488.76
612	1.99	7.78	410.56	304.79	478.98
612.2	1.99	7.78	400.78	304.79	478.98
612.4	2	7.78	400.78	305.5	459.43
612.6	2.01	7.78	391.01	306.21	469.21
612.8	1.98	7.78	391.01	304.07	478.98
613	2	7.78	381.23	305.5	478.98
613.2	2	7.78	391.01	305.5	469.21
613.4	2.01	7.78	381.23	306.21	469.21
613.6	2	7.78	400.78	305.5	459.43
613.8	2	7.78	410.56	305.5	469.21
614	2	7.78	430.11	305.5	459.43
614.2	2	7.78	420.33	305.5	459.43
614.4	2	7.78	410.56	305.5	469.21
614.6	2	7.78	391.01	305.5	459.43
614.8	1.99	7.78	391.01	304.79	439.88
615	2	7.78	400.78	305.5	449.66
615.2	2	7.78	400.78	305.5	439.88
615.4	2	7.78	391.01	305.5	459.43
615.6	1.99	7.78	430.11	304.79	459.43
615.8	2	7.89	420.33	303.4	478.98
616	1.99	7.89	420.33	302.69	469.21
616.2	2	7.89	400.78	303.4	459.43
616.4	2	7.89	410.56	303.4	449.66
616.6	2	7.89	410.56	303.4	439.88
616.8	1.99	7.89	420.33	302.69	430.11
617	2	7.89	410.56	303.4	420.33
617.2	1.99	7.89	420.33	302.69	410.56
617.4	2	7.89	420.33	303.4	420.33
617.6	1.99	7.89	410.56	302.69	420.33
617.8	1.99	7.89	400.78	302.69	439.88
618	2	7.89	410.56	303.4	439.88
618.2	2	7.89	400.78	303.4	430.11
618.4	1.99	7.89	400.78	302.69	459.43
618.6	2	7.89	391.01	303.4	459.43
618.8	1.99	7.89	430.11	302.69	439.88
619	2	7.89	430.11	303.4	449.66
619.2	1.99	7.89	439.88	302.69	430.11
619.4	1.98	7.89	400.78	301.98	439.88
619.6	2	7.89	410.56	303.4	430.11
619.8	2.01	7.89	391.01	304.1	439.88
620	1.99	7.89	410.56	302.69	439.88
620.2	2	7.89	391.01	303.4	439.88
620.4	1.99	7.89	410.56	302.69	430.11
620.6	1.99	7.89	391.01	302.69	430.11
620.8	1.99	7.89	420.33	302.69	410.56
621	2.01	7.89	391.01	304.1	410.56
621.2	1.99	7.89	410.56	302.69	420.33
621.4	2	7.89	400.78	303.4	420.33
621.6	1.99	7.89	400.78	302.69	430.11
621.8	2	7.89	371.46	303.4	430.11
622	1.99	7.89	410.56	302.69	410.56
622.2	2	7.89	391.01	303.4	410.56
622.4	2	7.89	430.11	303.4	410.56
622.6	2	7.89	400.78	303.4	400.78
622.8	2	7.89	420.33	303.4	391.01
623	2	7.89	410.56	303.4	410.56
623.2	1.99	7.89	420.33	302.69	420.33
623.4	2	7.89	391.01	303.4	430.11
623.6	1.99	7.89	381.23	302.69	430.11
623.8	2	7.89	391.01	303.4	420.33
624	1.99	7.89	400.78	302.69	430.11
624.2	2	7.89	400.78	303.4	420.33
624.4	2	7.89	400.78	303.4	410.56
624.6	2	7.89	400.78	303.4	410.56
624.8	2	7.89	391.01	303.4	410.56
625	2	7.89	410.56	303.4	420.33
625.2	1.99	7.89	400.78	302.69	410.56
625.4	1.99	7.89	430.11	302.69	410.56
625.6	2	7.89	430.11	303.4	410.56
625.8	2	7.89	439.88	303.4	420.33
626	1.99	7.89	430.11	302.69	420.33
626.2	1.99	7.89	439.88	302.69	410.56
626.4	2	7.89	410.56	303.4	410.56
626.6	2.01	7.89	420.33	304.1	420.33
626.8	2	7.89	439.88	303.4	420.33
627	1.99	7.89	410.56	302.69	420.33
627.2	2	7.89	430.11	303.4	410.56
627.4	1.99	7.89	439.88	302.69	420.33
627.6	2	7.89	430.11	303.4	420.33
627.8	1.99	7.89	430.11	302.69	410.56
628	2	7.89	391.01	303.4	430.11
628.2	1.99	7.89	410.56	302.69	400.78
628.4	2	8	400.78	301.34	391.01
628.6	2	8	420.33	301.34	391.01
628.8	2	8	420.33	301.34	410.56
629	1.99	8	420.33	300.64	400.78
629.2	2	8	430.11	301.34	381.23
629.4	1.99	8	449.66	300.64	410.56
629.6	2	8	420.33	301.34	400.78
