=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.14 16:20:08 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit DS3502 Test
Couldn't find DS3502 chip
Found DS3502 chip
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)
6336,1.00,2.51,527.86,398.46
6338,0.99,2.51,537.63,396.60
6340,0.97,2.48,586.51,394.95
6342,0.99,2.52,566.96,395.54
6344,1.01,2.50,586.51,401.39
6346,1.00,2.47,586.51,401.70
6348,0.99,2.47,557.18,399.82
6350,0.99,2.51,615.84,396.60
6352,1.00,2.52,674.49,397.40
6354,0.99,2.48,723.36,398.73
6356,0.99,2.50,733.14,397.66
6358,0.99,2.51,772.24,396.60
6360,0.98,2.52,762.46,393.67
6362,0.98,2.47,782.01,397.93
6364,1.00,2.50,840.66,399.53
6366,0.98,2.48,889.54,396.85
6368,0.98,2.50,967.74,395.78
6370,0.98,2.47,899.32,397.93
6372,1.00,2.46,879.77,402.79
6374,0.99,2.48,821.11,398.73
6376,1.01,2.51,840.66,400.32
6378,0.99,2.47,703.81,399.82
6380,0.99,2.50,694.04,397.66
6382,0.99,2.50,645.16,397.66
6384,1.00,2.50,576.74,399.53
6386,1.00,2.50,547.41,399.53
6388,0.98,2.43,576.74,401.21
6390,0.98,2.46,557.18,399.01
6392,0.97,2.48,566.96,394.95
6394,0.98,2.43,576.74,401.21
6396,0.99,2.43,596.29,403.12
6398,0.99,2.58,606.06,391.40
6400,0.99,2.50,596.29,397.66
6402,1.00,2.50,615.84,399.53
6404,1.00,2.54,586.51,396.35
6406,1.00,2.50,615.84,399.53
6408,0.99,2.52,596.29,395.54
6410,1.01,2.51,586.51,400.32
6412,1.00,2.48,586.51,400.61
6414,0.99,2.48,557.18,398.73
6416,1.00,2.50,547.41,399.53
6418,0.99,2.46,596.29,400.91
6420,1.00,2.46,518.08,402.79
6422,1.00,2.51,547.41,398.46
6424,1.00,2.47,498.53,401.70
6426,1.01,2.50,527.86,401.39
6428,0.98,2.47,527.86,397.93
6430,1.00,2.42,537.63,406.14
6432,0.99,2.46,566.96,400.91
6434,1.00,2.48,557.18,400.61
6436,0.99,2.40,557.18,405.36
6438,1.01,2.50,576.74,401.39
6440,0.97,2.46,606.06,397.11
6442,0.98,2.47,596.29,397.93
6444,1.00,2.48,586.51,400.61
6446,1.00,2.56,606.06,394.27
6448,0.97,2.48,645.16,394.95
6450,0.97,2.54,664.71,390.75
6452,0.98,2.51,664.71,394.72
6454,0.98,2.51,703.81,394.72
6456,0.99,2.50,703.81,397.66
6458,1.00,2.47,752.69,401.70
6460,1.00,2.52,752.69,397.40
6462,0.99,2.51,713.59,396.60
6464,0.99,2.47,733.14,399.82
6466,1.00,2.51,694.04,398.46
6468,1.00,2.50,664.71,399.53
6470,1.00,2.51,684.26,398.46
6472,0.99,2.48,684.26,398.73
6474,0.99,2.48,674.49,398.73
6476,1.01,2.50,635.39,401.39
6478,0.99,2.42,625.61,404.23
6480,1.00,2.48,615.84,400.61
6482,0.98,2.46,674.49,399.01
6484,0.98,2.46,684.26,399.01
6486,0.99,2.50,674.49,397.66
6488,0.99,2.52,684.26,395.54
6490,1.01,2.54,645.16,398.20
6492,1.00,2.48,615.84,400.61
6494,0.99,2.50,606.06,397.66
6496,0.99,2.46,606.06,400.91
6498,0.99,2.50,615.84,397.66
6500,1.00,2.52,586.51,397.40
6502,0.99,2.50,615.84,397.66
6504,0.99,2.51,615.84,396.60
6506,0.99,2.48,635.39,398.73
6508,0.99,2.50,703.81,397.66
6510,0.98,2.52,664.71,393.67
6512,0.99,2.51,664.71,396.60
6514,0.97,2.48,654.94,394.95
6516,0.99,2.48,684.26,398.73
6518,1.00,2.51,596.29,398.46
6520,0.98,2.52,566.96,393.67
6522,1.01,2.50,557.18,401.39
6524,0.99,2.50,566.96,397.66
6526,0.99,2.54,537.63,394.49
6528,1.00,2.48,547.41,400.61
6530,1.00,2.47,537.63,401.70
6532,1.00,2.52,498.53,397.40
6534,1.01,2.44,488.76,405.78
6536,1.00,2.48,469.21,400.61
6538,1.00,2.46,430.11,402.79
6540,0.99,2.58,420.33,391.40
6542,0.99,2.48,381.23,398.73
6544,0.99,2.48,391.01,398.73
6546,0.97,2.46,400.78,397.11
6548,1.00,2.48,381.23,400.61
6550,0.99,2.46,400.78,400.91
6552,1.00,2.51,391.01,398.46
6554,0.99,2.47,400.78,399.82
6556,1.01,2.50,439.88,401.39
6558,1.01,2.52,391.01,401.10
6560,0.99,2.48,400.78,398.73
6562,1.01,2.50,400.78,401.39
6564,1.00,2.47,371.46,401.70
6566,1.00,2.50,430.11,399.53
6568,0.99,2.50,420.33,397.66
6570,1.01,2.50,410.56,401.39
6572,1.00,2.54,449.66,396.35
6574,1.00,2.48,420.33,400.61
6576,0.99,2.50,410.56,397.66
6578,1.01,2.51,410.56,400.32
6580,0.99,2.54,410.56,394.49
6582,0.99,2.48,410.56,398.73
6584,0.99,2.50,459.43,397.66
6586,0.98,2.44,498.53,400.11
6588,0.98,2.50,566.96,395.78
6590,0.99,2.47,625.61,399.82
6592,0.97,2.46,576.74,397.11
6594,0.98,2.50,576.74,395.78
6596,0.98,2.44,625.61,400.11
6598,1.01,2.50,654.94,401.39
6600,0.99,2.48,703.81,398.73
6602,1.00,2.58,654.94,393.24
6604,1.00,2.50,684.26,399.53
6606,1.00,2.52,674.49,397.40
6608,0.99,2.47,625.61,399.82
6610,1.00,2.46,645.16,402.79
6612,0.99,2.51,606.06,396.60
6614,0.99,2.46,586.51,400.91
6616,0.99,2.48,547.41,398.73
6618,1.00,2.51,566.96,398.46
6620,0.98,2.44,527.86,400.11
6622,0.98,2.47,508.31,397.93
6624,0.99,2.48,469.21,398.73
6626,0.98,2.50,469.21,395.78
6628,0.99,2.50,488.76,397.66
6630,1.00,2.47,459.43,401.70
6632,0.99,2.50,449.66,397.66
6634,1.00,2.48,459.43,400.61
6636,0.99,2.50,469.21,397.66
6638,0.99,2.51,449.66,396.60
6640,0.99,2.46,439.88,400.91
6642,1.00,2.51,410.56,398.46
6644,0.98,2.52,410.56,393.67
6646,0.99,2.50,400.78,397.66
6648,0.98,2.48,400.78,396.85
6650,0.99,2.50,391.01,397.66
6652,0.98,2.48,391.01,396.85
6654,0.99,2.48,371.46,398.73
6656,1.00,2.50,342.13,399.53
6658,1.00,2.55,351.91,395.30
6660,0.99,2.50,351.91,397.66
6662,0.99,2.51,322.58,396.60
6664,0.98,2.46,332.36,399.01
6666,1.00,2.46,322.58,402.79
6668,1.00,2.52,303.03,397.40
6670,1.00,2.44,322.58,403.90
6672,0.98,2.46,312.81,399.01
6674,1.00,2.48,322.58,400.61
6676,1.00,2.50,332.36,399.53
6678,0.99,2.51,322.58,396.60
6680,1.00,2.48,322.58,400.61
6682,0.99,2.50,293.26,397.66
6684,1.00,2.48,293.26,400.61
6686,0.99,2.47,322.58,399.82
6688,1.00,2.54,332.36,396.35
6690,1.01,2.54,342.13,398.20
6692,0.99,2.48,351.91,398.73
6694,0.99,2.50,478.98,397.66
6696,1.00,2.51,488.76,398.46
6698,0.98,2.50,391.01,395.78
6700,1.00,2.43,361.68,405.01
6702,1.00,2.50,371.46,399.53
6704,0.98,2.48,391.01,396.85
6706,0.99,2.48,439.88,398.73
6708,0.98,2.48,488.76,396.85
6710,0.99,2.47,518.08,399.82
6712,0.99,2.56,547.41,392.42
6714,0.99,2.48,586.51,398.73
6716,1.00,2.50,684.26,399.53
6718,0.97,2.48,713.59,394.95
6720,1.00,2.50,703.81,399.53
6722,1.00,2.50,733.14,399.53
6724,1.00,2.52,694.04,397.40
6726,1.00,2.46,654.94,402.79
6728,0.99,2.54,606.06,394.49
6730,1.01,2.54,566.96,400.04
6732,0.99,2.50,547.41,397.66
6734,1.00,2.48,498.53,400.61
6736,0.99,2.48,459.43,398.73
6738,1.00,2.50,439.88,399.53
6740,0.99,2.50,488.76,397.66
6742,1.00,2.47,439.88,401.70
6744,0.98,2.48,449.66,396.85
6746,1.00,2.43,488.76,405.01
6748,0.98,2.46,410.56,399.01
6750,0.99,2.50,420.33,397.66
6752,1.00,2.50,400.78,399.53
6754,0.98,2.50,420.33,395.78
6756,1.00,2.50,391.01,399.53
6758,0.99,2.50,381.23,397.66
6760,0.99,2.48,361.68,398.73
6762,0.99,2.47,361.68,399.82
6764,0.97,2.48,381.23,394.95
6766,0.99,2.50,371.46,397.66
6768,0.99,2.54,361.68,394.49
6770,0.98,2.51,381.23,394.72
6772,0.99,2.46,351.91,400.91
6774,1.01,2.50,361.68,401.39
6776,1.00,2.39,322.58,408.41
6778,0.99,2.48,342.13,398.73
6780,0.99,2.47,332.36,399.82
6782,1.00,2.52,312.81,397.40
6784,1.00,2.50,332.36,399.53
6786,0.99,2.50,332.36,397.66
6788,0.99,2.47,322.58,399.82
6790,1.00,2.51,342.13,398.46
6792,1.01,2.47,312.81,403.57
6794,0.99,2.50,312.81,397.66
6796,0.98,2.40,303.03,403.44
6798,0.99,2.43,303.03,403.12
6800,0.97,2.44,332.36,398.20
6802,1.00,2.48,293.26,400.61
6804,1.00,2.51,303.03,398.46
6806,0.99,2.47,312.81,399.82
6808,0.98,2.48,312.81,396.85
6810,0.97,2.48,322.58,394.95
6812,0.99,2.48,342.13,398.73
6814,1.00,2.47,332.36,401.70
6816,0.99,2.48,361.68,398.73
6818,0.99,2.43,400.78,403.12
6820,1.00,2.52,381.23,397.40
6822,1.00,2.48,420.33,400.61
6824,1.00,2.51,459.43,398.46
6826,0.99,2.51,508.31,396.60
6828,1.00,2.54,557.18,396.35
6830,0.99,2.51,615.84,396.60
6832,0.98,2.46,615.84,399.01
6834,0.98,2.47,596.29,397.93
6836,1.00,2.54,576.74,396.35
6838,0.97,2.40,576.74,401.52
6840,0.98,2.56,586.51,390.57
6842,0.98,2.44,586.51,400.11
6844,0.98,2.47,527.86,397.93
6846,1.01,2.50,488.76,401.39
6848,0.98,2.46,498.53,399.01
6850,1.00,2.47,508.31,401.70
6852,0.99,2.50,527.86,397.66
6854,0.99,2.50,488.76,397.66
6856,0.99,2.48,469.21,398.73
6858,0.99,2.48,478.98,398.73
6860,0.99,2.51,449.66,396.60
6862,0.99,2.48,488.76,398.73
6864,1.01,2.55,469.21,397.15
6866,1.00,2.50,439.88,399.53
6868,0.99,2.48,469.21,398.73
6870,0.98,2.48,459.43,396.85
6872,0.97,2.47,459.43,396.03
6874,0.99,2.48,459.43,398.73
6876,1.00,2.48,439.88,400.61
6878,0.96,2.47,420.33,394.12
6880,0.98,2.48,391.01,396.85
6882,0.99,2.50,400.78,397.66
6884,1.00,2.46,400.78,402.79
6886,0.99,2.48,391.01,398.73
6888,1.00,2.55,420.33,395.30
6890,1.00,2.46,430.11,402.79
6892,0.98,2.48,420.33,396.85
6894,1.00,2.50,420.33,399.53
6896,0.99,2.40,410.56,405.36
6898,0.98,2.46,420.33,399.01
6900,0.98,2.46,400.78,399.01
6902,0.98,2.47,391.01,397.93
6904,0.97,2.48,410.56,394.95
6906,0.98,2.47,430.11,397.93
6908,1.00,2.50,430.11,399.53
6910,0.99,2.48,410.56,398.73
6912,0.99,2.48,410.56,398.73
6914,0.98,2.47,391.01,397.93
6916,1.00,2.48,351.91,400.61
6918,1.00,2.50,342.13,399.53
6920,1.00,2.51,342.13,398.46
6922,0.97,2.48,332.36,394.95
6924,1.01,2.48,332.36,402.48
6926,1.00,2.48,342.13,400.61
6928,0.99,2.51,391.01,396.60
6930,0.99,2.47,342.13,399.82
6932,0.99,2.47,0.00,399.82
6934,0.99,2.51,0.00,396.60
6936,1.01,2.50,0.00,401.39
6938,1.00,2.46,0.00,402.79
6940,0.99,2.47,0.00,399.82
6942,0.99,2.48,0.00,398.73
6944,0.97,2.46,0.00,397.11
6946,0.99,2.50,0.00,397.66
6948,1.00,2.48,0.00,400.61
6950,0.98,2.47,0.00,397.93
6952,0.98,2.48,0.00,396.85
6954,1.00,2.48,0.00,400.61
6956,0.99,2.50,0.00,397.66
6958,1.00,2.50,0.00,399.53
6960,0.99,2.50,0.00,397.66
6962,0.98,2.47,0.00,397.93
6964,1.00,2.46,0.00,402.79
6966,1.00,2.50,0.00,399.53
6968,0.99,2.48,0.00,398.73
6970,1.00,2.50,0.00,399.53
6972,0.99,2.50,0.00,397.66
6974,1.01,2.50,0.00,401.39
6976,1.01,2.50,0.00,401.39
6978,0.99,2.44,0.00,402.01
6980,1.00,2.50,0.00,399.53
6982,1.00,2.55,0.00,395.30
6984,0.99,2.50,0.00,397.66
6986,0.98,2.48,0.00,396.85
6988,0.97,2.46,0.00,397.11
6990,0.99,2.55,0.00,393.45
6992,0.98,2.48,0.00,396.85
6994,0.98,2.48,0.00,396.85
6996,1.01,2.51,0.00,400.32
6998,0.99,2.48,0.00,398.73
7000,0.99,2.52,0.00,395.54
7002,1.00,2.55,0.00,395.30
7004,0.99,2.50,0.00,397.66
7006,1.00,2.48,0.00,400.61
7008,1.00,2.52,0.00,397.40
7010,0.98,2.50,0.00,395.78
7012,1.00,2.50,0.00,399.53
7014,0.99,2.44,0.00,402.01
7016,1.00,2.48,0.00,400.61
7018,0.99,2.48,0.00,398.73
7020,1.00,2.50,0.00,399.53
7022,1.01,2.48,0.00,404.34
7024,1.00,2.50,0.00,399.53
7026,1.00,2.50,0.00,399.53
7028,0.99,2.47,0.00,399.82
7030,1.01,2.48,0.00,402.48
7032,1.01,2.48,0.00,402.48
7034,1.01,2.47,0.00,403.57
7036,1.00,2.43,0.00,405.01
7038,0.98,2.43,0.00,401.21
7040,1.00,2.56,0.00,394.27
7042,1.00,2.52,0.00,397.40
7044,1.00,2.52,0.00,397.40
7046,0.99,2.48,0.00,398.73
7048,0.98,2.47,0.00,397.93
7050,0.99,2.47,0.00,399.82
7052,0.99,2.50,0.00,397.66
7054,1.01,2.51,0.00,400.32
7056,1.00,2.50,0.00,399.53
7058,1.00,2.47,0.00,401.70
7060,0.99,2.50,0.00,397.66
7062,0.99,2.50,0.00,397.66
7064,0.99,2.48,0.00,398.73
7066,0.99,2.48,0.00,398.73
7068,1.01,2.50,0.00,401.39
7070,0.99,2.50,0.00,397.66
7072,0.98,2.48,0.00,396.85
7074,0.99,2.47,9.78,399.82
7076,1.01,2.48,0.00,402.48
7078,1.00,2.50,0.00,399.53
7080,0.99,2.51,0.00,396.60
7082,1.00,2.48,0.00,400.61
7084,1.01,2.54,0.00,398.20
7086,1.00,2.43,0.00,405.01
7088,1.00,2.54,0.00,396.35
7090,1.00,2.54,0.00,396.35
7092,1.00,2.51,0.00,398.46
7094,0.99,2.50,0.00,397.66
7096,1.00,2.50,0.00,399.53
7098,1.00,2.58,0.00,393.24
7100,0.98,2.47,0.00,397.93
7102,1.00,2.48,0.00,400.61
7104,1.00,2.52,0.00,397.40
7106,0.98,2.58,0.00,389.55
7108,0.99,2.50,0.00,397.66
7110,0.97,2.47,0.00,396.03
7112,0.98,2.48,0.00,396.85
7114,1.00,2.52,0.00,397.40
7116,0.99,2.50,0.00,397.66
7118,0.98,2.47,0.00,397.93
7120,0.99,2.51,0.00,396.60
7122,0.99,2.46,0.00,400.91
7124,1.00,2.50,0.00,399.53
7126,0.99,2.48,0.00,398.73
7128,1.00,2.56,0.00,394.27
7130,0.99,2.51,0.00,396.60
7132,1.00,2.50,0.00,399.53
7134,1.01,2.51,0.00,400.32
7136,1.00,2.50,0.00,399.53
7138,0.98,2.50,0.00,395.78
7140,0.99,2.44,0.00,402.01
7142,0.99,2.43,0.00,403.12
7144,1.00,2.48,0.00,400.61
7146,0.97,2.50,0.00,393.89
7148,0.99,2.48,0.00,398.73
7150,0.99,2.55,0.00,393.45
7152,1.00,2.48,0.00,400.61
7154,0.99,2.46,0.00,400.91
7156,0.99,2.47,0.00,399.82
7158,0.99,2.46,0.00,400.91
7160,0.98,2.58,0.00,389.55
7162,0.98,2.44,0.00,400.11
7164,0.99,2.47,0.00,399.82
7166,0.99,2.50,0.00,397.66
7168,0.98,2.50,0.00,395.78
7170,1.01,2.51,0.00,400.32
7172,0.99,2.44,0.00,402.01
7174,1.00,2.51,0.00,398.46
7176,1.00,2.52,0.00,397.40
7178,0.98,2.43,0.00,401.21
7180,1.00,2.56,0.00,394.27
7182,1.00,2.52,0.00,397.40
7184,0.99,2.50,0.00,397.66
7186,1.00,2.50,0.00,399.53
7188,0.99,2.51,0.00,396.60
7190,0.99,2.50,0.00,397.66
7192,1.00,2.50,0.00,399.53
7194,0.98,2.48,0.00,396.85
7196,0.98,2.48,0.00,396.85
7198,0.99,2.50,0.00,397.66
7200,1.00,2.51,0.00,398.46
7202,0.98,2.50,0.00,395.78
7204,0.99,2.48,0.00,398.73
7206,0.99,2.50,0.00,397.66
7208,0.98,2.47,0.00,397.93
7210,0.99,2.51,0.00,396.60
7212,0.99,2.43,0.00,403.12
7214,0.99,2.54,0.00,394.49
7216,0.98,2.51,0.00,394.72
7218,0.99,2.52,0.00,395.54
7220,0.99,2.48,0.00,398.73
7222,0.98,2.48,0.00,396.85
7224,1.00,2.51,0.00,398.46
7226,1.00,2.48,0.00,400.61
7228,0.98,2.46,0.00,399.01
7230,0.97,2.42,0.00,400.40
7232,0.99,2.56,0.00,392.42
7234,0.99,2.48,0.00,398.73
7236,0.99,2.51,0.00,396.60
7238,0.99,2.52,0.00,395.54
7240,0.99,2.44,0.00,402.01
7242,1.01,2.52,0.00,399.25
7244,1.00,2.50,0.00,399.53
7246,1.00,2.47,0.00,401.70
7248,1.00,2.51,0.00,398.46
7250,0.99,2.47,0.00,399.82
7252,0.99,2.50,0.00,397.66
7254,1.00,2.50,459.43,399.53
7256,1.01,2.54,469.21,398.20
7258,1.00,2.51,498.53,398.46
7260,1.00,2.50,557.18,399.53
7262,1.00,2.46,557.18,402.79
7264,0.99,2.56,606.06,392.42
7266,1.00,2.48,537.63,400.61
7268,0.98,2.46,459.43,399.01
7270,0.99,2.50,576.74,397.66
7272,1.01,2.50,566.96,401.39
7274,0.99,2.44,439.88,402.01
7276,0.98,2.52,899.32,393.67
7278,0.99,2.39,488.76,406.50
7280,1.00,2.50,293.26,399.53
7282,1.00,2.48,224.83,400.61
7284,1.01,2.51,195.50,400.32
7286,0.99,2.46,215.05,400.91
7288,0.99,2.47,215.05,399.82
7290,0.99,2.50,185.73,397.66
7292,0.99,2.50,175.95,397.66
7294,0.99,2.50,175.95,397.66
7296,1.00,2.50,195.50,399.53
7298,1.00,2.47,166.18,401.70
7300,1.01,2.51,195.50,400.32
7302,0.99,2.50,205.28,397.66
7304,1.00,2.50,185.73,399.53
7306,0.99,2.52,205.28,395.54
7308,0.99,2.50,175.95,397.66
7310,0.98,2.51,195.50,394.72
7312,0.98,2.48,195.50,396.85
7314,1.00,2.54,195.50,396.35
7316,0.99,2.50,205.28,397.66
7318,0.99,2.50,195.50,397.66
7320,0.99,2.40,195.50,405.36
7322,0.99,2.50,175.95,397.66
7324,0.99,2.48,195.50,398.73
7326,1.00,2.50,175.95,399.53
7328,0.99,2.47,166.18,399.82
7330,0.99,2.46,185.73,400.91
7332,1.00,2.44,166.18,403.90
7334,1.00,2.47,175.95,401.70
7336,1.00,2.43,185.73,405.01
7338,0.99,2.51,166.18,396.60
7340,1.00,2.47,166.18,401.70
7342,0.99,2.51,195.50,396.60
7344,1.00,2.50,175.95,399.53
7346,1.01,2.51,185.73,400.32
7348,1.00,2.54,175.95,396.35
7350,0.97,2.48,175.95,394.95
7352,0.96,2.46,175.95,395.19
7354,0.98,2.48,156.40,396.85
7356,0.99,2.51,146.63,396.60
7358,0.98,2.51,156.40,394.72
7360,0.96,2.46,175.95,395.19
7362,0.97,2.44,175.95,398.20
7364,0.98,2.47,195.50,397.93
7366,1.00,2.48,156.40,400.61
7368,1.01,2.51,166.18,400.32
7370,1.00,2.50,244.38,399.53
7372,1.01,2.52,175.95,399.25
7374,1.00,2.47,175.95,401.70
7376,1.00,2.50,146.63,399.53
7378,0.98,2.51,156.40,394.72
7380,0.99,2.44,146.63,402.01
7382,0.99,2.51,127.08,396.60
7384,0.99,2.43,166.18,403.12
7386,0.99,2.54,205.28,394.49
7388,1.00,2.50,205.28,399.53
7390,0.98,2.46,224.83,399.01
7392,0.98,2.46,303.03,399.01
7394,1.00,2.48,332.36,400.61
7396,0.99,2.48,312.81,398.73
7398,0.98,2.46,283.48,399.01
7400,1.01,2.50,263.93,401.39
7402,0.99,2.50,283.48,397.66
7404,0.99,2.50,312.81,397.66
7406,0.99,2.47,342.13,399.82
7408,0.99,2.47,342.13,399.82
7410,1.00,2.47,351.91,401.70
7412,1.00,2.55,351.91,395.30
7414,1.01,2.51,391.01,400.32
7416,1.01,2.51,478.98,400.32
7418,0.99,2.50,498.53,397.66
7420,1.00,2.51,537.63,398.46
7422,1.00,2.50,527.86,399.53
7424,1.00,2.42,527.86,406.14
7426,0.99,2.48,488.76,398.73
7428,1.01,2.52,508.31,399.25
7430,1.00,2.48,547.41,400.61
7432,0.98,2.47,508.31,397.93
7434,0.98,2.48,459.43,396.85
7436,0.98,2.56,498.53,390.57
7438,1.00,2.52,439.88,397.40
7440,1.00,2.48,400.78,400.61
7442,0.99,2.47,381.23,399.82
7444,0.99,2.55,361.68,393.45
7446,1.01,2.51,361.68,400.32
7448,1.00,2.54,381.23,396.35
7450,0.99,2.55,351.91,393.45
7452,0.97,2.51,371.46,392.84
7454,0.98,2.50,420.33,395.78
7456,1.00,2.54,439.88,396.35
7458,0.98,2.47,391.01,397.93
7460,0.98,2.51,391.01,394.72
7462,0.98,2.44,351.91,400.11
7464,0.99,2.59,332.36,390.38
7466,1.00,2.52,342.13,397.40
7468,0.98,2.48,263.93,396.85
7470,0.98,2.48,273.70,396.85
7472,0.98,2.44,312.81,400.11
7474,0.99,2.43,322.58,403.12
7476,1.00,2.52,410.56,397.40
7478,1.00,2.47,361.68,401.70
7480,1.00,2.51,361.68,398.46
7482,1.01,2.51,332.36,400.32
7484,0.99,2.51,332.36,396.60
7486,1.00,2.48,322.58,400.61
7488,0.99,2.58,303.03,391.40
7490,1.01,2.48,283.48,404.34
7492,1.00,2.47,273.70,401.70
7494,0.99,2.48,254.15,398.73
7496,0.98,2.47,273.70,397.93
7498,0.99,2.44,254.15,402.01
7500,1.00,2.52,244.38,397.40
7502,1.00,2.54,263.93,396.35
7504,0.99,2.47,215.05,399.82
7506,0.99,2.50,224.83,397.66
7508,0.99,2.50,195.50,397.66
7510,1.00,2.51,205.28,398.46
7512,0.99,2.50,185.73,397.66
7514,0.99,2.51,166.18,396.60
7516,1.00,2.42,185.73,406.14
7518,0.98,2.48,224.83,396.85
7520,0.99,2.44,215.05,402.01
7522,0.99,2.47,293.26,399.82
7524,0.98,2.52,312.81,393.67
7526,0.98,2.48,488.76,396.85
7528,0.99,2.55,361.68,393.45
7530,0.99,2.50,273.70,397.66
7532,0.99,2.50,244.38,397.66
7534,1.00,2.51,205.28,398.46
7536,0.99,2.55,195.50,393.45
7538,1.00,2.48,205.28,400.61
7540,1.00,2.51,195.50,398.46
7542,0.99,2.50,185.73,397.66
7544,0.98,2.43,195.50,401.21
7546,1.01,2.51,244.38,400.32
7548,0.98,2.43,312.81,401.21
7550,1.00,2.48,195.50,400.61
7552,0.97,2.48,224.83,394.95
7554,1.00,2.48,175.95,400.61
7556,0.99,2.46,175.95,400.91
7558,0.99,2.50,205.28,397.66
7560,0.99,2.50,215.05,397.66
7562,1.00,2.51,244.38,398.46
7564,1.00,2.43,224.83,405.01
7566,0.99,2.51,224.83,396.60
7568,0.98,2.46,244.38,399.01
7570,0.98,2.44,224.83,400.11
7572,0.99,2.50,283.48,397.66
7574,0.98,2.48,283.48,396.85
7576,0.98,2.52,273.70,393.67
7578,0.99,2.51,263.93,396.60
7580,0.98,2.51,215.05,394.72
7582,0.99,2.50,195.50,397.66
7584,1.00,2.51,166.18,398.46
7586,1.00,2.51,185.73,398.46
7588,1.00,2.48,146.63,400.61
7590,1.00,2.48,166.18,400.61
7592,0.99,2.50,166.18,397.66
7594,0.98,2.50,185.73,395.78
7596,0.99,2.55,166.18,393.45
7598,0.99,2.48,166.18,398.73
7600,0.99,2.50,185.73,397.66
7602,0.99,2.50,273.70,397.66
7604,0.99,2.44,293.26,402.01
7606,0.98,2.48,254.15,396.85
7608,1.00,2.48,254.15,400.61
7610,1.00,2.51,224.83,398.46
7612,0.98,2.51,234.60,394.72
7614,0.99,2.48,234.60,398.73
7616,0.98,2.50,205.28,395.78
7618,0.98,2.46,234.60,399.01
7620,0.98,2.46,234.60,399.01
7622,0.99,2.48,224.83,398.73
7624,1.00,2.52,234.60,397.40
7626,1.00,2.54,215.05,396.35
7628,0.99,2.54,205.28,394.49
7630,0.99,2.50,215.05,397.66
7632,0.99,2.50,215.05,397.66
7634,1.00,2.50,234.60,399.53
7636,0.98,2.51,254.15,394.72
7638,1.00,2.51,254.15,398.46
7640,0.99,2.50,254.15,397.66
7642,1.00,2.51,215.05,398.46
7644,0.99,2.50,224.83,397.66
7646,0.99,2.51,283.48,396.60
7648,1.00,2.50,312.81,399.53
7650,1.00,2.51,263.93,398.46
7652,0.98,2.52,215.05,393.67
7654,0.98,2.50,195.50,395.78
7656,1.00,2.54,195.50,396.35
7658,0.99,2.50,195.50,397.66
7660,0.98,2.51,205.28,394.72
7662,1.01,2.51,175.95,400.32
7664,0.99,2.47,175.95,399.82
7666,1.00,2.51,166.18,398.46
7668,0.99,2.51,224.83,396.60
7670,1.01,2.51,244.38,400.32
7672,0.98,2.48,175.95,396.85
7674,1.00,2.44,215.05,403.90
7676,0.99,2.52,195.50,395.54
7678,0.98,2.52,205.28,393.67
7680,1.01,2.56,195.50,397.94
7682,0.99,2.48,185.73,398.73
7684,1.00,2.50,175.95,399.53
7686,1.00,2.50,146.63,399.53
7688,1.00,2.48,146.63,400.61
7690,1.00,2.52,175.95,397.40
7692,0.99,2.55,166.18,393.45
7694,0.99,2.48,136.85,398.73
7696,0.99,2.47,136.85,399.82
7698,1.00,2.51,146.63,398.46
7700,0.98,2.48,146.63,396.85
7702,0.99,2.50,146.63,397.66
7704,1.00,2.52,175.95,397.40
7706,1.00,2.51,166.18,398.46
7708,0.98,2.50,175.95,395.78
7710,0.98,2.48,166.18,396.85
7712,1.00,2.52,166.18,397.40
7714,0.99,2.54,146.63,394.49
7716,0.99,2.51,156.40,396.60
7718,0.97,2.51,156.40,392.84
7720,1.00,2.51,127.08,398.46
7722,0.97,2.47,136.85,396.03
7724,0.99,2.52,117.30,395.54
7726,0.99,2.50,136.85,397.66
7728,0.99,2.50,136.85,397.66
7730,1.00,2.51,117.30,398.46
7732,1.00,2.47,136.85,401.70
7734,1.00,2.52,166.18,397.40
7736,1.00,2.51,136.85,398.46
7738,0.99,2.51,107.53,396.60
7740,0.99,2.51,107.53,396.60
7742,1.00,2.52,127.08,397.40
7744,1.00,2.55,136.85,395.30
7746,0.98,2.48,127.08,396.85
7748,0.99,2.50,127.08,397.66
7750,0.99,2.50,117.30,397.66
7752,1.01,2.51,127.08,400.32
7754,0.98,2.51,136.85,394.72
7756,0.99,2.52,127.08,395.54
7758,0.99,2.46,117.30,400.91
7760,1.00,2.51,156.40,398.46
7762,0.98,2.48,175.95,396.85
7764,1.01,2.52,175.95,399.25
7766,1.00,2.54,175.95,396.35
7768,1.00,2.51,136.85,398.46
7770,1.00,2.52,127.08,397.40
7772,1.00,2.51,117.30,398.46
7774,1.00,2.47,136.85,401.70
7776,0.99,2.51,127.08,396.60
7778,1.01,2.52,146.63,399.25
7780,0.98,2.51,136.85,394.72
7782,0.98,2.50,117.30,395.78
7784,0.98,2.54,136.85,392.63
7786,0.98,2.47,127.08,397.93
7788,0.97,2.50,127.08,393.89
7790,0.98,2.50,117.30,395.78
7792,1.00,2.51,107.53,398.46
