=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.13 12:38:57 =~=~=~=~=~=~=~=~=~=~=~=
Adafruit DS3502 Test
Couldn't find DS3502 chip
Found DS3502 chip
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)
2,1.01,2.51,518.08,402.17
4,1.02,2.55,566.96,400.81
6,1.03,2.50,488.76,406.93
8,1.01,2.50,469.21,403.25
10,1.02,2.51,449.66,404.01
12,1.01,2.50,469.21,401.39
14,1.01,2.48,449.66,404.34
16,1.01,2.54,478.98,400.04
18,1.01,2.52,498.53,401.10
20,1.02,2.51,596.29,404.01
22,1.01,2.50,547.41,403.25
24,1.02,2.48,488.76,406.19
26,1.01,2.51,547.41,402.17
28,1.04,2.47,537.63,410.98
30,1.01,2.50,557.18,403.25
32,1.01,2.52,537.63,399.25
34,1.03,2.47,576.74,409.14
36,1.01,2.43,566.96,406.90
38,1.01,2.50,537.63,401.39
40,1.01,2.48,645.16,404.34
42,1.01,2.50,566.96,403.25
44,1.01,2.51,518.08,402.17
46,1.01,2.51,518.08,402.17
48,1.01,2.50,498.53,401.39
50,1.01,2.54,488.76,400.04
52,1.01,2.50,498.53,401.39
54,1.01,2.50,537.63,403.25
56,1.01,2.50,498.53,403.25
58,1.01,2.47,566.96,405.43
60,1.01,2.51,654.94,402.17
62,1.02,2.52,879.77,402.93
64,1.01,2.39,694.04,412.21
66,1.01,2.51,615.84,402.17
68,1.01,2.44,596.29,407.66
70,1.01,2.48,527.86,404.34
72,1.02,2.50,547.41,405.09
74,1.02,2.58,586.51,398.71
76,1.02,2.40,625.61,412.94
78,1.01,2.50,566.96,403.25
80,1.01,2.48,566.96,404.34
82,1.01,2.50,606.06,401.39
84,1.01,2.50,635.39,401.39
86,1.01,2.40,635.39,411.06
88,1.00,2.51,703.81,398.46
90,1.02,2.48,664.71,406.19
92,1.01,2.50,625.61,403.25
94,1.01,2.48,586.51,404.34
96,1.01,2.50,576.74,403.25
98,1.01,2.50,596.29,403.25
100,1.02,2.50,566.96,405.09
102,1.01,2.48,449.66,404.34
104,1.01,2.54,439.88,400.04
106,1.01,2.50,420.33,403.25
108,1.01,2.48,410.56,402.48
110,1.01,2.50,410.56,403.25
112,1.01,2.50,420.33,403.25
114,1.01,2.50,430.11,403.25
116,1.01,2.51,400.78,402.17
118,1.01,2.51,410.56,402.17
120,1.01,2.51,420.33,402.17
122,1.01,2.43,400.78,408.78
124,1.02,2.50,351.91,405.09
126,1.04,2.47,371.46,410.98
128,1.04,2.47,391.01,410.98
130,1.01,2.51,361.68,402.17
132,1.02,2.50,351.91,405.09
134,1.01,2.56,342.13,396.11
136,1.00,2.51,361.68,398.46
138,1.01,2.50,381.23,401.39
140,1.01,2.50,400.78,401.39
142,1.01,2.50,410.56,401.39
144,1.01,2.48,420.33,402.48
146,1.01,2.51,478.98,400.32
148,1.01,2.50,537.63,401.39
150,1.01,2.50,488.76,403.25
152,1.01,2.40,410.56,411.06
154,1.01,2.48,371.46,404.34
156,1.01,2.48,371.46,402.48
158,1.01,2.51,351.91,400.32
160,1.01,2.48,488.76,402.48
162,1.02,2.48,439.88,406.19
164,1.01,2.52,478.98,399.25
166,1.04,2.48,576.74,409.86
168,1.01,2.51,733.14,402.17
170,1.02,2.50,615.84,405.09
172,1.02,2.51,547.41,404.01
174,1.02,2.51,478.98,404.01
176,1.02,2.51,469.21,404.01
178,1.01,2.42,449.66,409.91
180,1.01,2.51,449.66,402.17
182,1.01,2.51,449.66,402.17
184,1.01,2.47,420.33,403.57
186,1.02,2.48,439.88,406.19
188,1.01,2.50,410.56,403.25
190,1.03,2.50,381.23,406.93
192,1.01,2.50,371.46,403.25
194,1.01,2.58,351.91,395.07
196,1.03,2.46,342.13,410.25
198,1.01,2.50,361.68,401.39
200,1.01,2.50,351.91,403.25
202,1.02,2.38,342.13,415.27
204,1.01,2.48,351.91,402.48
206,1.01,2.47,312.81,405.43
208,1.01,2.51,332.36,400.32
210,1.01,2.47,322.58,405.43
212,1.01,2.48,332.36,402.48
214,1.01,2.46,342.13,406.54
216,1.02,2.51,371.46,404.01
218,1.01,2.50,381.23,403.25
220,1.01,2.51,420.33,402.17
222,1.01,2.52,508.31,401.10
224,1.01,2.51,635.39,402.17
226,1.02,2.50,694.04,405.09
228,1.01,2.50,752.69,403.25
230,1.02,2.50,625.61,405.09
232,1.02,2.44,537.63,409.52
234,1.02,2.51,537.63,404.01
236,1.00,2.52,527.86,397.40
238,1.01,2.51,449.66,402.17
240,1.01,2.50,459.43,403.25
242,1.01,2.51,449.66,400.32
244,1.03,2.51,449.66,405.84
246,1.02,2.50,430.11,405.09
248,1.01,2.52,430.11,399.25
250,1.01,2.56,420.33,396.11
252,1.02,2.43,410.56,410.65
254,1.01,2.50,439.88,401.39
256,1.01,2.55,469.21,397.15
258,1.01,2.39,478.98,412.21
260,1.01,2.58,469.21,395.07
262,1.01,2.51,449.66,402.17
264,1.01,2.51,430.11,400.32
266,1.01,2.43,410.56,406.90
268,1.01,2.51,449.66,402.17
270,1.01,2.50,430.11,401.39
272,1.02,2.51,420.33,404.01
274,1.02,2.51,449.66,404.01
276,1.01,2.50,459.43,403.25
278,1.01,2.51,469.21,402.17
280,1.01,2.51,459.43,402.17
282,1.02,2.50,449.66,405.09
284,1.02,2.54,430.11,401.87
286,1.01,2.50,469.21,403.25
288,1.02,2.51,449.66,404.01
290,1.02,2.48,439.88,406.19
292,1.01,2.51,459.43,402.17
294,1.01,2.50,449.66,403.25
296,1.01,2.50,459.43,403.25
298,1.01,2.47,430.11,403.57
300,1.01,2.48,439.88,402.48
302,1.01,2.51,430.11,402.17
304,1.02,2.48,400.78,406.19
306,1.01,2.50,430.11,401.39
308,1.01,2.51,449.66,402.17
310,1.01,2.50,420.33,401.39
312,1.01,2.50,449.66,401.39
314,1.01,2.50,459.43,403.25
316,1.01,2.51,469.21,402.17
318,1.01,2.51,439.88,400.32
320,1.02,2.50,459.43,405.09
322,1.01,2.48,449.66,402.48
324,1.01,2.50,439.88,403.25
326,1.02,2.40,439.88,412.94
328,1.01,2.48,439.88,404.34
330,1.01,2.50,439.88,403.25
332,1.01,2.55,498.53,397.15
334,1.01,2.44,547.41,407.66
336,1.02,2.44,527.86,409.52
338,1.02,2.50,537.63,405.09
340,1.01,2.54,586.51,400.04
342,1.02,2.56,498.53,399.76
344,1.01,2.51,478.98,400.32
346,1.01,2.52,420.33,399.25
348,1.01,2.51,400.78,402.17
350,1.01,2.50,420.33,403.25
352,1.03,2.51,410.56,405.84
354,1.01,2.47,420.33,405.43
356,1.01,2.38,410.56,413.37
358,1.02,2.44,410.56,409.52
360,1.01,2.52,439.88,401.10
362,1.01,2.51,439.88,402.17
364,1.01,2.51,400.78,400.32
366,1.02,2.51,400.78,404.01
368,1.01,2.51,410.56,402.17
370,1.02,2.51,420.33,404.01
372,1.01,2.51,410.56,402.17
374,1.02,2.51,391.01,404.01
376,1.01,2.50,469.21,401.39
378,1.02,2.50,527.86,405.09
380,1.03,2.50,410.56,406.93
382,1.02,2.51,381.23,404.01
384,1.02,2.48,371.46,406.19
386,1.01,2.55,391.01,398.98
388,1.01,2.50,537.63,403.25
390,1.03,2.50,547.41,406.93
392,1.03,2.50,478.98,406.93
394,1.02,2.51,439.88,404.01
396,1.01,2.52,400.78,401.10
398,1.02,2.44,400.78,409.52
400,1.01,2.50,391.01,403.25
402,1.02,2.52,430.11,402.93
404,1.01,2.54,449.66,398.20
406,1.02,2.51,439.88,404.01
408,1.01,2.56,469.21,397.94
410,1.01,2.51,498.53,402.17
412,0.99,2.51,439.88,396.60
414,1.01,2.50,488.76,403.25
416,1.01,2.48,469.21,404.34
418,1.02,2.50,478.98,405.09
420,1.01,2.51,488.76,402.17
422,1.01,2.48,527.86,402.48
424,1.03,2.47,478.98,409.14
426,1.02,2.50,430.11,405.09
428,1.01,2.48,410.56,404.34
430,1.01,2.54,420.33,400.04
432,1.01,2.50,410.56,403.25
434,1.00,2.52,410.56,397.40
436,1.02,2.48,410.56,406.19
438,1.01,2.51,430.11,400.32
440,1.01,2.47,430.11,403.57
442,1.01,2.40,439.88,411.06
444,1.01,2.50,439.88,401.39
446,1.01,2.50,449.66,401.39
448,1.02,2.51,439.88,404.01
450,1.02,2.48,420.33,406.19
452,1.01,2.50,439.88,403.25
454,1.01,2.51,469.21,402.17
456,1.01,2.52,410.56,401.10
458,1.01,2.52,439.88,401.10
460,1.01,2.51,439.88,402.17
462,1.02,2.50,449.66,405.09
464,1.00,2.54,469.21,396.35
466,1.04,2.50,478.98,408.76
468,1.03,2.52,478.98,404.76
470,1.01,2.50,488.76,403.25
472,1.01,2.52,498.53,401.10
474,1.03,2.50,498.53,406.93
476,1.01,2.56,478.98,397.94
478,1.01,2.51,498.53,402.17
480,1.02,2.50,478.98,405.09
482,1.02,2.52,488.76,402.93
484,1.03,2.50,478.98,406.93
486,1.01,2.51,488.76,402.17
488,1.01,2.51,469.21,402.17
490,1.01,2.48,508.31,402.48
492,1.01,2.50,0.00,403.25
494,1.01,2.50,0.00,403.25
496,1.01,2.50,9.78,401.39
498,1.01,2.50,0.00,403.25
500,1.01,2.55,0.00,398.98
502,1.01,2.44,0.00,405.78
504,1.01,2.48,0.00,404.34
506,1.01,2.50,0.00,401.39
508,1.01,2.51,0.00,402.17
510,1.01,2.38,0.00,413.37
512,1.02,2.51,0.00,404.01
514,1.01,2.50,0.00,403.25
516,1.01,2.62,0.00,393.83
518,1.01,2.48,0.00,404.34
520,1.01,2.51,0.00,402.17
522,1.01,2.50,0.00,401.39
524,1.01,2.42,0.00,409.91
526,1.01,2.42,0.00,409.91
528,1.00,2.54,0.00,396.35
530,1.03,2.50,0.00,406.93
532,1.00,2.50,0.00,399.53
534,1.02,2.51,0.00,404.01
536,1.01,2.51,0.00,400.32
538,1.01,2.51,0.00,400.32
540,1.01,2.50,478.98,403.25
542,1.01,2.54,478.98,398.20
544,1.01,2.47,420.33,403.57
546,1.01,2.51,420.33,400.32
548,1.01,2.55,420.33,398.98
550,1.01,2.50,400.78,403.25
552,1.01,2.51,410.56,402.17
554,1.01,2.50,439.88,401.39
556,1.01,2.51,439.88,402.17
558,1.00,2.51,449.66,398.46
560,1.03,2.51,478.98,405.84
562,1.01,2.50,459.43,403.25
564,1.01,2.51,410.56,402.17
566,1.01,2.51,420.33,402.17
568,1.01,2.50,420.33,403.25
570,1.02,2.50,430.11,405.09
572,1.02,2.50,420.33,405.09
574,1.01,2.52,449.66,401.10
576,1.00,2.51,410.56,398.46
578,1.01,2.51,430.11,402.17
580,1.01,2.46,430.11,406.54
582,1.01,2.52,430.11,399.25
584,1.01,2.48,410.56,404.34
586,1.01,2.38,420.33,411.47
588,1.01,2.50,449.66,403.25
590,1.03,2.47,449.66,409.14
592,1.01,2.48,410.56,404.34
594,1.01,2.50,439.88,401.39
596,1.03,2.48,410.56,408.03
598,1.01,2.50,430.11,401.39
600,1.02,2.50,430.11,405.09
602,1.01,2.50,439.88,403.25
604,1.02,2.51,459.43,404.01
606,1.01,2.51,478.98,402.17
608,1.02,2.52,469.21,402.93
610,1.01,2.50,469.21,403.25
612,1.01,2.51,478.98,402.17
614,1.02,2.50,478.98,405.09
616,1.01,2.50,459.43,403.25
618,1.02,2.47,439.88,407.29
620,1.01,2.50,439.88,403.25
622,1.02,2.50,400.78,405.09
624,0.99,2.54,391.01,394.49
626,1.01,2.50,400.78,401.39
628,1.01,2.46,400.78,406.54
630,1.02,2.50,391.01,405.09
632,1.01,2.50,371.46,403.25
634,1.02,2.50,391.01,405.09
636,1.01,2.52,391.01,399.25
638,1.01,2.51,391.01,400.32
640,1.01,2.48,391.01,404.34
642,1.01,2.48,391.01,404.34
644,1.01,2.50,371.46,401.39
646,1.01,2.50,381.23,403.25
648,1.01,2.52,410.56,399.25
650,1.01,2.51,371.46,400.32
652,1.01,2.50,400.78,403.25
654,1.01,2.50,400.78,401.39
656,1.01,2.47,381.23,405.43
658,1.01,2.50,371.46,403.25
660,1.01,2.54,351.91,400.04
662,1.01,2.51,361.68,402.17
664,1.01,2.51,371.46,402.17
666,1.01,2.52,371.46,401.10
668,1.02,2.51,351.91,404.01
670,1.02,2.50,361.68,405.09
672,1.01,2.50,351.91,403.25
674,1.01,2.54,351.91,398.20
676,1.01,2.50,351.91,401.39
678,1.02,2.47,342.13,407.29
680,1.01,2.50,332.36,403.25
682,1.01,2.50,371.46,403.25
684,1.01,2.50,410.56,403.25
686,1.00,2.50,351.91,399.53
688,1.01,2.48,342.13,402.48
690,1.01,2.50,342.13,403.25
692,1.00,2.54,342.13,396.35
694,1.01,2.50,332.36,401.39
696,1.01,2.50,342.13,401.39
698,1.01,2.51,332.36,402.17
700,1.01,2.50,342.13,403.25
702,1.02,2.50,391.01,405.09
704,1.00,2.51,420.33,398.46
706,1.04,2.48,381.23,409.86
708,1.02,2.50,342.13,405.09
710,1.00,2.51,322.58,398.46
712,1.01,2.50,351.91,403.25
714,1.01,2.50,322.58,403.25
716,1.01,2.48,293.26,404.34
718,1.02,2.48,312.81,406.19
720,1.01,2.50,322.58,403.25
722,1.03,2.51,303.03,405.84
724,1.02,2.50,332.36,405.09
726,1.03,2.44,303.03,411.38
728,1.02,2.51,342.13,404.01
730,1.03,2.54,332.36,403.69
732,1.01,2.51,332.36,402.17
734,1.02,2.51,312.81,404.01
736,1.02,2.51,322.58,404.01
738,1.01,2.50,332.36,403.25
740,1.01,2.50,342.13,401.39
742,1.01,2.48,342.13,404.34
744,1.02,2.50,381.23,405.09
746,1.02,2.48,371.46,406.19
748,1.01,2.51,351.91,400.32
750,1.01,2.50,351.91,403.25
752,1.01,2.40,371.46,411.06
754,1.01,2.51,342.13,400.32
756,0.99,2.52,342.13,395.54
758,1.01,2.51,351.91,400.32
760,1.01,2.51,371.46,400.32
762,1.01,2.51,391.01,400.32
764,1.01,2.51,400.78,400.32
766,1.01,2.50,391.01,403.25
768,1.01,2.50,381.23,403.25
770,1.01,2.48,391.01,404.34
772,1.01,2.51,410.56,402.17
774,1.01,2.51,391.01,402.17
776,1.01,2.52,391.01,401.10
778,1.01,2.50,400.78,403.25
780,1.02,2.50,410.56,405.09
782,1.01,2.42,410.56,408.03
784,1.01,2.52,410.56,401.10
786,1.01,2.51,420.33,402.17
788,1.01,2.52,400.78,401.10
790,1.01,2.51,430.11,402.17
792,1.02,2.50,361.68,405.09
794,1.01,2.62,371.46,393.83
796,1.01,2.51,410.56,402.17
798,1.01,2.50,361.68,401.39
800,1.01,2.50,400.78,403.25
802,1.01,2.46,381.23,406.54
804,1.02,2.50,371.46,405.09
806,1.01,2.50,391.01,403.25
808,1.01,2.48,391.01,402.48
810,1.01,2.50,361.68,401.39
812,1.01,2.48,391.01,404.34
814,1.01,2.55,371.46,397.15
816,1.01,2.51,400.78,402.17
818,0.99,2.51,400.78,396.60
820,1.01,2.47,391.01,403.57
822,1.01,2.50,459.43,403.25
824,1.01,2.46,400.78,406.54
826,1.01,2.50,391.01,403.25
828,1.01,2.40,420.33,411.06
830,1.02,2.51,381.23,404.01
832,1.01,2.48,381.23,404.34
834,1.01,2.51,381.23,400.32
836,1.02,2.51,361.68,404.01
838,1.02,2.51,391.01,404.01
840,1.01,2.51,361.68,402.17
842,1.02,2.50,371.46,405.09
844,1.02,2.50,371.46,405.09
846,1.02,2.51,381.23,404.01
848,1.01,2.51,371.46,402.17
850,1.02,2.50,351.91,405.09
852,1.02,2.44,361.68,409.52
854,1.01,2.40,332.36,411.06
856,1.02,2.50,322.58,405.09
858,1.02,2.50,303.03,405.09
860,1.02,2.51,322.58,404.01
862,1.01,2.64,342.13,390.03
864,1.01,2.50,381.23,401.39
866,1.01,2.50,351.91,401.39
868,1.01,2.48,332.36,404.34
870,1.01,2.50,342.13,403.25
872,1.01,2.50,391.01,401.39
874,1.01,2.51,391.01,400.32
876,1.00,2.54,391.01,396.35
878,1.01,2.48,371.46,402.48
880,1.01,2.54,381.23,398.20
882,1.04,2.48,381.23,409.86
884,1.01,2.52,400.78,399.25
886,1.01,2.51,391.01,400.32
888,1.01,2.51,400.78,402.17
890,1.02,2.48,410.56,406.19
892,1.01,2.47,410.56,405.43
894,1.00,2.51,410.56,398.46
896,1.02,2.51,420.33,404.01
898,1.01,2.50,420.33,403.25
900,1.01,2.51,400.78,402.17
902,1.02,2.51,420.33,404.01
904,1.01,2.47,420.33,405.43
906,1.01,2.50,410.56,403.25
908,1.01,2.60,410.56,394.85
910,1.02,2.51,430.11,404.01
912,1.01,2.50,439.88,403.25
914,1.02,2.43,430.11,410.65
916,1.02,2.47,449.66,407.29
918,1.02,2.51,439.88,404.01
920,1.01,2.52,410.56,399.25
922,1.00,2.52,400.78,397.40
924,1.01,2.50,381.23,401.39
926,1.01,2.50,371.46,401.39
928,1.02,2.50,371.46,405.09
930,1.01,2.42,351.91,409.91
932,1.01,2.58,391.01,396.90
934,1.01,2.48,371.46,402.48
936,1.01,2.48,381.23,402.48
938,1.01,2.54,400.78,400.04
940,1.01,2.50,439.88,401.39
942,1.02,2.50,400.78,405.09
944,1.01,2.48,410.56,402.48
946,1.01,2.50,400.78,403.25
948,1.01,2.50,381.23,401.39
950,1.01,2.50,391.01,401.39
952,1.03,2.50,381.23,406.93
954,1.00,2.52,391.01,397.40
956,1.02,2.50,430.11,405.09
958,1.01,2.51,400.78,402.17
960,1.01,2.48,420.33,404.34
962,1.01,2.47,420.33,405.43
964,1.01,2.55,410.56,398.98
966,1.01,2.51,371.46,402.17
968,1.03,2.50,351.91,406.93
970,1.01,2.51,400.78,400.32
972,1.02,2.51,391.01,404.01
974,1.01,2.51,381.23,402.17
976,1.02,2.56,371.46,399.76
978,1.01,2.50,371.46,403.25
980,1.02,2.50,391.01,405.09
982,1.04,2.48,391.01,409.86
984,1.02,2.51,410.56,404.01
986,1.01,2.51,371.46,402.17
988,1.01,2.52,430.11,401.10
990,1.01,2.50,371.46,403.25
992,1.01,2.50,381.23,403.25
994,1.01,2.42,410.56,408.03
996,1.01,2.50,361.68,401.39
998,1.01,2.50,400.78,401.39
1000,1.01,2.51,410.56,400.32
1002,1.01,2.50,439.88,401.39
1004,1.01,2.50,400.78,401.39
1006,1.01,2.63,410.56,391.02
1008,1.01,2.48,508.31,402.48
1010,1.01,2.48,488.76,402.48
1012,1.01,2.48,430.11,402.48
1014,1.01,2.48,400.78,402.48
1016,1.01,2.46,381.23,406.54
1018,1.01,2.50,361.68,403.25
1020,1.01,2.51,342.13,402.17
1022,1.01,2.52,361.68,401.10
1024,1.01,2.51,381.23,402.17
1026,1.03,2.50,400.78,406.93
1028,1.01,2.52,400.78,401.10
1030,1.01,2.51,391.01,402.17
1032,1.01,2.59,381.23,395.87
1034,1.02,2.44,400.78,409.52
1036,1.02,2.50,439.88,405.09
1038,1.01,2.51,391.01,400.32
1040,1.02,2.52,351.91,402.93
1042,1.01,2.51,342.13,402.17
1044,1.01,2.52,351.91,401.10
1046,1.02,2.50,351.91,405.09
1048,1.01,2.51,410.56,402.17
1050,1.01,2.51,410.56,402.17
1052,1.01,2.58,400.78,396.90
1054,1.01,2.51,391.01,402.17
1056,1.01,2.50,391.01,403.25
1058,1.01,2.50,391.01,403.25
1060,1.01,2.47,391.01,405.43
1062,1.01,2.50,381.23,403.25
1064,1.01,2.50,371.46,401.39
1066,1.01,2.50,381.23,403.25
1068,1.01,2.50,371.46,403.25
1070,1.01,2.42,391.01,408.03
1072,1.01,2.50,391.01,401.39
1074,1.01,2.52,420.33,399.25
1076,1.01,2.50,400.78,403.25
1078,1.01,2.50,381.23,403.25
1080,1.01,2.51,381.23,402.17
1082,1.05,2.48,381.23,411.69
1084,1.01,2.54,371.46,400.04
1086,1.01,2.50,371.46,403.25
1088,1.01,2.50,371.46,403.25
1090,1.01,2.50,381.23,403.25
1092,1.01,2.51,371.46,402.17
1094,1.01,2.51,371.46,402.17
1096,1.02,2.51,371.46,404.01
1098,1.02,2.47,410.56,407.29
1100,1.02,2.51,410.56,404.01
1102,1.01,2.50,410.56,403.25
1104,1.01,2.48,420.33,402.48
1106,1.02,2.47,400.78,407.29
1108,1.02,2.51,400.78,404.01
1110,1.01,2.50,371.46,403.25
1112,1.01,2.51,410.56,402.17
1114,1.01,2.58,381.23,396.90
1116,1.00,2.50,351.91,399.53
1118,1.01,2.50,361.68,403.25
1120,1.01,2.55,351.91,398.98
1122,1.01,2.50,351.91,401.39
1124,1.01,2.51,371.46,402.17
1126,1.01,2.51,391.01,402.17
1128,0.99,2.51,351.91,396.60
1130,1.01,2.51,342.13,402.17
1132,1.01,2.50,332.36,403.25
1134,1.01,2.51,332.36,402.17
1136,1.01,2.50,332.36,403.25
1138,1.02,2.50,361.68,405.09
1140,1.03,2.48,351.91,408.03
1142,1.02,2.42,371.46,411.79
1144,1.01,2.51,351.91,402.17
1146,1.01,2.42,361.68,409.91
1148,1.01,2.51,381.23,402.17
1150,1.01,2.52,381.23,399.25
1152,1.02,2.50,410.56,405.09
1154,1.02,2.47,391.01,407.29
1156,1.01,2.50,420.33,403.25
1158,1.01,2.58,430.11,395.07
1160,1.01,2.38,400.78,413.37
1162,1.01,2.50,420.33,403.25
1164,1.01,2.48,391.01,404.34
1166,1.01,2.51,410.56,402.17
1168,1.01,2.59,391.01,394.05
1170,1.01,2.54,420.33,400.04
1172,1.01,2.50,381.23,401.39
1174,1.00,2.50,381.23,399.53
1176,1.01,2.50,400.78,403.25
1178,1.01,2.56,430.11,397.94
1180,1.01,2.50,449.66,403.25
1182,1.01,2.50,439.88,403.25
1184,1.01,2.50,478.98,403.25
1186,1.01,2.48,449.66,404.34
1188,1.01,2.50,459.43,403.25
1190,1.01,2.50,439.88,403.25
1192,1.03,2.46,410.56,410.25
1194,1.01,2.51,400.78,402.17
1196,1.01,2.50,381.23,403.25
1198,1.01,2.50,400.78,403.25
1200,1.01,2.51,371.46,402.17
1202,1.01,2.39,400.78,412.21
1204,1.03,2.48,420.33,408.03
1206,1.04,2.48,410.56,409.86
1208,1.01,2.52,410.56,401.10
1210,1.01,2.51,420.33,400.32
1212,1.01,2.50,410.56,403.25
1214,1.01,2.51,449.66,402.17
1216,1.01,2.52,439.88,401.10
1218,1.01,2.51,410.56,402.17
1220,1.01,2.50,430.11,403.25
1222,1.02,2.50,410.56,405.09
1224,1.01,2.48,420.33,404.34
1226,1.01,2.50,420.33,403.25
1228,1.01,2.47,420.33,405.43
1230,1.02,2.50,430.11,405.09
1232,1.01,2.50,410.56,403.25
1234,1.02,2.48,420.33,406.19
1236,1.02,2.51,449.66,404.01
1238,1.01,2.51,420.33,400.32
1240,1.01,2.50,439.88,401.39
1242,1.01,2.54,449.66,400.04
1244,1.01,2.50,449.66,403.25
1246,1.02,2.50,430.11,405.09
1248,1.01,2.42,420.33,408.03
1250,1.01,2.55,410.56,398.98
1252,1.01,2.50,400.78,401.39
1254,1.01,2.50,410.56,401.39
1256,1.01,2.50,410.56,403.25
1258,1.01,2.50,420.33,403.25
1260,1.01,2.56,430.11,396.11
1262,1.01,2.48,420.33,404.34
1264,1.00,2.51,430.11,398.46
1266,1.01,2.50,430.11,401.39
1268,1.01,2.50,391.01,401.39
1270,1.01,2.50,381.23,403.25
1272,1.02,2.50,400.78,405.09
1274,1.01,2.52,420.33,399.25
1276,1.01,2.48,400.78,404.34
1278,1.02,2.50,400.78,405.09
1280,1.01,2.51,410.56,402.17
1282,1.02,2.51,400.78,404.01
1284,1.03,2.48,381.23,408.03
1286,1.02,2.46,410.56,408.40
1288,1.01,2.51,381.23,400.32
1290,1.01,2.51,371.46,402.17
1292,1.02,2.50,361.68,405.09
1294,1.01,2.51,361.68,402.17
1296,1.02,2.51,391.01,404.01
1298,1.01,2.50,371.46,403.25
1300,1.02,2.52,371.46,402.93
1302,1.01,2.51,371.46,402.17
1304,1.02,2.50,361.68,405.09
1306,1.01,2.51,361.68,402.17
1308,1.01,2.50,351.91,401.39
1310,1.01,2.48,342.13,404.34
1312,1.01,2.51,361.68,402.17
1314,1.01,2.51,361.68,400.32
1316,1.00,2.54,351.91,396.35
1318,1.00,2.48,342.13,400.61
1320,1.01,2.48,303.03,402.48
1322,1.01,2.50,332.36,401.39
1324,1.01,2.47,342.13,403.57
1326,1.01,2.50,322.58,403.25
1328,1.02,2.48,322.58,406.19
1330,1.03,2.47,322.58,409.14
1332,1.01,2.62,312.81,393.83
1334,1.02,2.46,303.03,408.40
1336,1.01,2.51,303.03,402.17
1338,1.03,2.50,293.26,406.93
1340,1.02,2.50,273.70,405.09
1342,1.01,2.54,303.03,400.04
1344,1.01,2.50,303.03,403.25
1346,1.01,2.51,312.81,402.17
1348,1.02,2.50,351.91,405.09
1350,1.02,2.51,322.58,404.01
1352,1.01,2.51,371.46,402.17
1354,1.01,2.50,547.41,403.25
1356,1.02,2.51,518.08,404.01
1358,1.01,2.51,400.78,402.17
1360,1.02,2.51,391.01,404.01
1362,1.01,2.51,332.36,400.32
1364,1.01,2.51,332.36,402.17
1366,1.01,2.51,361.68,400.32
1368,1.01,2.50,342.13,403.25
1370,1.02,2.51,361.68,404.01
1372,1.01,2.52,381.23,401.10
1374,0.99,2.55,371.46,393.45
1376,1.01,2.56,371.46,396.11
1378,1.01,2.50,371.46,403.25
1380,1.01,2.50,371.46,403.25
1382,1.01,2.50,342.13,403.25
1384,1.01,2.47,332.36,405.43
1386,1.01,2.51,303.03,400.32
1388,1.01,2.51,342.13,400.32
1390,1.01,2.50,312.81,403.25
1392,1.01,2.50,332.36,403.25
1394,1.01,2.50,312.81,403.25
1396,1.01,2.51,303.03,400.32
1398,1.01,2.51,312.81,400.32
1400,1.01,2.50,312.81,401.39
1402,1.01,2.46,322.58,404.67
1404,1.01,2.50,332.36,401.39
1406,1.01,2.51,332.36,400.32
1408,1.00,2.52,351.91,397.40
1410,1.01,2.48,351.91,402.48
1412,1.01,2.52,361.68,401.10
1414,1.01,2.51,361.68,402.17
1416,1.01,2.44,351.91,407.66
1418,1.01,2.51,371.46,402.17
1420,1.01,2.44,342.13,407.66
1422,1.02,2.50,332.36,405.09
1424,1.01,2.43,332.36,408.78
1426,1.01,2.51,322.58,402.17
1428,1.02,2.51,332.36,404.01
1430,1.02,2.50,322.58,405.09
1432,1.00,2.52,322.58,397.40
1434,1.01,2.51,342.13,402.17
1436,1.02,2.39,342.13,414.10
1438,1.01,2.50,361.68,403.25
1440,1.02,2.50,361.68,405.09
1442,1.01,2.50,322.58,403.25
1444,1.01,2.63,342.13,392.83
1446,1.01,2.48,312.81,402.48
1448,1.01,2.50,312.81,403.25
1450,1.01,2.50,332.36,401.39
1452,1.02,2.50,312.81,405.09
1454,1.01,2.50,312.81,403.25
1456,1.01,2.50,312.81,401.39
1458,1.01,2.50,312.81,403.25
1460,1.01,2.50,332.36,401.39
1462,1.01,2.52,332.36,401.10
1464,1.02,2.50,351.91,405.09
1466,1.01,2.50,351.91,401.39
1468,1.01,2.48,322.58,404.34
1470,1.01,2.50,303.03,403.25
1472,1.02,2.48,351.91,406.19
1474,1.01,2.51,332.36,402.17
1476,1.01,2.51,342.13,402.17
1478,1.01,2.50,351.91,401.39
1480,1.02,2.50,351.91,405.09
1482,1.01,2.51,361.68,402.17
1484,1.01,2.51,332.36,402.17
1486,1.01,2.51,381.23,402.17
1488,1.01,2.50,371.46,403.25
1490,1.02,2.50,351.91,405.09
1492,1.01,2.51,361.68,402.17
1494,1.02,2.51,322.58,404.01
1496,1.01,2.54,332.36,398.20
1498,1.02,2.50,342.13,405.09
1500,1.01,2.51,342.13,400.32
1502,1.01,2.50,371.46,403.25
1504,1.01,2.51,361.68,400.32
1506,1.01,2.50,361.68,401.39
1508,1.00,2.51,342.13,398.46
1510,1.01,2.51,361.68,400.32
