=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.22 17:18:31 =~=~=~=~=~=~=~=~=~=~=~=,,,,
Adafruit DS3502 Test,,,,
Couldn't find DS3502 chip,,,,
Found DS3502 chip,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)
477.2,0.98,2.48,654.94,396.85
477.4,0.94,2.43,645.16,393.49
477.6,0.95,2.51,645.16,389.04
477.8,0.96,2.46,654.94,395.19
478,0.95,2.55,645.16,385.96
478.2,0.93,2.47,625.61,388.34
478.4,0.95,2.51,625.61,389.04
478.6,0.96,2.52,596.29,389.9
478.8,0.96,2.52,586.51,389.9
479,0.95,2.5,576.74,390.09
479.2,0.93,2.47,537.63,388.34
479.4,0.94,2.5,547.41,388.17
479.6,0.95,2.54,566.96,386.98
479.8,0.95,2.47,537.63,392.2
480,0.96,2.51,547.41,390.94
480.2,0.95,2.51,547.41,389.04
480.4,0.95,2.51,527.86,389.04
480.6,0.92,2.5,508.31,384.31
480.8,0.95,2.51,527.86,389.04
481,0.96,2.51,537.63,390.94
481.2,0.97,2.56,537.63,388.7
481.4,0.96,2.51,527.86,390.94
481.6,0.94,2.52,537.63,386.1
481.8,0.94,2.48,518.08,389.22
482,0.96,2.46,518.08,395.19
482.2,0.92,2.5,508.31,384.31
482.4,0.96,2.51,527.86,390.94
482.6,0.92,2.48,498.53,385.34
482.8,0.94,2.46,488.76,391.34
483,0.97,2.52,518.08,391.79
483.2,0.95,2.5,498.53,390.09
483.4,0.96,2.51,537.63,390.94
483.6,0.96,2.56,547.41,386.83
483.8,0.96,2.5,508.31,391.99
484,0.96,2.51,498.53,390.94
484.2,0.93,2.44,527.86,390.46
484.4,0.96,2.48,527.86,393.05
484.6,0.96,2.52,518.08,389.9
484.8,0.95,2.51,547.41,389.04
485,0.96,2.48,518.08,393.05
485.2,0.97,2.54,508.31,390.75
485.4,0.95,2.48,498.53,391.14
485.6,0.96,2.46,518.08,395.19
485.8,0.94,2.54,518.08,385.08
486,0.96,2.5,518.08,391.99
486.2,0.95,2.58,498.53,383.94
486.4,0.94,2.5,478.98,388.17
486.6,0.94,2.47,469.21,390.27
486.8,0.92,2.48,449.66,385.34
487,0.96,2.51,488.76,390.94
487.2,0.95,2.51,459.43,389.04
487.4,0.94,2.51,478.98,387.13
487.6,0.95,2.51,469.21,389.04
487.8,0.95,2.48,469.21,391.14
488,0.94,2.51,469.21,387.13
488.2,0.96,2.48,449.66,393.05
488.4,0.94,2.48,449.66,389.22
488.6,0.95,2.48,449.66,391.14
488.8,0.95,2.51,439.88,389.04
489,0.96,2.48,439.88,393.05
489.2,0.96,2.5,430.11,391.99
489.4,0.94,2.48,439.88,389.22
489.6,0.95,2.5,439.88,390.09
489.8,0.96,2.5,439.88,391.99
490,0.93,2.48,410.56,387.28
490.2,0.95,2.48,430.11,391.14
490.4,0.96,2.47,439.88,394.12
490.6,0.95,2.55,449.66,385.96
490.8,0.95,2.51,430.11,389.04
491,0.94,2.56,420.33,383.05
491.2,0.94,2.5,439.88,388.17
491.4,0.96,2.55,420.33,387.84
491.6,0.96,2.58,420.33,385.82
491.8,0.95,2.51,430.11,389.04
492,0.97,2.56,410.56,388.7
492.2,0.94,2.51,381.23,387.13
492.4,0.96,2.5,371.46,391.99
492.6,0.94,2.48,381.23,389.22
492.8,0.96,2.52,371.46,389.9
493,0.96,2.5,410.56,391.99
493.2,0.96,2.51,381.23,390.94
493.4,0.94,2.54,381.23,385.08
493.6,0.95,2.5,371.46,390.09
493.8,0.95,2.5,400.78,390.09
494,0.95,2.51,410.56,389.04
494.2,0.95,2.56,381.23,384.95
494.4,0.93,2.5,400.78,386.24
494.6,0.95,2.56,410.56,384.95
494.8,0.95,2.51,410.56,389.04
495,0.94,2.52,400.78,386.1
495.2,0.96,2.51,391.01,390.94
495.4,0.94,2.43,391.01,393.49
495.6,0.96,2.47,381.23,394.12
495.8,0.94,2.44,381.23,392.41
496,0.95,2.52,391.01,388
496.2,0.94,2.5,400.78,388.17
496.4,0.94,2.51,391.01,387.13
496.6,0.96,2.51,400.78,390.94
496.8,0.95,2.5,371.46,390.09
497,0.94,2.59,381.23,381.06
497.2,0.95,2.56,381.23,384.95
497.4,0.95,2.48,391.01,391.14
497.6,0.95,2.5,381.23,390.09
497.8,0.95,2.51,400.78,389.04
498,0.94,2.52,371.46,386.1
498.2,0.96,2.44,361.68,396.28
498.4,0.95,2.5,381.23,390.09
498.6,0.96,2.51,381.23,390.94
498.8,0.95,2.55,371.46,385.96
499,0.95,2.51,371.46,389.04
499.2,0.96,2.5,381.23,391.99
499.4,0.94,2.48,351.91,389.22
499.6,0.96,2.52,391.01,389.9
499.8,0.96,2.5,381.23,391.99
500,0.95,2.56,400.78,384.95
500.2,0.95,2.55,381.23,385.96
500.4,0.95,2.52,381.23,388
500.6,0.94,2.54,391.01,385.08
500.8,0.96,2.5,400.78,391.99
501,0.97,2.52,410.56,391.79
501.2,0.97,2.5,410.56,393.89
501.4,0.95,2.46,420.33,393.27
501.6,0.95,2.48,391.01,391.14
501.8,0.95,2.46,430.11,393.27
502,0.94,2.5,400.78,388.17
502.2,0.96,2.42,420.33,398.47
502.4,0.98,2.51,420.33,394.72
502.6,0.96,2.54,430.11,388.87
502.8,0.95,2.52,439.88,388
503,0.96,2.51,420.33,390.94
503.2,0.97,2.52,420.33,391.79
503.4,0.93,2.48,400.78,387.28
503.6,0.96,2.47,420.33,394.12
503.8,0.95,2.5,391.01,390.09
504,0.95,2.46,400.78,393.27
504.2,0.94,2.54,410.56,385.08
504.4,0.97,2.54,420.33,390.75
504.6,0.95,2.43,400.78,395.44
504.8,0.95,2.52,410.56,388
505,0.94,2.55,400.78,384.06
505.2,0.96,2.55,381.23,387.84
505.4,0.94,2.51,371.46,387.13
505.6,0.93,2.47,371.46,388.34
505.8,0.97,2.51,391.01,392.84
506,0.97,2.5,371.46,393.89
506.2,0.96,2.51,361.68,390.94
506.4,0.96,2.54,351.91,388.87
506.6,0.94,2.51,371.46,387.13
506.8,0.95,2.48,351.91,391.14
507,0.97,2.51,371.46,392.84
507.2,0.98,2.5,342.13,395.78
507.4,0.95,2.5,361.68,390.09
507.6,0.95,2.5,332.36,390.09
507.8,0.95,2.5,361.68,390.09
508,0.94,2.48,361.68,389.22
508.2,0.95,2.4,361.68,397.64
508.4,0.95,2.46,342.13,393.27
508.6,0.96,2.5,322.58,391.99
508.8,0.96,2.39,342.13,400.7
509,0.95,2.5,351.91,390.09
509.2,0.95,2.56,351.91,384.95
509.4,0.96,2.52,351.91,389.9
509.6,0.95,2.51,342.13,389.04
509.8,0.95,2.46,361.68,393.27
510,0.96,2.59,361.68,384.82
510.2,0.95,2.46,361.68,393.27
510.4,0.94,2.5,361.68,388.17
510.6,0.94,2.46,361.68,391.34
510.8,0.97,2.52,381.23,391.79
511,0.97,2.52,361.68,391.79
511.2,0.94,2.47,351.91,390.27
511.4,0.95,2.48,351.91,391.14
511.6,0.96,2.51,342.13,390.94
511.8,0.94,2.51,332.36,387.13
512,0.97,2.54,351.91,390.75
512.2,0.95,2.5,351.91,390.09
512.4,0.96,2.51,342.13,390.94
512.6,0.96,2.48,361.68,393.05
512.8,0.96,2.59,361.68,384.82
513,0.95,2.48,342.13,391.14
513.2,0.94,2.55,351.91,384.06
513.4,0.96,2.47,361.68,394.12
513.6,0.96,2.5,361.68,391.99
513.8,0.95,2.51,371.46,389.04
514,0.95,2.47,342.13,392.2
514.2,0.95,2.51,332.36,389.04
514.4,0.94,2.54,342.13,385.08
514.6,0.96,2.51,351.91,390.94
514.8,0.95,2.52,381.23,388
515,0.95,2.51,361.68,389.04
515.2,0.94,2.48,361.68,389.22
515.4,0.96,2.5,361.68,391.99
515.6,0.93,2.54,351.91,383.16
515.8,0.96,2.51,371.46,390.94
516,0.97,2.47,342.13,396.03
516.2,0.95,2.51,371.46,389.04
516.4,0.95,2.5,332.36,390.09
516.6,0.96,2.5,342.13,391.99
516.8,0.93,2.52,322.58,384.18
517,0.94,2.5,312.81,388.17
517.2,0.96,2.51,332.36,390.94
517.4,0.95,2.51,351.91,389.04
517.6,0.96,2.48,312.81,393.05
517.8,0.95,2.51,371.46,389.04
518,0.96,2.5,361.68,391.99
518.2,0.95,2.58,342.13,383.94
518.4,0.95,2.48,371.46,391.14
518.6,0.95,2.47,351.91,392.2
518.8,0.96,2.5,342.13,391.99
519,0.95,2.56,332.36,384.95
519.2,0.94,2.55,332.36,384.06
519.4,0.96,2.54,322.58,388.87
519.6,0.95,2.58,312.81,383.94
519.8,0.95,2.5,351.91,390.09
520,0.96,2.59,322.58,384.82
520.2,0.95,2.47,332.36,392.2
520.4,0.93,2.47,332.36,388.34
520.6,0.95,2.47,332.36,392.2
520.8,0.94,2.5,342.13,388.17
521,0.96,2.51,342.13,390.94
521.2,0.96,2.58,381.23,385.82
521.4,0.96,2.44,361.68,396.28
521.6,0.96,2.48,342.13,393.05
521.8,0.94,2.44,381.23,392.41
522,0.95,2.5,361.68,390.09
522.2,0.94,2.47,381.23,390.27
522.4,0.95,2.52,400.78,388
522.6,0.96,2.52,400.78,389.9
522.8,0.96,2.51,410.56,390.94
523,0.94,2.56,410.56,383.05
523.2,0.96,2.48,391.01,393.05
523.4,0.93,2.47,381.23,388.34
523.6,0.95,2.55,391.01,385.96
523.8,0.96,2.51,410.56,390.94
524,0.95,2.48,410.56,391.14
524.2,0.96,2.51,410.56,390.94
524.4,0.95,2.5,410.56,390.09
524.6,0.94,2.55,400.78,384.06
524.8,0.95,2.42,420.33,396.53
525,0.95,2.51,439.88,389.04
525.2,0.95,2.44,420.33,394.35
525.4,0.95,2.51,449.66,389.04
525.6,0.95,2.52,449.66,388
525.8,0.96,2.51,449.66,390.94
526,0.95,2.5,469.21,390.09
526.2,0.96,2.5,478.98,391.99
526.4,0.95,2.51,459.43,389.04
526.6,0.93,2.52,449.66,384.18
526.8,0.95,2.52,478.98,388
527,0.96,2.51,459.43,390.94
527.2,0.96,2.51,449.66,390.94
527.4,0.96,2.52,449.66,389.9
527.6,0.94,2.47,430.11,390.27
527.8,0.96,2.5,430.11,391.99
528,0.95,2.51,449.66,389.04
528.2,0.96,2.55,439.88,387.84
528.4,0.95,2.48,439.88,391.14
528.6,0.96,2.51,449.66,390.94
528.8,0.94,2.56,430.11,383.05
529,0.94,2.5,400.78,388.17
529.2,0.95,2.48,430.11,391.14
529.4,0.96,2.46,439.88,395.19
529.6,0.97,2.48,449.66,394.95
529.8,0.95,2.52,439.88,388
530,0.96,2.54,459.43,388.87
530.2,0.94,2.51,478.98,387.13
530.4,0.94,2.48,469.21,389.22
530.6,0.94,2.58,469.21,382.06
530.8,0.96,2.51,488.76,390.94
531,0.96,2.54,478.98,388.87
531.2,0.96,2.47,478.98,394.12
531.4,0.94,2.5,488.76,388.17
531.6,0.95,2.58,498.53,383.94
531.8,0.95,2.51,518.08,389.04
532,0.95,2.48,537.63,391.14
532.2,0.96,2.5,518.08,391.99
532.4,0.96,2.56,527.86,386.83
532.6,0.94,2.48,498.53,389.22
532.8,0.95,2.51,527.86,389.04
533,0.97,2.59,518.08,386.68
533.2,0.95,2.47,527.86,392.2
533.4,0.96,2.55,547.41,387.84
533.6,0.94,2.55,537.63,384.06
533.8,0.95,2.5,537.63,390.09
534,0.95,2.51,527.86,389.04
534.2,0.95,2.5,547.41,390.09
534.4,0.95,2.47,557.18,392.2
534.6,0.96,2.52,566.96,389.9
534.8,0.94,2.47,537.63,390.27
535,0.96,2.52,537.63,389.9
535.2,0.96,2.51,537.63,390.94
535.4,0.95,2.52,508.31,388
535.6,0.97,2.5,527.86,393.89
535.8,0.95,2.48,547.41,391.14
536,0.95,2.43,537.63,395.44
536.2,0.94,2.47,566.96,390.27
536.4,0.94,2.58,557.18,382.06
536.6,0.93,2.51,547.41,385.21
536.8,0.95,2.59,557.18,382.95
537,0.96,2.58,576.74,385.82
537.2,0.96,2.48,586.51,393.05
537.4,0.95,2.51,586.51,389.04
537.6,0.95,2.5,586.51,390.09
537.8,0.96,2.52,596.29,389.9
538,0.95,2.51,606.06,389.04
538.2,0.95,2.47,654.94,392.2
538.4,0.96,2.51,674.49,390.94
538.6,0.96,2.54,664.71,388.87
538.8,0.95,2.47,674.49,392.2
539,0.95,2.51,703.81,389.04
539.2,0.95,2.5,723.36,390.09
539.4,0.95,2.47,703.81,392.2
539.6,0.95,2.48,694.04,391.14
539.8,0.95,2.47,684.26,392.2
540,0.95,2.51,713.59,389.04
540.2,0.95,2.48,723.36,391.14
540.4,0.96,2.55,713.59,387.84
540.6,0.94,2.47,703.81,390.27
540.8,0.95,2.48,723.36,391.14
541,0.96,2.5,733.14,391.99
541.2,0.95,2.48,713.59,391.14
541.4,0.95,2.51,703.81,389.04
541.6,0.93,2.48,694.04,387.28
541.8,0.95,2.47,674.49,392.2
542,0.96,2.5,713.59,391.99
542.2,0.95,2.46,694.04,393.27
542.4,0.95,2.5,703.81,390.09
542.6,0.96,2.51,733.14,390.94
542.8,0.95,2.43,713.59,395.44
543,0.96,2.51,703.81,390.94
543.2,0.94,2.47,703.81,390.27
543.4,0.95,2.5,713.59,390.09
543.6,0.96,2.5,713.59,391.99
543.8,0.95,2.51,713.59,389.04
544,0.95,2.52,703.81,388
544.2,0.96,2.47,703.81,394.12
544.4,0.96,2.46,703.81,395.19
544.6,0.96,2.52,713.59,389.9
544.8,0.97,2.54,703.81,390.75
545,0.94,2.51,674.49,387.13
545.2,0.96,2.5,674.49,391.99
545.4,0.97,2.44,684.26,398.2
545.6,0.97,2.52,684.26,391.79
545.8,0.95,2.5,654.94,390.09
546,0.96,2.59,654.94,384.82
546.2,0.95,2.46,654.94,393.27
546.4,0.95,2.51,635.39,389.04
546.6,0.96,2.48,625.61,393.05
546.8,0.95,2.51,645.16,389.04
547,0.95,2.5,654.94,390.09
547.2,0.96,2.5,645.16,391.99
547.4,0.96,2.46,615.84,395.19
547.6,0.92,2.46,606.06,387.44
547.8,0.95,2.52,635.39,388
548,0.94,2.5,625.61,388.17
548.2,0.95,2.55,606.06,385.96
548.4,0.95,2.51,615.84,389.04
548.6,0.95,2.62,596.29,380.98
548.8,0.96,2.54,615.84,388.87
549,0.94,2.47,606.06,390.27
549.2,0.95,2.5,576.74,390.09
549.4,0.94,2.47,566.96,390.27
549.6,0.95,2.51,596.29,389.04
549.8,0.96,2.52,615.84,389.9
550,0.98,2.51,596.29,394.72
550.2,0.95,2.51,586.51,389.04
550.4,0.94,2.56,586.51,383.05
550.6,0.96,2.52,586.51,389.9
550.8,0.95,2.5,566.96,390.09
551,0.95,2.54,596.29,386.98
551.2,0.96,2.54,586.51,388.87
551.4,0.94,2.51,566.96,387.13
551.6,0.94,2.5,576.74,388.17
551.8,0.95,2.55,566.96,385.96
552,0.96,2.48,566.96,393.05
552.2,0.95,2.52,576.74,388
552.4,0.96,2.5,566.96,391.99
552.6,0.96,2.46,527.86,395.19
552.8,0.94,2.5,557.18,388.17
553,0.94,2.5,557.18,388.17
553.2,0.96,2.5,566.96,391.99
553.4,0.95,2.52,557.18,388
553.6,0.95,2.5,566.96,390.09
553.8,0.95,2.51,537.63,389.04
554,0.94,2.48,547.41,389.22
554.2,0.94,2.5,527.86,388.17
554.4,0.97,2.5,547.41,393.89
554.6,0.95,2.46,508.31,393.27
554.8,0.95,2.51,537.63,389.04
555,0.95,2.48,557.18,391.14
555.2,0.95,2.51,557.18,389.04
555.4,0.95,2.51,537.63,389.04
555.6,0.93,2.52,527.86,384.18
555.8,0.94,2.52,566.96,386.1
556,0.95,2.46,537.63,393.27
556.2,0.98,2.52,547.41,393.67
556.4,0.95,2.51,537.63,389.04
556.6,0.95,2.6,537.63,381.96
556.8,0.94,2.38,527.86,397.91
557,0.93,2.51,527.86,385.21
557.2,0.96,2.51,518.08,390.94
557.4,0.95,2.44,518.08,394.35
557.6,0.95,2.5,527.86,390.09
557.8,0.95,2.59,537.63,382.95
558,0.95,2.55,527.86,385.96
558.2,0.96,2.54,537.63,388.87
558.4,0.94,2.56,527.86,383.05
558.6,0.96,2.47,518.08,394.12
558.8,0.97,2.52,527.86,391.79
559,0.97,2.51,518.08,392.84
559.2,0.95,2.56,527.86,384.95
559.4,0.95,2.42,508.31,396.53
559.6,0.96,2.51,537.63,390.94
559.8,0.94,2.48,508.31,389.22
560,0.94,2.51,518.08,387.13
560.2,0.95,2.43,518.08,395.44
560.4,0.96,2.52,537.63,389.9
560.6,0.95,2.59,527.86,382.95
560.8,0.94,2.5,518.08,388.17
561,0.94,2.6,527.86,380.08
561.2,0.95,2.43,518.08,395.44
561.4,0.96,2.51,518.08,390.94
561.6,0.95,2.5,537.63,390.09
561.8,0.96,2.5,518.08,391.99
562,0.94,2.51,508.31,387.13
562.2,0.94,2.51,508.31,387.13
562.4,0.93,2.47,508.31,388.34
562.6,0.97,2.51,508.31,392.84
562.8,0.97,2.51,527.86,392.84
563,0.97,2.51,508.31,392.84
563.2,0.95,2.56,537.63,384.95
563.4,0.95,2.5,488.76,390.09
563.6,0.94,2.42,508.31,394.58
563.8,0.96,2.51,498.53,390.94
564,0.96,2.5,498.53,391.99
564.2,0.96,2.4,488.76,399.58
564.4,0.95,2.5,508.31,390.09
564.6,0.93,2.48,508.31,387.28
564.8,0.96,2.54,469.21,388.87
565,0.95,2.52,449.66,388
565.2,0.96,2.5,459.43,391.99
565.4,0.95,2.55,498.53,385.96
565.6,0.96,2.56,508.31,386.83
565.8,0.93,2.48,498.53,387.28
566,0.93,2.48,508.31,387.28
566.2,0.93,2.48,508.31,387.28
566.4,0.95,2.48,478.98,391.14
566.6,0.96,2.5,498.53,391.99
566.8,0.96,2.46,488.76,395.19
567,0.95,2.51,498.53,389.04
567.2,0.95,2.48,488.76,391.14
567.4,0.97,2.48,498.53,394.95
567.6,0.95,2.47,488.76,392.2
567.8,0.96,2.52,508.31,389.9
568,0.96,2.48,498.53,393.05
568.2,0.97,2.55,508.31,389.72
568.4,0.96,2.51,498.53,390.94
568.6,0.94,2.44,488.76,392.41
568.8,0.96,2.47,478.98,394.12
569,0.96,2.5,508.31,391.99
569.2,0.96,2.51,478.98,390.94
569.4,0.98,2.54,518.08,392.63
569.6,0.95,2.47,508.31,392.2
569.8,0.94,2.48,518.08,389.22
570,0.96,2.5,498.53,391.99
570.2,0.96,2.5,498.53,391.99
570.4,0.96,2.46,518.08,395.19
570.6,0.97,2.52,518.08,391.79
570.8,0.95,2.55,518.08,385.96
571,0.95,2.5,508.31,390.09
571.2,0.95,2.48,469.21,391.14
571.4,0.95,2.48,498.53,391.14
571.6,0.96,2.56,488.76,386.83
571.8,0.94,2.48,488.76,389.22
572,0.96,2.4,518.08,399.58
572.2,0.94,2.51,469.21,387.13
572.4,0.94,2.51,469.21,387.13
572.6,0.97,2.52,469.21,391.79
572.8,0.95,2.47,478.98,392.2
573,0.96,2.51,498.53,390.94
573.2,0.95,2.51,518.08,389.04
573.4,0.96,2.51,498.53,390.94
573.6,0.96,2.5,478.98,391.99
573.8,0.95,2.5,478.98,390.09
574,0.95,2.5,498.53,390.09
574.2,0.95,2.52,478.98,388
574.4,0.95,2.52,478.98,388
574.6,0.94,2.51,488.76,387.13
574.8,0.95,2.51,498.53,389.04
575,0.94,2.48,488.76,389.22
575.2,0.96,2.52,518.08,389.9
575.4,0.96,2.51,518.08,390.94
575.6,0.96,2.51,557.18,390.94
575.8,0.96,2.58,498.53,385.82
576,0.96,2.54,508.31,388.87
576.2,0.94,2.51,498.53,387.13
576.4,0.96,2.48,488.76,393.05
576.6,0.96,2.52,469.21,389.9
576.8,0.96,2.48,478.98,393.05
577,0.95,2.48,488.76,391.14
577.2,0.95,2.62,498.53,380.98
577.4,0.95,2.5,508.31,390.09
577.6,0.95,2.5,469.21,390.09
577.8,0.96,2.51,508.31,390.94
578,0.94,2.46,459.43,391.34
578.2,0.95,2.46,488.76,393.27
578.4,0.95,2.51,478.98,389.04
578.6,0.97,2.4,478.98,401.52
578.8,0.95,2.44,478.98,394.35
579,0.97,2.5,498.53,393.89
579.2,0.97,2.5,508.31,393.89
579.4,0.95,2.54,498.53,386.98
579.6,0.95,2.5,498.53,390.09
579.8,0.94,2.54,498.53,385.08
580,0.95,2.48,488.76,391.14
580.2,0.95,2.43,518.08,395.44
580.4,0.95,2.48,518.08,391.14
580.6,0.96,2.51,518.08,390.94
580.8,0.95,2.48,527.86,391.14
581,0.95,2.5,547.41,390.09
581.2,0.95,2.5,518.08,390.09
581.4,0.97,2.5,518.08,393.89
581.6,0.95,2.5,518.08,390.09
581.8,0.96,2.51,537.63,390.94
582,0.95,2.5,527.86,390.09
582.2,0.95,2.43,498.53,395.44
582.4,0.95,2.52,488.76,388
582.6,0.95,2.44,498.53,394.35
582.8,0.94,2.5,498.53,388.17
583,0.96,2.42,508.31,398.47
583.2,0.96,2.5,488.76,391.99
583.4,0.95,2.48,478.98,391.14
583.6,0.96,2.55,469.21,387.84
583.8,0.98,2.55,459.43,391.59
584,0.97,2.52,449.66,391.79
584.2,0.95,2.48,459.43,391.14
584.4,0.96,2.5,449.66,391.99
584.6,0.97,2.5,439.88,393.89
584.8,0.95,2.51,459.43,389.04
585,0.94,2.47,430.11,390.27
585.2,0.92,2.5,430.11,384.31
585.4,0.95,2.51,478.98,389.04
585.6,0.95,2.54,459.43,386.98
585.8,0.95,2.51,449.66,389.04
586,0.93,2.54,439.88,383.16
586.2,0.96,2.5,459.43,391.99
586.4,0.95,2.5,469.21,390.09
586.6,0.95,2.51,498.53,389.04
586.8,0.97,2.55,518.08,389.72
587,0.96,2.52,547.41,389.9
587.2,0.95,2.52,527.86,388
587.4,0.95,2.5,498.53,390.09
587.6,0.96,2.48,508.31,393.05
587.8,0.95,2.52,527.86,388
588,0.96,2.5,518.08,391.99
588.2,0.95,2.51,527.86,389.04
588.4,0.95,2.51,488.76,389.04
588.6,0.97,2.51,537.63,392.84
588.8,0.96,2.52,527.86,389.9
589,0.95,2.51,508.31,389.04
589.2,0.95,2.52,537.63,388
589.4,0.96,2.55,547.41,387.84
589.6,0.96,2.48,537.63,393.05
589.8,0.93,2.44,527.86,390.46
590,0.95,2.43,527.86,395.44
590.2,0.97,2.56,537.63,388.7
590.4,0.94,2.46,547.41,391.34
590.6,0.96,2.59,537.63,384.82
590.8,0.96,2.47,527.86,394.12
591,0.94,2.5,527.86,388.17
591.2,0.95,2.56,537.63,384.95
591.4,0.95,2.42,498.53,396.53
591.6,0.95,2.5,518.08,390.09
591.8,0.96,2.55,508.31,387.84
592,0.93,2.5,478.98,386.24
592.2,0.96,2.5,508.31,391.99
592.4,0.95,2.5,547.41,390.09
592.6,0.96,2.47,557.18,394.12
592.8,0.95,2.5,566.96,390.09
593,0.95,2.54,566.96,386.98
593.2,0.97,2.48,557.18,394.95
593.4,0.95,2.44,527.86,394.35
593.6,0.96,2.48,547.41,393.05
593.8,0.95,2.43,586.51,395.44
594,0.95,2.56,586.51,384.95
594.2,0.96,2.51,625.61,390.94
594.4,0.94,2.5,625.61,388.17
594.6,0.95,2.48,674.49,391.14
594.8,0.95,2.48,713.59,391.14
595,0.95,2.46,723.36,393.27
595.2,0.95,2.59,762.46,382.95
595.4,0.94,2.51,791.79,387.13
595.6,0.96,2.52,742.91,389.9
595.8,0.93,2.5,762.46,386.24
596,0.95,2.5,811.34,390.09
596.2,0.96,2.56,840.66,386.83
596.4,0.95,2.52,869.99,388
596.6,0.95,2.48,879.77,391.14
596.8,0.97,2.5,869.99,393.89
597,0.96,2.51,879.77,390.94
597.2,0.98,2.48,899.32,396.85
597.4,0.95,2.48,889.54,391.14
597.6,0.94,2.51,899.32,387.13
597.8,0.95,2.51,899.32,389.04
598,0.95,2.39,909.09,398.76
598.2,0.95,2.5,918.87,390.09
598.4,0.95,2.48,909.09,391.14
598.6,0.95,2.52,899.32,388
598.8,0.94,2.52,918.87,386.1
599,0.94,2.47,948.19,390.27
599.2,0.95,2.51,977.52,389.04
599.4,0.96,2.54,948.19,388.87
599.6,0.96,2.46,957.97,395.19
599.8,0.94,2.46,957.97,391.34
600,0.95,2.4,938.42,397.64
600.2,0.94,2.5,918.87,388.17
600.4,0.95,2.54,889.54,386.98
600.6,0.95,2.48,840.66,391.14
600.8,0.96,2.54,860.21,388.87
601,0.95,2.51,821.11,389.04
601.2,0.95,2.44,791.79,394.35
601.4,0.94,2.54,791.79,385.08
601.6,0.94,2.52,772.24,386.1
601.8,0.95,2.52,782.01,388
602,0.97,2.51,762.46,392.84
602.2,0.96,2.54,733.14,388.87
602.4,0.96,2.5,742.91,391.99
602.6,0.94,2.48,713.59,389.22
602.8,0.95,2.42,703.81,396.53
603,0.95,2.48,684.26,391.14
603.2,0.96,2.51,664.71,390.94
603.4,0.96,2.47,674.49,394.12
603.6,0.96,2.5,645.16,391.99
603.8,0.96,2.55,645.16,387.84
604,0.96,2.44,625.61,396.28
604.2,0.95,2.52,635.39,388
604.4,0.95,2.5,645.16,390.09
604.6,0.95,2.48,635.39,391.14
604.8,0.95,2.52,606.06,388
605,0.94,2.51,615.84,387.13
605.2,0.95,2.54,654.94,386.98
605.4,0.94,2.5,674.49,388.17
605.6,0.95,2.5,645.16,390.09
605.8,0.95,2.51,694.04,389.04
606,0.96,2.48,694.04,393.05
606.2,0.94,2.51,694.04,387.13
606.4,0.96,2.52,694.04,389.9
606.6,0.94,2.51,684.26,387.13
606.8,0.94,2.5,703.81,388.17
607,0.97,2.58,703.81,387.69
607.2,0.94,2.46,694.04,391.34
607.4,0.94,2.51,703.81,387.13
607.6,0.99,2.54,733.14,394.49
607.8,0.94,2.47,733.14,390.27
608,0.93,2.39,752.69,394.83
608.2,0.97,2.5,733.14,393.89
608.4,0.96,2.42,762.46,398.47
608.6,0.94,2.48,723.36,389.22
608.8,0.95,2.51,684.26,389.04
609,0.96,2.51,645.16,390.94
609.2,0.95,2.48,576.74,391.14
609.4,0.96,2.55,508.31,387.84
609.6,0.95,2.42,430.11,396.53
609.8,0.95,2.51,400.78,389.04
610,0.97,2.59,0,386.68
610.2,0.96,2.58,410.56,385.82
610.4,0.96,2.55,420.33,387.84
610.6,0.95,2.5,459.43,390.09
610.8,0.95,2.47,478.98,392.2
611,0.97,2.55,508.31,389.72
611.2,0.95,2.5,498.53,390.09
611.4,0.96,2.55,488.76,387.84
611.6,0.96,2.51,469.21,390.94
611.8,0.94,2.55,459.43,384.06
612,0.95,2.52,449.66,388
612.2,0.96,2.54,449.66,388.87
612.4,0.95,2.5,449.66,390.09
612.6,0.95,2.47,459.43,392.2
612.8,0.97,2.51,469.21,392.84
613,0.94,2.51,459.43,387.13
613.2,0.94,2.44,459.43,392.41
613.4,0.95,2.44,449.66,394.35
613.6,0.94,2.51,449.66,387.13
613.8,0.95,2.5,469.21,390.09
614,0.94,2.51,459.43,387.13
614.2,0.94,2.54,439.88,385.08
614.4,0.94,2.52,469.21,386.1
614.6,0.95,2.47,439.88,392.2
614.8,0.96,2.51,459.43,390.94
615,0.96,2.55,459.43,387.84
615.2,0.95,2.5,478.98,390.09
615.4,0.94,2.52,469.21,386.1
615.6,0.93,2.5,459.43,386.24
615.8,0.95,2.51,469.21,389.04
616,0.95,2.52,439.88,388
616.2,0.95,2.5,430.11,390.09
616.4,0.95,2.48,547.41,391.14
616.6,0.95,2.48,586.51,391.14
616.8,0.95,2.52,684.26,388
617,0.95,2.5,723.36,390.09
617.2,0.97,2.5,742.91,393.89
617.4,0.95,2.54,772.24,386.98
617.6,0.96,2.56,772.24,386.83
617.8,0.94,2.51,752.69,387.13
618,0.97,2.48,742.91,394.95
618.2,0.95,2.47,713.59,392.2
618.4,0.96,2.48,723.36,393.05
618.6,0.94,2.48,733.14,389.22
618.8,0.94,2.44,742.91,392.41
