Time (sec),Feed (mm/min),Draw (m/min),Output Dia,Predicted Dia
1216.1,1.99,9.3,391.01,278.88
1216.3,1.99,9.3,410.56,278.88
1216.5,2,9.3,400.78,279.53
1216.7,2,9.3,400.78,279.53
1216.9,2,9.3,391.01,279.53
1217.1,2,9.3,381.23,279.53
1217.3,1.99,9.3,400.78,278.88
1217.5,1.99,9.3,381.23,278.88
1217.7,2,9.3,410.56,279.53
1217.9,1.99,9.3,400.78,278.88
1218.1,1.99,9.3,400.78,278.88
1218.3,1.99,9.3,391.01,278.88
1218.5,2,9.3,391.01,279.53
1218.7,2,9.3,381.23,279.53
1218.9,2,9.3,391.01,279.53
1219.1,1.99,9.3,400.78,278.88
1219.3,2,9.3,400.78,279.53
1219.5,1.99,9.3,391.01,278.88
1219.7,1.99,9.3,400.78,278.88
1219.9,2,9.3,391.01,279.53
1220.1,2,9.3,400.78,279.53
1220.3,2,9.3,391.01,279.53
1220.5,2,9.3,391.01,279.53
1220.7,2,9.3,391.01,279.53
1220.9,1.99,9.3,391.01,278.88
1221.1,1.99,9.3,400.78,278.88
1221.3,1.99,9.3,410.56,278.88
1221.5,2,9.3,400.78,279.53
1221.7,2.01,9.3,391.01,280.18
1221.9,2.01,9.3,391.01,280.18
1222.1,2,9.3,391.01,279.53
1222.3,2,9.3,400.78,279.53
1222.5,1.99,9.3,400.78,278.88
1222.7,2,9.3,400.78,279.53
1222.9,1.99,9.3,400.78,278.88
1223.1,2,9.3,400.78,279.53
1223.3,1.99,9.3,400.78,278.88
1223.5,1.99,9.3,391.01,278.88
1223.7,2,9.3,381.23,279.53
1223.9,2,9.3,391.01,279.53
1224.1,2,9.3,391.01,279.53
1224.3,2,9.3,391.01,279.53
1224.5,2,9.3,400.78,279.53
1224.7,1.99,9.3,410.56,278.88
1224.9,1.99,9.3,410.56,278.88
1225.1,1.99,9.3,400.78,278.88
1225.3,2,9.3,391.01,279.53
1225.5,2,9.3,371.46,279.53
1225.7,1.99,9.3,381.23,278.88
1225.9,2,9.3,371.46,279.53
1226.1,2,9.3,391.01,279.53
1226.3,1.99,9.3,391.01,278.88
1226.5,1.99,9.3,410.56,278.88
1226.7,2,9.3,391.01,279.53
1226.9,2,9.3,410.56,279.53
1227.1,2,9.3,381.23,279.53
1227.3,2,9.3,381.23,279.53
1227.5,2,9.3,371.46,279.53
1227.7,1.99,9.3,381.23,278.88
1227.9,2,9.3,381.23,279.53
1228.1,1.99,9.3,381.23,278.88
1228.3,1.99,9.3,381.23,278.88
1228.5,1.99,9.3,391.01,278.88
1228.7,2,9.3,361.68,279.53
1228.9,2,9.3,381.23,279.53
1229.1,2,9.3,381.23,279.53
1229.3,2,9.3,371.46,279.53
1229.5,2,9.3,361.68,279.53
1229.7,2,9.3,381.23,279.53
1229.9,2,9.3,391.01,279.53
1230.1,1.99,9.3,410.56,278.88
1230.3,1.99,9.3,410.56,278.88
1230.5,2,9.3,400.78,279.53
1230.7,2,9.3,420.33,279.53
1230.9,2,9.3,400.78,279.53
1231.1,2,9.3,400.78,279.53
1231.3,2,9.3,391.01,279.53
1231.5,2,9.3,381.23,279.53
1231.7,2,9.3,381.23,279.53
1231.9,1.99,9.3,400.78,278.88
1232.1,1.99,9.3,400.78,278.88
1232.3,1.99,9.3,400.78,278.88
1232.5,1.99,9.3,391.01,278.88
1232.7,2.01,9.3,400.78,280.18
1232.9,2,9.3,371.46,279.53
1233.1,2,9.3,391.01,279.53
1233.3,2,9.3,391.01,279.53
1233.5,2,9.3,400.78,279.53
1233.7,2,9.3,391.01,279.53
1233.9,1.99,9.3,400.78,278.88
1234.1,2,9.3,400.78,279.53
1234.3,1.99,9.3,391.01,278.88
1234.5,2,9.3,410.56,279.53
1234.7,2,9.3,400.78,279.53
1234.9,2,9.3,391.01,279.53
1235.1,2,9.3,391.01,279.53
1235.3,1.99,9.3,381.23,278.88
1235.5,2,9.3,400.78,279.53
1235.7,1.99,9.41,381.23,277.27
1235.9,1.99,9.41,391.01,277.27
1236.1,1.99,9.41,400.78,277.27
1236.3,1.99,9.41,391.01,277.27
1236.5,1.99,9.41,391.01,277.27
1236.7,2.01,9.41,381.23,278.56
1236.9,2,9.41,391.01,277.92
1237.1,2.01,9.41,400.78,278.56
1237.3,2,9.41,381.23,277.92
1237.5,2,9.41,381.23,277.92
1237.7,2,9.41,391.01,277.92
1237.9,1.99,9.41,371.46,277.27
1238.1,2.01,9.41,381.23,278.56
1238.3,2,9.41,381.23,277.92
1238.5,2,9.41,371.46,277.92
1238.7,1.99,9.41,381.23,277.27
1238.9,2.01,9.41,381.23,278.56
1239.1,2.01,9.41,381.23,278.56
1239.3,2,9.41,400.78,277.92
1239.5,2,9.41,381.23,277.92
1239.7,2,9.41,371.46,277.92
1239.9,2,9.41,371.46,277.92
1240.1,2,9.41,391.01,277.92
1240.3,2,9.41,391.01,277.92
1240.5,1.99,9.41,391.01,277.27
1240.7,2,9.41,371.46,277.92
1240.9,1.99,9.41,400.78,277.27
1241.1,1.99,9.41,400.78,277.27
1241.3,2,9.41,391.01,277.92
1241.5,1.99,9.41,391.01,277.27
1241.7,2.01,9.41,391.01,278.56
1241.9,2,9.41,381.23,277.92
1242.1,2,9.41,371.46,277.92
1242.3,2,9.41,371.46,277.92
1242.5,2,9.41,371.46,277.92
1242.7,2,9.41,371.46,277.92
1242.9,2,9.41,381.23,277.92
1243.1,2,9.41,371.46,277.92
1243.3,1.99,9.41,381.23,277.27
1243.5,1.99,9.41,381.23,277.27
1243.7,1.99,9.41,391.01,277.27
1243.9,1.99,9.41,381.23,277.27
1244.1,2,9.41,381.23,277.92
1244.3,2,9.41,400.78,277.92
1244.5,2,9.41,371.46,277.92
1244.7,2,9.41,381.23,277.92
1244.9,2,9.41,371.46,277.92
1245.1,2,9.41,371.46,277.92
1245.3,1.99,9.41,381.23,277.27
1245.5,1.99,9.41,391.01,277.27
1245.7,1.99,9.41,381.23,277.27
1245.9,1.98,9.41,391.01,276.62
1246.1,1.99,9.41,381.23,277.27
1246.3,1.99,9.41,391.01,277.27
1246.5,1.99,9.41,381.23,277.27
1246.7,2,9.41,391.01,277.92
1246.9,2,9.41,371.46,277.92
1247.1,2,9.41,371.46,277.92
1247.3,2,9.41,381.23,277.92
1247.5,2,9.41,381.23,277.92
1247.7,2,9.41,391.01,277.92
1247.9,1.99,9.41,391.01,277.27
1248.1,2,9.41,381.23,277.92
1248.3,2,9.41,391.01,277.92
1248.5,1.99,9.41,400.78,277.27
1248.7,2,9.41,381.23,277.92
1248.9,2,9.41,381.23,277.92
1249.1,2,9.41,400.78,277.92
1249.3,2,9.41,400.78,277.92
1249.5,2,9.41,381.23,277.92
1249.7,1.99,9.41,400.78,277.27
1249.9,2,9.41,400.78,277.92
1250.1,2,9.41,400.78,277.92
1250.3,1.99,9.41,400.78,277.27
1250.5,1.99,9.41,400.78,277.27
1250.7,1.99,9.41,391.01,277.27
1250.9,1.99,9.41,381.23,277.27
1251.1,2,9.41,391.01,277.92
1251.3,2,9.41,381.23,277.92
1251.5,2.01,9.41,381.23,278.56
1251.7,2,9.41,371.46,277.92
1251.9,2,9.41,371.46,277.92
1252.1,2,9.41,381.23,277.92
1252.3,2,9.41,391.01,277.92
1252.5,2,9.41,400.78,277.92
1252.7,2,9.41,400.78,277.92
1252.9,2,9.41,391.01,277.92
1253.1,2,9.41,400.78,277.92
1253.3,2,9.41,391.01,277.92
1253.5,2,9.41,381.23,277.92
1253.7,2,9.41,381.23,277.92
1253.9,2,9.41,381.23,277.92
1254.1,1.98,9.41,391.01,276.62
1254.3,1.99,9.41,391.01,277.27
1254.5,2,9.41,391.01,277.92
1254.7,1.99,9.41,391.01,277.27
1254.9,2,9.41,400.78,277.92
1255.1,1.99,9.41,381.23,277.27
1255.3,2,9.41,381.23,277.92
1255.5,1.99,9.41,391.01,277.27
1255.7,2,9.41,381.23,277.92
1255.9,2,9.41,371.46,277.92
1256.1,1.99,9.41,391.01,277.27
1256.3,2,9.41,381.23,277.92
1256.5,2,9.41,381.23,277.92
1256.7,1.99,9.41,391.01,277.27
1256.9,1.99,9.41,391.01,277.27
1257.1,2,9.41,391.01,277.92
1257.3,1.99,9.41,391.01,277.27
1257.5,1.99,9.41,381.23,277.27
1257.7,2,9.41,400.78,277.92
1257.9,2.01,9.41,400.78,278.56
1258.1,2,9.41,391.01,277.92
1258.3,2,9.41,381.23,277.92
1258.5,2,9.41,381.23,277.92
1258.7,2,9.41,391.01,277.92
1258.9,2,9.41,391.01,277.92
1259.1,1.99,9.41,400.78,277.27
1259.3,1.99,9.41,391.01,277.27
1259.5,1.99,9.41,391.01,277.27
1259.7,1.99,9.41,391.01,277.27
1259.9,1.99,9.41,391.01,277.27
1260.1,1.99,9.41,381.23,277.27
1260.3,2,9.41,371.46,277.92
1260.5,2,9.41,400.78,277.92
1260.7,2,9.41,391.01,277.92
1260.9,2,9.41,381.23,277.92
1261.1,2,9.41,381.23,277.92
1261.3,1.99,9.41,381.23,277.27
1261.5,1.99,9.41,371.46,277.27
1261.7,2,9.41,371.46,277.92
1261.9,2,9.41,371.46,277.92
1262.1,2,9.41,371.46,277.92
1262.3,1.99,9.41,391.01,277.27
1262.5,2,9.41,371.46,277.92
1262.7,1.99,9.41,391.01,277.27
1262.9,2,9.41,391.01,277.92
1263.1,2,9.41,400.78,277.92
1263.3,1.99,9.41,400.78,277.27
1263.5,2,9.41,391.01,277.92
1263.7,2,9.41,410.56,277.92
1263.9,2,9.41,391.01,277.92
1264.1,1.99,9.41,381.23,277.27
1264.3,2,9.41,381.23,277.92
1264.5,2,9.41,391.01,277.92
1264.7,1.99,9.41,391.01,277.27
1264.9,1.99,9.41,391.01,277.27
1265.1,1.99,9.41,410.56,277.27
1265.3,2,9.41,400.78,277.92
1265.5,1.99,9.41,391.01,277.27
1265.7,1.98,9.41,400.78,276.62
1265.9,1.99,9.41,400.78,277.27
1266.1,2,9.41,400.78,277.92
1266.3,2,9.41,400.78,277.92
1266.5,2,9.41,371.46,277.92
1266.7,2,9.41,371.46,277.92
1266.9,2,9.41,371.46,277.92
1267.1,2,9.41,381.23,277.92
1267.3,1.99,9.41,391.01,277.27
1267.5,2,9.41,391.01,277.92
1267.7,2,9.41,400.78,277.92
1267.9,2,9.41,391.01,277.92
1268.1,2.01,9.41,400.78,278.56
1268.3,1.99,9.41,420.33,277.27
1268.5,1.99,9.41,391.01,277.27
1268.7,2,9.41,391.01,277.92
1268.9,2,9.41,400.78,277.92
1269.1,2,9.41,391.01,277.92
1269.3,2,9.41,381.23,277.92
1269.5,2,9.41,371.46,277.92
1269.7,1.99,9.41,400.78,277.27
1269.9,2,9.41,400.78,277.92
1270.1,2,9.41,400.78,277.92
1270.3,2,9.41,391.01,277.92
1270.5,2,9.41,410.56,277.92
1270.7,2,9.41,391.01,277.92
1270.9,2,9.41,391.01,277.92
1271.1,2,9.41,400.78,277.92
1271.3,2,9.41,391.01,277.92
1271.5,2,9.41,391.01,277.92
1271.7,2,9.41,391.01,277.92
1271.9,1.99,9.41,391.01,277.27
1272.1,1.99,9.41,391.01,277.27
1272.3,1.99,9.41,400.78,277.27
1272.5,1.99,9.41,391.01,277.27
1272.7,2,9.41,391.01,277.92
1272.9,2.01,9.41,400.78,278.56
1273.1,1.99,9.41,400.78,277.27
1273.3,2,9.41,381.23,277.92
1273.5,1.99,9.41,381.23,277.27
1273.7,2,9.41,371.46,277.92
1273.9,2,9.41,391.01,277.92
1274.1,1.99,9.41,400.78,277.27
1274.3,1.99,9.41,391.01,277.27
1274.5,2,9.41,400.78,277.92
1274.7,1.99,9.41,381.23,277.27
1274.9,2,9.41,391.01,277.92
1275.1,2,9.41,371.46,277.92
1275.3,2,9.41,391.01,277.92
1275.5,2,9.41,381.23,277.92
1275.7,2,9.41,381.23,277.92
1275.9,2,9.41,391.01,277.92
1276.1,1.99,9.41,391.01,277.27
1276.3,1.99,9.41,410.56,277.27
1276.5,2,9.41,391.01,277.92
1276.7,2,9.41,381.23,277.92
1276.9,1.99,9.41,400.78,277.27
1277.1,1.99,9.41,400.78,277.27
1277.3,2,9.41,391.01,277.92
1277.5,2,9.41,400.78,277.92
1277.7,1.99,9.41,391.01,277.27
1277.9,2,9.41,391.01,277.92
1278.1,2,9.41,400.78,277.92
1278.3,1.99,9.41,391.01,277.27
1278.5,2,9.41,400.78,277.92
1278.7,2,9.41,420.33,277.92
1278.9,1.99,9.41,400.78,277.27
1279.1,1.99,9.51,410.56,275.69
1279.3,1.99,9.51,400.78,275.69
1279.5,1.99,9.51,400.78,275.69
1279.7,2,9.51,391.01,276.33
1279.9,2,9.51,400.78,276.33
1280.1,2,9.51,381.23,276.33
1280.3,2,9.51,391.01,276.33
1280.5,2,9.51,400.78,276.33
1280.7,2,9.51,391.01,276.33
1280.9,1.99,9.51,400.78,275.69
1281.1,1.99,9.51,400.78,275.69
1281.3,2,9.51,400.78,276.33
1281.5,2,9.51,400.78,276.33
1281.7,2,9.51,391.01,276.33
1281.9,2,9.51,381.23,276.33
1282.1,2,9.51,381.23,276.33
1282.3,1.99,9.51,391.01,275.69
1282.5,1.99,9.51,391.01,275.69
1282.7,2,9.51,400.78,276.33
1282.9,1.99,9.51,391.01,275.69
1283.1,2,9.51,400.78,276.33
1283.3,1.99,9.51,400.78,275.69
1283.5,1.99,9.51,400.78,275.69
1283.7,2,9.51,400.78,276.33
1283.9,2,9.51,391.01,276.33
1284.1,2,9.51,371.46,276.33
1284.3,2,9.51,381.23,276.33
1284.5,2,9.51,391.01,276.33
1284.7,2,9.51,400.78,276.33
1284.9,1.99,9.51,400.78,275.69
1285.1,2,9.51,400.78,276.33
1285.3,2,9.51,400.78,276.33
1285.5,2,9.51,400.78,276.33
1285.7,2.01,9.51,391.01,276.98
1285.9,2,9.51,391.01,276.33
1286.1,2,9.51,420.33,276.33
1286.3,2,9.51,371.46,276.33
1286.5,2,9.51,400.78,276.33
1286.7,2,9.51,391.01,276.33
1286.9,1.99,9.51,391.01,275.69
1287.1,1.99,9.51,400.78,275.69
1287.3,1.99,9.51,400.78,275.69
1287.5,2,9.51,400.78,276.33
1287.7,2,9.51,391.01,276.33
1287.9,2,9.51,400.78,276.33
1288.1,2,9.51,391.01,276.33
1288.3,2,9.51,391.01,276.33
1288.5,2,9.51,391.01,276.33
1288.7,2,9.51,391.01,276.33
1288.9,2,9.51,400.78,276.33
1289.1,2,9.51,400.78,276.33
1289.3,2,9.51,400.78,276.33
1289.5,1.99,9.51,400.78,275.69
1289.7,2,9.51,391.01,276.33
1289.9,2,9.51,400.78,276.33
1290.1,2,9.51,391.01,276.33
1290.3,2,9.51,400.78,276.33
1290.5,2,9.51,391.01,276.33
1290.7,2,9.51,391.01,276.33
1290.9,1.99,9.51,381.23,275.69
1291.1,1.99,9.51,400.78,275.69
1291.3,1.99,9.51,410.56,275.69
1291.5,2,9.51,400.78,276.33
1291.7,1.99,9.51,400.78,275.69
1291.9,2,9.51,400.78,276.33
1292.1,2,9.51,391.01,276.33
1292.3,2,9.51,400.78,276.33
1292.5,2,9.51,391.01,276.33
1292.7,1.99,9.51,400.78,275.69
1292.9,2,9.51,371.46,276.33
1293.1,1.99,9.51,381.23,275.69
1293.3,1.99,9.51,381.23,275.69
1293.5,2,9.51,381.23,276.33
1293.7,1.99,9.51,381.23,275.69
1293.9,2,9.51,391.01,276.33
1294.1,2,9.51,400.78,276.33
1294.3,2,9.51,381.23,276.33
1294.5,2,9.51,381.23,276.33
1294.7,2,9.51,371.46,276.33
1294.9,1.99,9.51,391.01,275.69
1295.1,1.99,9.51,391.01,275.69
1295.3,1.99,9.51,400.78,275.69
1295.5,1.99,9.51,400.78,275.69
1295.7,1.99,9.51,400.78,275.69
1295.9,1.99,9.51,391.01,275.69
1296.1,2,9.51,400.78,276.33
1296.3,2,9.51,391.01,276.33
1296.5,2,9.51,391.01,276.33
1296.7,2,9.51,381.23,276.33
1296.9,2,9.51,381.23,276.33
1297.1,1.99,9.51,361.68,275.69
1297.3,1.99,9.51,400.78,275.69
1297.5,2,9.51,400.78,276.33
1297.7,1.99,9.51,391.01,275.69
1297.9,2,9.51,400.78,276.33
1298.1,1.99,9.51,400.78,275.69
1298.3,1.99,9.51,400.78,275.69
1298.5,2,9.51,391.01,276.33
1298.7,2,9.51,400.78,276.33
1298.9,2,9.51,391.01,276.33
1299.1,2,9.51,391.01,276.33
1299.3,2,9.51,381.23,276.33
1299.5,2,9.51,391.01,276.33
1299.7,1.99,9.51,391.01,275.69
1299.9,1.99,9.51,391.01,275.69
1300.1,1.99,9.51,391.01,275.69
1300.3,1.99,9.51,400.78,275.69
1300.5,1.99,9.51,400.78,275.69
1300.7,1.99,9.51,400.78,275.69
1300.9,2.01,9.51,381.23,276.98
1301.1,1.99,9.51,391.01,275.69
1301.3,2,9.51,371.46,276.33
1301.5,2,9.51,381.23,276.33
1301.7,2,9.51,400.78,276.33
1301.9,2,9.51,400.78,276.33
1302.1,1.99,9.51,410.56,275.69
1302.3,2,9.51,400.78,276.33
1302.5,1.99,9.51,410.56,275.69
1302.7,2,9.51,400.78,276.33
1302.9,2,9.51,391.01,276.33
1303.1,2,9.51,381.23,276.33
1303.3,1.99,9.51,391.01,275.69
1303.5,2,9.51,410.56,276.33
1303.7,2,9.51,391.01,276.33
1303.9,2,9.51,391.01,276.33
1304.1,2.01,9.51,391.01,276.98
1304.3,1.99,9.51,381.23,275.69
1304.5,2,9.51,381.23,276.33
1304.7,2,9.51,391.01,276.33
1304.9,1.99,9.51,391.01,275.69
1305.1,2,9.62,391.01,274.78
1305.3,1.99,9.62,400.78,274.14
1305.5,2,9.62,410.56,274.78
1305.7,1.99,9.62,400.78,274.14
1305.9,1.99,9.62,400.78,274.14
1306.1,2,9.62,391.01,274.78
1306.3,2,9.62,381.23,274.78
1306.5,2,9.62,381.23,274.78
1306.7,2,9.62,391.01,274.78
1306.9,1.99,9.62,391.01,274.14
1307.1,1.99,9.62,391.01,274.14
1307.3,1.99,9.62,410.56,274.14
1307.5,2,9.62,410.56,274.78
1307.7,1.99,9.62,400.78,274.14
1307.9,2,9.62,400.78,274.78
1308.1,2,9.62,391.01,274.78
1308.3,2,9.62,400.78,274.78
1308.5,2,9.62,400.78,274.78
1308.7,1.99,9.62,420.33,274.14
1308.9,1.99,9.62,420.33,274.14
1309.1,2,9.62,400.78,274.78
1309.3,2,9.62,400.78,274.78
1309.5,2,9.62,381.23,274.78
1309.7,2,9.62,391.01,274.78
1309.9,2,9.62,391.01,274.78
1310.1,1.99,9.62,400.78,274.14
1310.3,2,9.62,400.78,274.78
1310.5,1.99,9.62,391.01,274.14
1310.7,1.99,9.62,400.78,274.14
1310.9,2,9.62,391.01,274.78
1311.1,2,9.62,391.01,274.78
1311.3,1.99,9.62,371.46,274.14
1311.5,2,9.62,371.46,274.78
1311.7,1.99,9.62,391.01,274.14
1311.9,2,9.62,381.23,274.78
1312.1,1.99,9.62,381.23,274.14
1312.3,1.99,9.62,391.01,274.14
1312.5,2,9.62,391.01,274.78
1312.7,2,9.62,391.01,274.78
1312.9,2,9.62,391.01,274.78
1313.1,2,9.62,391.01,274.78
1313.3,2,9.62,381.23,274.78
1313.5,2,9.62,391.01,274.78
1313.7,1.99,9.62,410.56,274.14
1313.9,2.01,9.62,391.01,275.42
1314.1,2,9.62,391.01,274.78
1314.3,1.99,9.62,400.78,274.14
1314.5,2,9.62,391.01,274.78
1314.7,2,9.62,371.46,274.78
1314.9,2,9.62,371.46,274.78
1315.1,1.99,9.62,410.56,274.14
1315.3,2,9.62,391.01,274.78
1315.5,1.99,9.62,400.78,274.14
1315.7,2,9.62,400.78,274.78
1315.9,1.99,9.62,400.78,274.14
1316.1,2,9.62,371.46,274.78
1316.3,2,9.62,391.01,274.78
1316.5,2,9.62,381.23,274.78
1316.7,1.99,9.62,400.78,274.14
1316.9,2,9.62,391.01,274.78
1317.1,1.99,9.62,400.78,274.14
1317.3,1.99,9.62,391.01,274.14
1317.5,1.99,9.62,400.78,274.14
1317.7,1.99,9.62,391.01,274.14
1317.9,2,9.62,400.78,274.78
1318.1,2,9.62,391.01,274.78
1318.3,2,9.62,381.23,274.78
1318.5,2,9.62,400.78,274.78
1318.7,1.99,9.62,400.78,274.14
1318.9,1.99,9.62,400.78,274.14
1319.1,2.01,9.62,410.56,275.42
1319.3,2,9.62,391.01,274.78
1319.5,1.99,9.62,381.23,274.14
1319.7,2,9.62,410.56,274.78
1319.9,2,9.62,400.78,274.78
1320.1,2,9.62,391.01,274.78
1320.3,1.99,9.62,420.33,274.14
1320.5,1.99,9.62,410.56,274.14
1320.7,1.99,9.62,391.01,274.14
1320.9,1.99,9.62,400.78,274.14
1321.1,1.99,9.62,400.78,274.14
1321.3,2,9.62,410.56,274.78
1321.5,2,9.62,391.01,274.78
1321.7,2,9.62,381.23,274.78
1321.9,2,9.62,371.46,274.78
1322.1,2.01,9.62,391.01,275.42
1322.3,2,9.62,391.01,274.78
1322.5,1.99,9.62,400.78,274.14
1322.7,1.99,9.62,400.78,274.14
1322.9,2,9.62,400.78,274.78
1323.1,2,9.62,400.78,274.78
1323.3,2,9.62,400.78,274.78
1323.5,2,9.62,400.78,274.78
1323.7,1.99,9.62,400.78,274.14
1323.9,2,9.62,391.01,274.78
1324.1,2,9.62,400.78,274.78
1324.3,1.99,9.62,400.78,274.14
1324.5,2,9.62,410.56,274.78
1324.7,2,9.62,400.78,274.78
1324.9,1.99,9.62,371.46,274.14
1325.1,2,9.62,391.01,274.78
1325.3,1.99,9.62,381.23,274.14
1325.5,1.99,9.62,391.01,274.14
1325.7,2.01,9.62,371.46,275.42
1325.9,2,9.62,371.46,274.78
1326.1,2,9.62,391.01,274.78
1326.3,2,9.62,400.78,274.78
1326.5,2,9.62,391.01,274.78
1326.7,2,9.62,381.23,274.78
1326.9,2,9.62,381.23,274.78
1327.1,2,9.62,391.01,274.78
1327.3,1.98,9.62,391.01,273.5
1327.5,2,9.62,381.23,274.78
1327.7,1.99,9.62,410.56,274.14
1327.9,2,9.62,400.78,274.78
1328.1,2,9.62,391.01,274.78
1328.3,2,9.62,391.01,274.78
1328.5,1.99,9.62,381.23,274.14
1328.7,2,9.62,381.23,274.78
1328.9,2,9.62,381.23,274.78
1329.1,1.99,9.62,400.78,274.14
1329.3,1.99,9.62,420.33,274.14
1329.5,2,9.62,410.56,274.78
1329.7,1.99,9.62,400.78,274.14
1329.9,2,9.73,400.78,273.25
1330.1,2,9.73,400.78,273.25
1330.3,2,9.73,400.78,273.25
1330.5,2,9.73,391.01,273.25
1330.7,2,9.73,381.23,273.25
1330.9,1.99,9.73,391.01,272.61
1331.1,1.99,9.73,391.01,272.61
1331.3,1.99,9.73,391.01,272.61
1331.5,1.99,9.73,410.56,272.61
1331.7,2,9.73,400.78,273.25
1331.9,2.01,9.73,391.01,273.88
1332.1,2,9.73,391.01,273.25
1332.3,2,9.73,381.23,273.25
1332.5,2,9.73,381.23,273.25
1332.7,2,9.73,400.78,273.25
1332.9,1.99,9.73,391.01,272.61
1333.1,2,9.73,400.78,273.25
1333.3,2,9.73,391.01,273.25
1333.5,1.99,9.73,381.23,272.61
1333.7,1.99,9.73,391.01,272.61
1333.9,1.99,9.73,381.23,272.61
1334.1,2,9.73,400.78,273.25
1334.3,2,9.73,391.01,273.25
1334.5,2,9.73,410.56,273.25
1334.7,2,9.73,400.78,273.25
1334.9,2,9.73,391.01,273.25
1335.1,1.99,9.73,410.56,272.61
1335.3,1.99,9.73,410.56,272.61
1335.5,1.99,9.73,410.56,272.61
1335.7,1.99,9.73,400.78,272.61
1335.9,1.99,9.73,400.78,272.61
1336.1,2,9.73,400.78,273.25
1336.3,2,9.73,410.56,273.25
1336.5,2,9.73,381.23,273.25
1336.7,2,9.73,400.78,273.25
1336.9,1.99,9.73,410.56,272.61
1337.1,1.99,9.73,400.78,272.61
1337.3,1.99,9.73,400.78,272.61
1337.5,1.99,9.73,400.78,272.61
1337.7,2,9.73,391.01,273.25
1337.9,2,9.73,400.78,273.25
1338.1,2,9.73,391.01,273.25
1338.3,2,9.73,410.56,273.25
1338.5,2,9.73,371.46,273.25
1338.7,1.99,9.73,400.78,272.61
1338.9,1.99,9.73,400.78,272.61
1339.1,1.99,9.73,391.01,272.61
1339.3,1.99,9.73,391.01,272.61
1339.5,1.99,9.73,381.23,272.61
1339.7,2,9.73,381.23,273.25
1339.9,2,9.73,391.01,273.25
1340.1,2,9.73,381.23,273.25
1340.3,2,9.73,400.78,273.25
1340.5,2,9.73,410.56,273.25
1340.7,1.99,9.73,400.78,272.61
1340.9,2,9.73,391.01,273.25
1341.1,1.99,9.73,400.78,272.61
1341.3,1.99,9.73,391.01,272.61
1341.5,2,9.73,400.78,273.25
1341.7,1.99,9.73,391.01,272.61
1341.9,2,9.73,410.56,273.25
1342.1,2,9.73,410.56,273.25
1342.3,2,9.73,400.78,273.25
1342.5,1.99,9.73,391.01,272.61
1342.7,1.99,9.73,391.01,272.61
1342.9,1.99,9.73,410.56,272.61
1343.1,1.99,9.73,410.56,272.61
1343.3,1.99,9.73,400.78,272.61
1343.5,1.99,9.73,410.56,272.61
1343.7,1.99,9.73,400.78,272.61
1343.9,1.99,9.73,391.01,272.61
1344.1,1.99,9.73,400.78,272.61
1344.3,2,9.73,400.78,273.25
1344.5,2,9.73,410.56,273.25
1344.7,2,9.73,391.01,273.25
1344.9,2,9.73,391.01,273.25
1345.1,1.99,9.73,410.56,272.61
1345.3,1.99,9.73,410.56,272.61
1345.5,1.99,9.73,410.56,272.61
1345.7,2,9.73,400.78,273.25
1345.9,2,9.73,420.33,273.25
1346.1,2,9.73,400.78,273.25
1346.3,2,9.73,391.01,273.25
1346.5,2,9.73,391.01,273.25
1346.7,2,9.73,391.01,273.25
1346.9,2,9.73,400.78,273.25
1347.1,1.99,9.73,410.56,272.61
1347.3,1.99,9.73,400.78,272.61
1347.5,1.99,9.73,400.78,272.61
1347.7,2,9.73,400.78,273.25
1347.9,2,9.73,400.78,273.25
1348.1,2.01,9.73,400.78,273.88
1348.3,2,9.73,400.78,273.25
1348.5,2,9.73,391.01,273.25
1348.7,2,9.73,410.56,273.25
1348.9,1.99,9.73,400.78,272.61
1349.1,1.99,9.73,410.56,272.61
1349.3,1.99,9.73,410.56,272.61
1349.5,1.99,9.73,410.56,272.61
1349.7,2,9.73,410.56,273.25
1349.9,1.99,9.73,410.56,272.61
1350.1,1.99,9.73,391.01,272.61
1350.3,2,9.84,400.78,271.74
1350.5,2,9.84,400.78,271.74
1350.7,2,9.84,400.78,271.74
1350.9,2,9.84,420.33,271.74
1351.1,1.99,9.84,391.01,271.11
1351.3,1.99,9.84,400.78,271.11
1351.5,1.99,9.84,400.78,271.11
1351.7,1.99,9.84,400.78,271.11
1351.9,2,9.84,400.78,271.74
1352.1,2,9.84,400.78,271.74
1352.3,1.99,9.84,400.78,271.11
1352.5,2,9.84,391.01,271.74
1352.7,1.99,9.84,400.78,271.11
1352.9,1.99,9.84,400.78,271.11
1353.1,1.99,9.84,381.23,271.11
1353.3,2,9.84,400.78,271.74
1353.5,2,9.84,400.78,271.74
1353.7,2,9.84,410.56,271.74
1353.9,2,9.84,391.01,271.74
1354.1,2,9.84,400.78,271.74
1354.3,2,9.84,400.78,271.74
1354.5,2,9.84,400.78,271.74
1354.7,2,9.84,391.01,271.74
1354.9,1.99,9.84,400.78,271.11
1355.1,2,9.84,430.11,271.74
1355.3,1.99,9.84,410.56,271.11
1355.5,2,9.84,400.78,271.74
1355.7,2,9.84,381.23,271.74
1355.9,2,9.84,371.46,271.74
1356.1,2,9.84,381.23,271.74
1356.3,2,9.84,400.78,271.74
1356.5,1.99,9.84,400.78,271.11
1356.7,1.99,9.84,381.23,271.11
