=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.13 10:56:26 =~=~=~=~=~=~=~=~=~=~=~=,,,,,,,,,,,,,
Adafruit DS3502 Test,,,,,,,,,,,,,
Couldn't find DS3502 chip,,,,,,,,,,,,,
Found DS3502 chip,,,,,,,,,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),,,,,,,,,
12138,2.01,4.99,469.21,401.39,,,,,,,,,
12140,2,4.97,537.63,401.55,,,,,,,,,
12142,2.01,4.99,449.66,401.39,,,,,,,,,
12144,2.01,4.99,420.33,401.39,,,,,,,,,
12146,2,4.98,342.13,401,,,,,,,,,
12148,2.01,5.01,371.46,400.86,,,,,,,,,
12150,2.02,5.01,391.01,401.78,,,,,,,,,
12152,2.01,4.99,430.11,401.39,,,,,,,,,
12154,2.02,5.01,459.43,401.78,,,,,,,,,
12156,2.02,4.99,420.33,402.32,,,,,,,,,
12158,2.02,5.05,410.56,400.18,,,,,,,,,
12160,2.01,5.01,430.11,400.86,,,,,,,,,
12162,2.02,4.99,439.88,402.32,,,,,,,,,
12164,2.01,4.99,498.53,401.39,,,,,,,,,
12166,2,4.99,635.39,400.46,,,,,,,,,
12168,2.01,4.99,713.59,401.39,,,,,,,,,
12170,2.02,4.99,840.66,402.32,,,,,,,,,
12172,2.01,5.02,772.24,400.32,,,,,,,,,
12174,2.01,4.97,596.29,402.48,,,,,,,,,
12176,2.01,4.98,508.31,401.94,,,,,,,,,
12178,2.01,4.95,430.11,403.02,,,,,,,,,
12180,2.02,4.95,381.23,403.95,,,,,,,,,
12182,2.02,5.06,400.78,399.65,,,,,,,,,
12184,2.02,5.1,381.23,398.07,,,,,,,,,
12186,2.01,5.03,508.31,399.79,,,,,,,,,
12188,2.01,5.01,430.11,400.86,,,,,,,,,
12190,2.01,5.02,430.11,400.32,,,,,,,,,
12192,2.01,5.01,400.78,400.86,,,,,,,,,
12194,2,4.99,371.46,400.46,,,,,,,,,
12196,2.02,4.99,342.13,402.32,,,,,,,,,
12198,2.01,4.99,371.46,401.39,,,,,,,,,
12200,2.01,5.05,391.01,399.25,,,,,,,,,
12202,2.02,5.07,391.01,399.12,,,,,,,,,
12204,2.01,4.95,420.33,403.02,,,,,,,,,
12206,2.01,5.01,459.43,400.86,,,,,,,,,
12208,2.02,5.06,537.63,399.65,,,,,,,,,
12210,2.02,5.01,566.96,401.78,,,,,,,,,
12212,2,5.06,518.08,397.8,,,,,,,,,
12214,2.01,4.99,547.41,401.39,,,,,,,,,
12216,1.99,5.01,547.41,399,,,,,,,,,
12218,2.01,4.99,478.98,401.39,,,,,,,,,
12220,2.01,5.01,430.11,400.86,,,,,,,,,
12222,2.01,5.02,439.88,400.32,,,,,,,,,
12224,2,4.95,410.56,402.09,,,,,,,,,
12226,2,5.06,430.11,397.8,,,,,,,,,
12228,2.01,5.03,527.86,399.79,,,,,,,,,
12230,2.01,4.98,469.21,401.94,,,,,,,,,
12232,2.02,5.01,430.11,401.78,,,,,,,,,
12234,2.01,5.01,498.53,400.86,,,,,,,,,
12236,2,5.06,606.06,397.8,,,,,,,,,
12238,2.01,4.99,547.41,401.39,,,,,,,,,
12240,2.02,4.95,478.98,403.95,,,,,,,,,
12242,2.02,5.01,527.86,401.78,,,,,,,,,
12244,2.01,4.98,694.04,401.94,,,,,,,,,
12246,2.01,5.01,635.39,400.86,,,,,,,,,
12248,2.02,4.99,576.74,402.32,,,,,,,,,
12250,2.02,4.89,508.31,406.72,,,,,,,,,
12252,2.01,4.98,391.01,401.94,,,,,,,,,
12254,2,4.99,371.46,400.46,,,,,,,,,
12256,2.01,5.06,381.23,398.72,,,,,,,,,
12258,2.03,5.05,351.91,401.1,,,,,,,,,
12260,2,4.99,351.91,400.46,,,,,,,,,
12262,2,5.03,342.13,398.86,,,,,,,,,
12264,2,4.98,361.68,401,,,,,,,,,
12266,2,4.94,430.11,402.63,,,,,,,,,
12268,2.01,4.99,381.23,401.39,,,,,,,,,
12270,2.01,4.99,400.78,401.39,,,,,,,,,
12272,2,4.95,400.78,402.09,,,,,,,,,
12274,2.02,4.99,586.51,402.32,,,,,,,,,
12276,2.01,5.05,537.63,399.25,,,,,,,,,
12278,2.01,4.99,625.61,401.39,,,,,,,,,
12280,2.01,4.95,615.84,403.02,,,,,,,,,
12282,2,4.94,645.16,402.63,,,,,,,,,
12284,2,4.98,459.43,401,,,,,,,,,
12286,2.01,4.98,430.11,401.94,,,,,,,,,
12288,2.01,4.99,449.66,401.39,,,,,,,,,
12290,2.01,4.99,430.11,401.39,,,,,,,,,
12292,2,4.99,391.01,400.46,,,,,,,,,
12294,2.02,5.03,400.78,400.71,,,,,,,,,
12296,2.01,4.99,391.01,401.39,,,,,,,,,
12298,2,4.97,381.23,401.55,,,,,,,,,
12300,2.01,5.01,430.11,400.86,,,,,,,,,
12302,2.01,4.97,449.66,402.48,,,,,,,,,
12304,2.01,4.97,547.41,402.48,,,,,,,,,
12306,2.01,4.98,615.84,401.94,,,,,,,,,
12308,2.01,5.01,576.74,400.86,,,,,,,,,
12310,2.01,5.05,654.94,399.25,,,,,,,,,
12312,2.02,5.02,645.16,401.25,,,,,,,,,
12314,2.01,4.91,694.04,404.67,,,,,,,,,
12316,2.01,5.01,576.74,400.86,,,,,,,,,
12318,2.01,4.99,488.76,401.39,,,,,,,,,
12320,2.01,5.01,420.33,400.86,,,,,,,,,
12322,2.02,5.03,488.76,400.71,,,,,,,,,
12324,2.01,5.02,596.29,400.32,,,,,,,,,
12326,2.01,4.99,586.51,401.39,,,,,,,,,
12328,2,5.01,478.98,399.93,,,,,,,,,
12330,2.01,5.05,498.53,399.25,,,,,,,,,
12332,2.01,4.99,498.53,401.39,,,,,,,,,
12334,2.01,5.02,518.08,400.32,,,,,,,,,
12336,2,4.99,527.86,400.46,,,,,,,,,
12338,2,5.01,557.18,399.93,,,,,,,,,
12340,2.01,4.99,586.51,401.39,,,,,,,,,
12342,2.02,4.99,508.31,402.32,,,,,,,,,
12344,2.01,5.02,469.21,400.32,,,,,,,,,
12346,2.01,4.99,459.43,401.39,,,,,,,,,
12348,2.01,5.01,488.76,400.86,,,,,,,,,
12350,2.01,4.98,420.33,401.94,,,,,,,,,
12352,2.01,5.01,410.56,400.86,,,,,,,,,
12354,2.01,4.99,439.88,401.39,,,,,,,,,
12356,2.02,4.97,459.43,403.41,,,,,,,,,
12358,2,4.99,459.43,400.46,,,,,,,,,
12360,2.01,5.03,459.43,399.79,,,,,,,,,
12362,2.01,5.03,420.33,399.79,,,,,,,,,
12364,2.01,5.02,430.11,400.32,,,,,,,,,
12366,2.01,4.9,459.43,405.23,,,,,,,,,
12368,2.01,4.95,430.11,403.02,,,,,,,,,
12370,2.01,5.06,439.88,398.72,,,,,,,,,
12372,2,4.99,469.21,400.46,,,,,,,,,
12374,2.01,4.99,508.31,401.39,,,,,,,,,
12376,2.01,4.99,557.18,401.39,,,,,,,,,
12378,2.01,4.99,518.08,401.39,,,,,,,,,
12380,2.01,5.02,488.76,400.32,,,,,,,,,
12382,2.01,5.11,576.74,396.63,,,,,,,,,
12384,2.02,4.89,420.33,406.72,,,,,,,,,
12386,2.01,5.09,478.98,397.67,,,,,,,,,
12388,2.01,5.01,498.53,400.86,,,,,,,,,
12390,2.01,4.9,488.76,405.23,,,,,,,,,
12392,2.01,5.05,566.96,399.25,,,,,,,,,
12394,2,4.98,654.94,401,,,,,,,,,
12396,2.02,4.99,557.18,402.32,,,,,,,,,
12398,2.02,4.99,469.21,402.32,,,,,,,,,
12400,2.02,4.95,459.43,403.95,,,,,,,,,
12402,2,4.98,518.08,401,,,,,,,,,
12404,2.02,5.05,615.84,400.18,,,,,,,,,
12406,2,4.99,557.18,400.46,,,,,,,,,
12408,2.01,5.01,557.18,400.86,,,,,,,,,
12410,2.02,4.99,596.29,402.32,,,,,,,,,
12412,2.01,4.99,469.21,401.39,,,,,,,,,
12414,2,4.98,449.66,401,,,,,,,,,
12416,2,5.01,420.33,399.93,,,,,,,,,
12418,2.01,5.05,449.66,399.25,,,,,,,,,
12420,2,5.01,459.43,399.93,,,,,,,,,
12422,2.01,5.09,449.66,397.67,,,,,,,,,
12424,2.03,5.05,459.43,401.1,,,,,,,,,
12426,2.01,5.07,478.98,398.2,,,,,,,,,
12428,2.01,5.01,488.76,400.86,,,,,,,,,
12430,2.01,5.02,430.11,400.32,,,,,,,,,
12432,2,4.94,420.33,402.63,,,,,,,,,
12434,2.02,4.98,430.11,402.86,,,,,,,,,
12436,2,5.01,439.88,399.93,,,,,,,,,
12438,2,4.98,420.33,401,,,,,,,,,
12440,2.01,5.01,459.43,400.86,,,,,,,,,
12442,2.01,4.98,430.11,401.94,,,,,,,,,
12444,2.01,5.01,430.11,400.86,,,,,,,,,
12446,2.01,5.03,478.98,399.79,,,,,,,,,
12448,2.02,4.94,439.88,404.5,,,,,,,,,
12450,2.01,4.99,400.78,401.39,,,,,,,,,
12452,2.01,5.01,449.66,400.86,,,,,,,,,
12454,2.01,4.98,400.78,401.94,,,,,,,,,
12456,2.02,4.91,410.56,405.61,,,,,,,,,
12458,2.01,4.93,400.78,404.12,,,,,,,,,
12460,2.01,4.98,537.63,401.94,,,,,,,,,
12462,2,5.07,469.21,397.27,,,,,,,,,
12464,2.01,4.94,400.78,403.57,,,,,,,,,
12466,2.01,5.02,439.88,400.32,,,,,,,,,
12468,2.01,4.99,566.96,401.39,,,,,,,,,
12470,2.01,4.99,469.21,401.39,,,,,,,,,
12472,2.01,4.99,518.08,401.39,,,,,,,,,
12474,2.02,4.98,488.76,402.86,,,,,,,,,
12476,2.02,5.01,527.86,401.78,,,,,,,,,
12478,2,4.97,459.43,401.55,,,,,,,,,
12480,2.01,4.98,498.53,401.94,,,,,,,,,
12482,2.01,4.99,488.76,401.39,,,,,,,,,
12484,2,5.05,576.74,398.33,,,,,,,,,
12486,1.99,4.94,596.29,401.7,,,,,,,,,
12488,2.02,4.98,527.86,402.86,,,,,,,,,
12490,2.01,4.99,488.76,401.39,,,,,,,,,
12492,2.02,5.01,537.63,401.78,,,,,,,,,
12494,2,5.07,508.31,397.27,,,,,,,,,
12496,2.01,4.98,478.98,401.94,,,,,,,,,
12498,2.02,4.95,459.43,403.95,,,,,,,,,
12500,2.01,4.99,518.08,401.39,,,,,,,,,
12502,2.02,4.89,439.88,406.72,,,,,,,,,
12504,1.99,4.99,430.11,399.53,,,,,,,,,
12506,2.02,4.98,430.11,402.86,,,,,,,,,
12508,2.01,4.97,449.66,402.48,,,,,,,,,
12510,2,4.97,459.43,401.55,,,,,,,,,
12512,2,4.98,449.66,401,,,,,,,,,
12514,2.02,4.99,478.98,402.32,,,,,,,,,
12516,2,5.01,527.86,399.93,,,,,,,,,
12518,2.01,5.01,518.08,400.86,,,,,,,,,
12520,2.01,5.01,439.88,400.86,,,,,,,,,
12522,2,4.99,478.98,400.46,,,,,,,,,
12524,2,5.01,469.21,399.93,,,,,,,,,
12526,2.01,4.94,439.88,403.57,,,,,,,,,
12528,2.01,4.99,459.43,401.39,,,,,,,,,
12530,2.01,4.99,498.53,401.39,,,,,,,,,
12532,2.02,4.99,469.21,402.32,,,,,,,,,
12534,2.01,4.94,449.66,403.57,,,,,,,,,
12536,2.01,5.02,439.88,400.32,,,,,,,,,
12538,2.02,4.91,449.66,405.61,,,,,,,,,
12540,2.01,4.99,508.31,401.39,,,,,,,,,
12542,2,4.94,606.06,402.63,,,,,,,,,
12544,2.01,5.02,557.18,400.32,,,,,,,,,
12546,2.01,4.97,469.21,402.48,,,,,,,,,
12548,2.02,5.07,508.31,399.12,,,,,,,,,
12550,2.01,5.01,508.31,400.86,,,,,,,,,
12552,2.01,5.06,498.53,398.72,,,,,,,,,
12554,2.01,5.05,469.21,399.25,,,,,,,,,
12556,2.02,4.95,478.98,403.95,,,,,,,,,
12558,2,5.01,498.53,399.93,,,,,,,,,
12560,2.01,5.01,381.23,400.86,,,,,,,,,
12562,2.01,4.98,430.11,401.94,,,,,,,,,
12564,2.01,4.98,410.56,401.94,,,,,,,,,
12566,1.99,4.97,439.88,400.61,,,,,,,,,
12568,2.01,5.02,498.53,400.32,,,,,,,,,
12570,2.01,5.03,498.53,399.79,,,,,,,,,
12572,2.03,5.01,518.08,402.71,,,,,,,,,
12574,2,4.95,469.21,402.09,,,,,,,,,
12576,2.01,4.99,547.41,401.39,,,,,,,,,
12578,2.01,4.99,518.08,401.39,,,,,,,,,
12580,2.01,4.98,459.43,401.94,,,,,,,,,
12582,2.02,4.99,420.33,402.32,,,,,,,,,
12584,2,5.05,420.33,398.33,,,,,,,,,
12586,2.01,4.98,430.11,401.94,,,,,,,,,
12588,2.02,5.07,449.66,399.12,,,,,,,,,
12590,2,5.01,459.43,399.93,,,,,,,,,
12592,2.01,5.01,518.08,400.86,,,,,,,,,
12594,2.01,4.99,537.63,401.39,,,,,,,,,
12596,2.01,5.01,469.21,400.86,,,,,,,,,
12598,2.01,5.01,508.31,400.86,,,,,,,,,
12600,2,5.01,518.08,399.93,,,,,,,,,
12602,2.01,4.99,537.63,401.39,,,,,,,,,
12604,2.01,4.94,596.29,403.57,,,,,,,,,
12606,2.01,5.05,733.14,399.25,,,,,,,,,
12608,2,5.1,713.59,396.23,,,,,,,,,
12610,2.01,5.01,537.63,400.86,,,,,,,,,
12612,2.01,4.89,547.41,405.78,,,,,,,,,
12614,2.02,4.99,596.29,402.32,,,,,,,,,
12616,2.02,5.02,654.94,401.25,,,,,,,,,
12618,2.01,5.03,772.24,399.79,,,,,,,,,
12620,2.03,5.02,703.81,402.17,,,,,,,,,
12622,2.01,4.99,674.49,401.39,,,,,,,,,
12624,2.02,5.01,635.39,401.78,,,,,,,,,
12626,2.01,4.94,615.84,403.57,,,,,,,,,
12628,2.02,5.01,576.74,401.78,,,,,,,,,
12630,2,4.98,527.86,401,,,,,,,,,
12632,2.01,4.99,488.76,401.39,,,,,,,,,
12634,2.01,5.03,518.08,399.79,,,,,,,,,
12636,2.02,4.98,498.53,402.86,,,,,,,,,
12638,2.02,4.99,508.31,402.32,,,,,,,,,
12640,2.01,4.98,498.53,401.94,,,,,,,,,
12642,2.01,5.01,488.76,400.86,,,,,,,,,
12644,2.02,5.01,430.11,401.78,,,,,,,,,
12646,2.01,4.99,400.78,401.39,,,,,,,,,
12648,2.01,4.99,469.21,401.39,,,,,,,,,
12650,2.01,4.99,439.88,401.39,,,,,,,,,
12652,2.03,5.01,420.33,402.71,,,,,,,,,
12654,2.02,5.07,439.88,399.12,,,,,,,,,
12656,2,4.97,430.11,401.55,,,,,,,,,
12658,2.01,5.01,459.43,400.86,,,,,,,,,
12660,2,4.98,537.63,401,,,,,,,,,
12662,2,5.01,449.66,399.93,,,,,,,,,
12664,2.01,4.94,518.08,403.57,,,,,,,,,
12666,2.01,5.01,498.53,400.86,,,,,,,,,
12668,2.01,4.99,645.16,401.39,,,,,,,,,
12670,2.01,5.02,498.53,400.32,,,,,,,,,
12672,2.01,5.07,527.86,398.2,,,,,,,,,
12674,2,5.01,547.41,399.93,,,,,,,,,
12676,2.01,4.98,478.98,401.94,,,,,,,,,
12678,1.99,4.99,410.56,399.53,,,,,,,,,
12680,2.01,5.01,351.91,400.86,,,,,,,,,
12682,2.01,5.01,430.11,400.86,,,,,,,,,
12684,2,5.01,478.98,399.93,,,,,,,,,
12686,2.01,4.97,508.31,402.48,,,,,,,,,
12688,2,5.01,537.63,399.93,,,,,,,,,
12690,2,4.99,469.21,400.46,,,,,,,,,
12692,2.01,5.01,478.98,400.86,,,,,,,,,
12694,2.01,4.99,478.98,401.39,,,,,,,,,
12696,2.01,4.97,420.33,402.48,,,,,,,,,
12698,2,4.99,400.78,400.46,,,,,,,,,
12700,2.01,5.01,439.88,400.86,,,,,,,,,
12702,2.02,5.01,508.31,401.78,,,,,,,,,
12704,2.02,4.98,596.29,402.86,,,,,,,,,
12706,2.01,5.01,713.59,400.86,,,,,,,,,
12708,2.02,4.94,635.39,404.5,,,,,,,,,
12710,2,5.07,801.56,397.27,,,,,,,,,
12712,2.01,5.01,654.94,400.86,,,,,,,,,
12714,2.01,4.99,498.53,401.39,,,,,,,,,
12716,2.01,4.98,459.43,401.94,,,,,,,,,
12718,2.02,4.87,449.66,407.28,,,,,,,,,
12720,2,4.99,410.56,400.46,,,,,,,,,
12722,2,4.97,430.11,401.55,,,,,,,,,
12724,2.01,5.1,508.31,397.15,,,,,,,,,
12726,2,4.98,488.76,401,,,,,,,,,
12728,2.02,4.98,586.51,402.86,,,,,,,,,
12730,2.01,5.01,615.84,400.86,,,,,,,,,
12732,2.01,4.99,703.81,401.39,,,,,,,,,
12734,2.01,5.02,586.51,400.32,,,,,,,,,
12736,2.01,5.01,537.63,400.86,,,,,,,,,
12738,2.01,5.01,537.63,400.86,,,,,,,,,
12740,2.02,5.01,625.61,401.78,,,,,,,,,
12742,2.01,4.98,615.84,401.94,,,,,,,,,
12744,2,4.98,576.74,401,,,,,,,,,
12746,2.01,4.97,508.31,402.48,,,,,,,,,
12748,2.02,5.02,537.63,401.25,,,,,,,,,
12750,2.02,5.02,498.53,401.25,,,,,,,,,
12752,2.01,5.01,576.74,400.86,,,,,,,,,
12754,2.02,5.05,547.41,400.18,,,,,,,,,
12756,2,5.01,557.18,399.93,,,,,,,,,
12758,2.01,5.07,537.63,398.2,,,,,,,,,
12760,2.01,5.07,508.31,398.2,,,,,,,,,
12762,2.01,5.01,478.98,400.86,,,,,,,,,
12764,2.01,4.99,439.88,401.39,,,,,,,,,
12766,1.99,4.98,518.08,400.07,,,,,,,,,
12768,2.01,5.03,557.18,399.79,,,,,,,,,
12770,2.01,4.98,547.41,401.94,,,,,,,,,
12772,2.01,4.99,498.53,401.39,,,,,,,,,
12774,2.01,5.01,518.08,400.86,,,,,,,,,
12776,2.01,4.9,508.31,405.23,,,,,,,,,
12778,2.01,4.91,547.41,404.67,,,,,,,,,
12780,2,5.01,694.04,399.93,,,,,,,,,
12782,2.01,4.99,596.29,401.39,,,,,,,,,
12784,2.02,5.1,518.08,398.07,,,,,,,,,
12786,2.01,4.98,410.56,401.94,,,,,,,,,
12788,2.02,5.01,439.88,401.78,,,,,,,,,
12790,2.03,4.99,508.31,403.25,,,,,,,,,
12792,2,4.98,527.86,401,,,,,,,,,
12794,2.02,4.99,537.63,402.32,,,,,,,,,
12796,2.01,4.99,596.29,401.39,,,,,,,,,
12798,2,4.98,459.43,401,,,,,,,,,
12800,2.01,4.94,449.66,403.57,,,,,,,,,
12802,2.02,4.99,439.88,402.32,,,,,,,,,
12804,2.02,5.01,498.53,401.78,,,,,,,,,
12806,2.01,5.01,537.63,400.86,,,,,,,,,
12808,2,4.9,576.74,404.29,,,,,,,,,
12810,2.01,4.98,576.74,401.94,,,,,,,,,
12812,2.02,4.97,508.31,403.41,,,,,,,,,
12814,2.01,4.99,518.08,401.39,,,,,,,,,
12816,2,4.98,439.88,401,,,,,,,,,
12818,2.01,5.07,527.86,398.2,,,,,,,,,
12820,2,5.07,439.88,397.27,,,,,,,,,
12822,2.02,5.01,420.33,401.78,,,,,,,,,
12824,2.04,5.01,410.56,403.63,,,,,,,,,
12826,2.01,5.01,469.21,400.86,,,,,,,,,
12828,2.01,4.98,527.86,401.94,,,,,,,,,
12830,2.01,4.99,596.29,401.39,,,,,,,,,
12832,2.01,4.97,537.63,402.48,,,,,,,,,
12834,2.02,5.07,625.61,399.12,,,,,,,,,
12836,2.01,5.13,586.51,396.11,,,,,,,,,
12838,2.01,5.01,498.53,400.86,,,,,,,,,
12840,2.01,4.99,478.98,401.39,,,,,,,,,
12842,2.01,5.01,420.33,400.86,,,,,,,,,
12844,2.02,5.09,557.18,398.59,,,,,,,,,
12846,2.02,5.03,576.74,400.71,,,,,,,,,
12848,2.01,4.98,557.18,401.94,,,,,,,,,
12850,2,4.98,566.96,401,,,,,,,,,
12852,2.01,5.02,596.29,400.32,,,,,,,,,
12854,2,4.98,723.36,401,,,,,,,,,
12856,2,4.99,576.74,400.46,,,,,,,,,
12858,2.01,4.98,723.36,401.94,,,,,,,,,
12860,2.01,4.99,782.01,401.39,,,,,,,,,
12862,2.01,4.97,645.16,402.48,,,,,,,,,
12864,2.01,5.01,586.51,400.86,,,,,,,,,
12866,2,5.02,703.81,399.39,,,,,,,,,
12868,2.01,5.03,606.06,399.79,,,,,,,,,
12870,1.99,5.01,586.51,399,,,,,,,,,
12872,2.02,4.98,596.29,402.86,,,,,,,,,
12874,2.01,4.93,635.39,404.12,,,,,,,,,
12876,2.01,5.06,566.96,398.72,,,,,,,,,
12878,2.01,5.03,576.74,399.79,,,,,,,,,
12880,2.02,5.02,488.76,401.25,,,,,,,,,
12882,2.02,4.95,498.53,403.95,,,,,,,,,
12884,1.99,5.06,537.63,396.87,,,,,,,,,
12886,2.01,5.02,498.53,400.32,,,,,,,,,
12888,1.99,5.02,459.43,398.46,,,,,,,,,
12890,2.01,4.99,449.66,401.39,,,,,,,,,
12892,2.01,4.94,488.76,403.57,,,,,,,,,
12894,2.01,5.01,557.18,400.86,,,,,,,,,
12896,2,5.02,508.31,399.39,,,,,,,,,
12898,2,4.99,518.08,400.46,,,,,,,,,
12900,2.01,4.97,518.08,402.48,,,,,,,,,
12902,2.01,5.11,527.86,396.63,,,,,,,,,
12904,2.01,4.89,557.18,405.78,,,,,,,,,
12906,2.01,4.99,488.76,401.39,,,,,,,,,
12908,2.01,5.01,430.11,400.86,,,,,,,,,
12910,2.02,5.02,459.43,401.25,,,,,,,,,
12912,2.01,5.02,449.66,400.32,,,,,,,,,
12914,2.01,4.99,459.43,401.39,,,,,,,,,
12916,2.01,4.99,469.21,401.39,,,,,,,,,
12918,2.01,5.02,400.78,400.32,,,,,,,,,
12920,2.02,4.97,400.78,403.41,,,,,,,,,
12922,2,4.97,420.33,401.55,,,,,,,,,
12924,2,5.1,449.66,396.23,,,,,,,,,
12926,2.01,5.09,469.21,397.67,,,,,,,,,
12928,2,5.05,478.98,398.33,,,,,,,,,
12930,2.01,5.01,508.31,400.86,,,,,,,,,
12932,2,4.99,518.08,400.46,,,,,,,,,
12934,2,5.05,527.86,398.33,,,,,,,,,
12936,2.01,5.01,518.08,400.86,,,,,,,,,
12938,2,4.99,557.18,400.46,,,,,,,,,
12940,2.01,4.99,566.96,401.39,,,,,,,,,
12942,2.01,5.01,615.84,400.86,,,,,,,,,
12944,2.02,5.01,625.61,401.78,,,,,,,,,
12946,2.01,4.99,694.04,401.39,,,,,,,,,
12948,2.01,4.98,684.26,401.94,,,,,,,,,
12950,2,4.99,694.04,400.46,,,,,,,,,
12952,2.02,5.03,527.86,400.71,,,,,,,,,
12954,2.01,4.95,410.56,403.02,,,,,,,,,
12956,2.01,5.02,371.46,400.32,,,,,,,,,
12958,2.01,4.98,381.23,401.94,,,,,,,,,
12960,2.02,5.01,400.78,401.78,,,,,,,,,
12962,2.02,4.94,391.01,404.5,,,,,,,,,
12964,2.01,4.98,449.66,401.94,,,,,,,,,
12966,2,4.97,459.43,401.55,,,,,,,,,
12968,2.01,4.99,488.76,401.39,,,,,,,,,
12970,2.01,5.06,518.08,398.72,,,,,,,,,
12972,2.01,5.06,449.66,398.72,,,,,,,,,
12974,2.01,5.01,459.43,400.86,,,,,,,,,
12976,2.01,4.98,527.86,401.94,,,,,,,,,
12978,2.01,5.09,566.96,397.67,,,,,,,,,
12980,2.01,4.95,508.31,403.02,,,,,,,,,
12982,2.03,5.01,430.11,402.71,,,,,,,,,
12984,2.01,4.99,410.56,401.39,,,,,,,,,
12986,2.01,5.02,420.33,400.32,,,,,,,,,
12988,2.01,4.98,498.53,401.94,,,,,,,,,
12990,1.99,4.99,498.53,399.53,,,,,,,,,
12992,2.02,4.99,488.76,402.32,,,,,,,,,
12994,2.02,4.99,537.63,402.32,,,,,,,,,
12996,2.01,5.07,566.96,398.2,,,,,,,,,
12998,2.01,5.07,566.96,398.2,,,,,,,,,
13000,2.01,4.98,488.76,401.94,,,,,,,,,
13002,2.03,5.05,527.86,401.1,,,,,,,,,
13004,2,5.02,478.98,399.39,,,,,,,,,
13006,2.01,5.01,508.31,400.86,,,,,,,,,
13008,2.02,5.02,557.18,401.25,,,,,,,,,
13010,2,4.94,635.39,402.63,,,,,,,,,
13012,2.02,5.03,703.81,400.71,,,,,,,,,
13014,2.01,5.02,869.99,400.32,,,,,,,,,
13016,2.01,5.02,664.71,400.32,,,,,,,,,
13018,2.02,5.02,615.84,401.25,,,,,,,,,
13020,2.01,4.99,566.96,401.39,,,,,,,,,
13022,2.01,5.01,615.84,400.86,,,,,,,,,
13024,2,5.11,566.96,395.71,,,,,,,,,
13026,2.01,4.99,537.63,401.39,,,,,,,,,
13028,2.02,5.01,527.86,401.78,,,,,,,,,
13030,2,4.97,449.66,401.55,,,,,,,,,
13032,2.02,5.05,478.98,400.18,,,,,,,,,
13034,2,4.97,498.53,401.55,,,,,,,,,
13036,2.02,5.02,566.96,401.25,,,,,,,,,
13038,2,5.01,518.08,399.93,,,,,,,,,
13040,2.01,4.99,498.53,401.39,,,,,,,,,
13042,2.02,4.99,478.98,402.32,,,,,,,,,
13044,2.01,5.02,469.21,400.32,,,,,,,,,
13046,2.02,5.01,498.53,401.78,,,,,,,,,
13048,2.02,4.97,537.63,403.41,,,,,,,,,
13050,2.01,4.99,527.86,401.39,,,,,,,,,
13052,2.01,5.01,664.71,400.86,,,,,,,,,
13054,2,4.99,625.61,400.46,,,,,,,,,
13056,2.02,4.95,654.94,403.95,,,,,,,,,
13058,2.01,5.01,860.21,400.86,,,,,,,,,
13060,2.02,5.01,723.36,401.78,,,,,,,,,
13062,2,5.01,713.59,399.93,,,,,,,,,
13064,2.01,4.99,723.36,401.39,,,,,,,,,
13066,2,4.99,752.69,400.46,,,,,,,,,
13068,2.01,5.05,850.44,399.25,,,,,,,,,
13070,2.01,4.98,723.36,401.94,,,,,,,,,
13072,2.01,5.06,723.36,398.72,,,,,,,,,
13074,1.99,4.98,674.49,400.07,,,,,,,,,
13076,2,4.98,557.18,401,,,,,,,,,
13078,2.01,4.95,478.98,403.02,,,,,,,,,
13080,1.99,4.99,469.21,399.53,,,,,,,,,
13082,2.01,5.01,449.66,400.86,,,,,,,,,
13084,2.01,4.9,469.21,405.23,,,,,,,,,
13086,2.03,5.05,478.98,401.1,,,,,,,,,
13088,2.01,5.02,459.43,400.32,,,,,,,,,
13090,2.02,4.99,508.31,402.32,,,,,,,,,
13092,2.01,5.01,537.63,400.86,,,,,,,,,
13094,2.02,5.01,576.74,401.78,,,,,,,,,
13096,2.02,5.01,518.08,401.78,,,,,,,,,
13098,2.01,4.99,606.06,401.39,,,,,,,,,
13100,2.03,5.05,566.96,401.1,,,,,,,,,
13102,2.01,4.91,557.18,404.67,,,,,,,,,
13104,2.02,5.02,527.86,401.25,,,,,,,,,
13106,2,5.01,518.08,399.93,,,,,,,,,
13108,2,4.9,527.86,404.29,,,,,,,,,
13110,2.03,4.99,537.63,403.25,,,,,,,,,
13112,2.01,4.98,596.29,401.94,,,,,,,,,
13114,2.01,5.14,606.06,395.59,,,,,,,,,
13116,2.01,5.01,557.18,400.86,,,,,,,,,
13118,2.01,5.05,537.63,399.25,,,,,,,,,
13120,2.02,5.13,498.53,397.02,,,,,,,,,
13122,2,5.02,518.08,399.39,,,,,,,,,
13124,2.01,4.99,645.16,401.39,,,,,,,,,
13126,2.01,5.01,498.53,400.86,,,,,,,,,
13128,2,4.98,400.78,401,,,,,,,,,
13130,2.01,5.01,371.46,400.86,,,,,,,,,
13132,2,4.99,400.78,400.46,,,,,,,,,
13134,2.01,4.99,381.23,401.39,,,,,,,,,
13136,2.02,5.02,371.46,401.25,,,,,,,,,
13138,2,4.99,342.13,400.46,,,,,,,,,
