=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.01.13 11:52:37 =~=~=~=~=~=~=~=~=~=~=~=,,,,
22114,2.01,4.95,469.21,403.02
99.21,,,,
33709,5.01,12.54,244.38,399.79
33711,5,12.59,263.93,398.57
33713,4.99,12.54,254.15,399.05
33715,5,12.55,293.26,399.21
Adafruit DS3502 Test,,,,
Couldn't find DS3502 chip,,,,
Found DS3502 chip,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um)
2,4.99,12.54,263.93,399.05
4,5,12.59,254.15,398.57
6,5,12.58,215.05,398.78
8,5,12.55,224.83,399.21
10,4.99,12.54,224.83,399.05
12,5,12.59,215.05,398.57
14,5,12.56,185.73,398.99
16,5,12.58,175.95,398.78
18,5,12.56,185.73,398.99
20,4.99,12.55,195.5,398.83
22,5,12.54,205.28,399.42
24,5,12.56,205.28,398.99
26,5,12.59,234.6,398.57
28,5,12.54,205.28,399.42
30,5,12.58,224.83,398.78
32,4.99,12.55,195.5,398.83
34,5,12.56,234.6,398.99
36,4.99,12.55,224.83,398.83
38,5,12.47,244.38,400.49
40,4.99,12.55,234.6,398.83
42,5,12.54,244.38,399.42
44,4.99,12.54,244.38,399.05
46,5,12.52,244.38,399.63
48,5,12.55,283.48,399.21
50,4.99,12.52,283.48,399.26
52,5,12.55,283.48,399.21
54,4.99,12.56,283.48,398.62
56,4.99,12.52,234.6,399.26
58,4.99,12.59,244.38,398.2
60,5,12.55,224.83,399.21
62,5,12.55,254.15,399.21
64,4.99,12.55,263.93,398.83
66,4.99,12.56,263.93,398.62
68,5,12.58,254.15,398.78
70,5,12.54,244.38,399.42
72,5,12.52,234.6,399.63
74,4.99,12.56,254.15,398.62
76,5,12.54,234.6,399.42
78,5,12.55,273.7,399.21
80,5,12.52,283.48,399.63
82,5,12.54,234.6,399.42
84,5,12.54,234.6,399.42
86,5,12.54,244.38,399.42
88,4.99,12.58,234.6,398.41
90,5,12.52,254.15,399.63
92,5,12.5,263.93,400.06
94,5,12.55,244.38,399.21
96,5.01,12.55,244.38,399.58
98,5,12.54,263.93,399.42
100,5.01,12.54,303.03,399.79
102,5,12.48,244.38,400.28
104,4.99,12.56,234.6,398.62
106,5,12.55,224.83,399.21
108,5,12.59,234.6,398.57
110,4.99,12.6,215.05,397.98
112,4.99,12.55,215.05,398.83
114,5.01,12.55,224.83,399.58
116,5,12.55,224.83,399.21
118,5,12.52,224.83,399.63
120,5,12.56,195.5,398.99
122,5,12.54,195.5,399.42
124,5,12.56,215.05,398.99
126,5,12.52,215.05,399.63
128,5,12.55,273.7,399.21
130,4.99,12.54,254.15,399.05
132,5,12.58,244.38,398.78
134,5,12.54,244.38,399.42
136,5.01,12.51,303.03,400.22
138,5.01,12.54,283.48,399.79
140,4.99,12.52,283.48,399.26
142,4.99,12.54,234.6,399.05
144,5,12.55,263.93,399.21
146,4.99,12.55,254.15,398.83
148,5,12.56,244.38,398.99
150,4.99,12.59,224.83,398.2
152,5.01,12.54,244.38,399.79
154,5,12.55,224.83,399.21
156,5,12.54,234.6,399.42
158,5,12.55,234.6,399.21
160,5,12.58,244.38,398.78
162,4.99,12.55,234.6,398.83
164,5,12.58,234.6,398.78
166,5,12.51,195.5,399.85
168,5,12.56,224.83,398.99
170,5,12.54,205.28,399.42
172,5,12.55,185.73,399.21
174,4.99,12.54,234.6,399.05
176,5,12.54,185.73,399.42
178,5,12.55,205.28,399.21
180,4.99,12.56,205.28,398.62
182,4.99,12.55,195.5,398.83
184,4.99,12.58,205.28,398.41
186,5.01,12.55,195.5,399.58
188,5,12.56,205.28,398.99
190,5.01,12.55,175.95,399.58
192,5,12.56,166.18,398.99
194,5,12.55,185.73,399.21
196,4.99,12.28,175.95,403.17
198,5,12.56,205.28,398.99
200,4.99,12.51,205.28,399.48
202,4.99,12.55,215.05,398.83
204,5,12.55,185.73,399.21
206,5,12.59,205.28,398.57
208,4.99,12.58,215.05,398.41
210,5,12.52,185.73,399.63
212,5,12.46,195.5,400.71
214,4.99,12.55,215.05,398.83
216,5,12.59,263.93,398.57
218,4.99,12.47,293.26,400.12
220,5,12.55,283.48,399.21
222,4.99,12.54,283.48,399.05
224,5,12.54,273.7,399.42
226,5,12.55,273.7,399.21
228,4.99,12.55,293.26,398.83
230,5.01,12.55,342.13,399.58
232,5,12.56,410.56,398.99
234,5,12.55,283.48,399.21
236,4.98,12.54,361.68,398.68
238,5,12.55,273.7,399.21
240,4.99,12.54,273.7,399.05
242,5,12.56,244.38,398.99
244,4.99,12.62,273.7,397.77
246,4.99,12.56,283.48,398.62
248,4.99,12.56,273.7,398.62
250,5,12.58,273.7,398.78
252,5,12.54,254.15,399.42
254,4.99,12.55,273.7,398.83
256,5,12.55,234.6,399.21
258,5,12.46,263.93,400.71
260,5,12.55,224.83,399.21
262,4.99,12.5,215.05,399.69
264,5,12.56,263.93,398.99
266,5,12.55,244.38,399.21
268,4.99,12.55,342.13,398.83
270,4.99,12.59,244.38,398.2
272,5,12.54,371.46,399.42
274,4.99,12.54,254.15,399.05
276,4.99,12.56,254.15,398.62
278,4.99,12.58,273.7,398.41
280,5,12.58,215.05,398.78
282,4.99,12.58,283.48,398.41
284,5,12.56,215.05,398.99
286,4.99,12.55,263.93,398.83
288,5.01,12.55,283.48,399.58
290,5,12.54,332.36,399.42
292,5,12.55,293.26,399.21
294,5,12.55,283.48,399.21
296,5,12.58,322.58,398.78
298,5,12.55,332.36,399.21
300,5,12.6,410.56,398.36
302,5,12.54,430.11,399.42
304,5,12.54,371.46,399.42
306,4.99,12.55,332.36,398.83
308,4.99,12.59,283.48,398.2
310,5,12.56,293.26,398.99
312,4.99,12.56,273.7,398.62
314,5,12.52,322.58,399.63
316,5,12.55,273.7,399.21
318,5,12.54,303.03,399.42
320,4.99,12.58,283.48,398.41
322,5,12.59,273.7,398.57
324,4.99,12.55,303.03,398.83
326,5,12.52,351.91,399.63
328,5,12.56,293.26,398.99
330,5,12.58,283.48,398.78
332,4.98,12.58,293.26,398.04
334,5,12.56,312.81,398.99
336,4.99,12.5,332.36,399.69
338,5,12.56,312.81,398.99
340,4.99,12.56,332.36,398.62
342,4.99,12.47,283.48,400.12
344,5,12.54,263.93,399.42
346,5,12.51,263.93,399.85
348,5.01,12.54,254.15,399.79
350,5.01,12.54,283.48,399.79
352,4.99,12.55,449.66,398.83
354,5,12.54,283.48,399.42
356,4.99,12.54,244.38,399.05
358,4.99,12.55,263.93,398.83
360,5,12.55,263.93,399.21
362,5,12.52,244.38,399.63
364,4.99,12.58,244.38,398.41
366,4.99,12.62,185.73,397.77
368,5,12.54,224.83,399.42
370,4.99,12.56,224.83,398.62
372,4.99,12.51,195.5,399.48
374,5,12.56,244.38,398.99
376,4.99,12.55,234.6,398.83
378,4.99,12.55,224.83,398.83
380,5,12.54,224.83,399.42
382,4.99,12.58,224.83,398.41
384,5,12.51,166.18,399.85
386,5,12.6,215.05,398.36
388,4.99,12.55,293.26,398.83
390,5,12.5,234.6,400.06
392,5.01,12.13,234.6,406.37
394,4.99,12.56,234.6,398.62
396,5,12.52,244.38,399.63
398,5,12.52,254.15,399.63
400,4.99,12.55,234.6,398.83
402,5,12.56,263.93,398.99
404,4.99,12.55,244.38,398.83
406,5.01,12.52,254.15,400.01
408,5,12.56,400.78,398.99
410,4.99,12.55,283.48,398.83
412,4.99,12.56,273.7,398.62
414,5,12.55,293.26,399.21
416,5,12.55,234.6,399.21
418,5.01,12.54,263.93,399.79
420,5,12.54,273.7,399.42
422,5,12.55,273.7,399.21
424,5,12.56,273.7,398.99
426,5,12.48,254.15,400.28
428,5,12.48,273.7,400.28
430,5,12.54,273.7,399.42
432,4.99,12.55,283.48,398.83
434,5,12.58,283.48,398.78
436,5.01,12.55,244.38,399.58
438,5,12.56,263.93,398.99
440,4.99,12.55,312.81,398.83
442,4.99,12.54,273.7,399.05
444,5.01,12.55,224.83,399.58
446,4.99,12.54,263.93,399.05
448,5,12.54,263.93,399.42
450,5,12.56,244.38,398.99
452,5,12.54,263.93,399.42
454,4.99,12.55,215.05,398.83
456,5,12.55,244.38,399.21
458,5,12.54,215.05,399.42
460,5,12.59,244.38,398.57
462,4.99,12.55,244.38,398.83
464,5,12.55,234.6,399.21
