# material: PETG,,,,,,,,,,,,,,,,
# geometry: oct,,,,,,,,,,,,,,,,
# preform_diameter: 20.0,,,,,,,,,,,,,,,,
# material_color: black,,,,,,,,,,,,,,,,
# temperature_C: 160.0,,,,,,,,,,,,,,,,
# drawdown_ratio: 50.0,,,,,,,,,,,,,,,,
# trial_number: 011,,,,,,,,,,,,,,,,
# operator: Kevin Liu,,,,,,,,,,,,,,,,
# start_time: 2025-07-31 13:48:20,,,,,,,,,,,,,,,,
# notes: PI control system active. Horizontally printed preform 0 deg raster. 010 glitched,,,,,,,,,,,,,,,,
Time(s),Feed(mm/min),Wind(m/min),Diameter(um),Predicted_diameter(um),,,,,,,,,,,,
424.1,1.98,4.32,371.46,407.96,,,,,,,,,,,,
424.3,1.98,4.32,381.23,407.96,,,,,,,,,,,,
424.5,1.98,4.32,371.46,407.96,,,,,,,,,,,,
424.7,1.98,4.32,351.91,407.96,,,,,,,,,,,,
424.9,1.98,4.32,391.01,407.96,,,,,,,,,,,,
425.1,1.98,4.32,381.23,407.96,,,,,,,,,,,,
425.3,1.98,4.32,391.01,407.96,,,,,,,,,,,,
425.5,1.98,4.32,400.78,407.96,,,,,,,,,,,,
425.7,1.99,4.32,381.23,408.92,,,,,,,,,,,,
425.9,1.99,4.32,391.01,408.92,,,,,,,,,,,,
426.1,1.99,4.32,391.01,408.92,,,,,,,,,,,,
426.3,1.98,4.32,400.78,407.96,,,,,,,,,,,,
426.5,1.99,4.32,391.01,408.92,,,,,,,,,,,,
426.7,1.98,4.32,400.78,407.96,,,,,,,,,,,,
426.9,1.99,4.32,371.46,408.92,,,,,,,,,,,,
427.1,1.97,4.32,410.56,407,,,,,,,,,,,,
427.3,1.99,4.32,391.01,408.92,,,,,,,,,,,,
427.5,1.98,4.32,381.23,407.96,,,,,,,,,,,,
427.7,1.98,4.32,410.56,407.96,,,,,,,,,,,,
427.9,1.99,4.32,391.01,408.92,,,,,,,,,,,,
428.1,1.98,4.32,400.78,407.96,,,,,,,,,,,,
428.3,1.98,4.32,391.01,407.96,,,,,,,,,,,,
428.5,1.98,4.32,381.23,407.96,,,,,,,,,,,,
428.7,1.99,4.32,351.91,408.92,,,,,,,,,,,,
428.9,1.98,4.32,381.23,407.96,,,,,,,,,,,,
429.1,1.98,4.32,371.46,407.96,,,,,,,,,,,,
429.3,1.98,4.32,400.78,407.96,,,,,,,,,,,,
429.5,1.99,4.32,400.78,408.92,,,,,,,,,,,,
429.7,1.99,4.32,400.78,408.92,,,,,,,,,,,,
429.9,1.99,4.32,381.23,408.92,,,,,,,,,,,,
430.1,1.98,4.32,381.23,407.96,,,,,,,,,,,,
430.3,1.99,4.32,371.46,408.92,,,,,,,,,,,,
430.5,1.99,4.32,361.68,408.92,,,,,,,,,,,,
430.7,1.98,4.32,400.78,407.96,,,,,,,,,,,,
430.9,1.98,4.32,371.46,407.96,,,,,,,,,,,,
431.1,1.99,4.32,381.23,408.92,,,,,,,,,,,,
431.3,1.99,4.32,381.23,408.92,,,,,,,,,,,,
431.5,1.98,4.32,371.46,407.96,,,,,,,,,,,,
431.7,1.98,4.32,371.46,407.96,,,,,,,,,,,,
431.9,1.97,4.32,381.23,407,,,,,,,,,,,,
432.1,1.99,4.32,381.23,408.92,,,,,,,,,,,,
432.3,1.98,4.32,391.01,407.96,,,,,,,,,,,,
432.5,1.99,4.32,391.01,408.92,,,,,,,,,,,,
432.7,1.98,4.32,381.23,407.96,,,,,,,,,,,,
432.9,1.98,4.32,391.01,407.96,,,,,,,,,,,,
433.1,1.99,4.32,361.68,408.92,,,,,,,,,,,,
433.3,1.98,4.32,400.78,407.96,,,,,,,,,,,,
433.5,1.98,4.32,381.23,407.96,,,,,,,,,,,,
433.7,1.97,4.32,400.78,407,,,,,,,,,,,,
433.9,1.99,4.32,381.23,408.92,,,,,,,,,,,,
434.1,1.98,4.32,391.01,407.96,,,,,,,,,,,,
434.3,2,4.32,361.68,409.87,,,,,,,,,,,,
434.5,1.99,4.32,381.23,408.92,,,,,,,,,,,,
434.7,1.99,4.32,371.46,408.92,,,,,,,,,,,,
434.9,1.97,4.32,351.91,407,,,,,,,,,,,,
435.1,1.99,4.32,381.23,408.92,,,,,,,,,,,,
435.3,1.98,4.32,410.56,407.96,,,,,,,,,,,,
435.5,1.99,4.32,391.01,408.92,,,,,,,,,,,,
435.7,1.98,4.32,391.01,407.96,,,,,,,,,,,,
435.9,1.99,4.32,391.01,408.92,,,,,,,,,,,,
436.1,1.98,4.32,381.23,407.96,,,,,,,,,,,,
436.3,1.99,4.32,391.01,408.92,,,,,,,,,,,,
436.5,1.99,4.32,391.01,408.92,,,,,,,,,,,,
436.7,1.97,4.32,391.01,407,,,,,,,,,,,,
436.9,2,4.32,381.23,409.87,,,,,,,,,,,,
437.1,1.97,4.32,410.56,407,,,,,,,,,,,,
437.3,1.99,4.32,391.01,408.92,,,,,,,,,,,,
437.5,1.97,4.32,400.78,407,,,,,,,,,,,,
437.7,1.99,4.32,391.01,408.92,,,,,,,,,,,,
437.9,1.99,4.32,391.01,408.92,,,,,,,,,,,,
438.1,1.99,4.32,391.01,408.92,,,,,,,,,,,,
438.3,1.99,4.32,381.23,408.92,,,,,,,,,,,,
438.5,1.97,4.32,400.78,407,,,,,,,,,,,,
438.7,1.98,4.32,381.23,407.96,,,,,,,,,,,,
438.9,1.98,4.32,391.01,407.96,,,,,,,,,,,,
439.1,1.99,4.32,381.23,408.92,,,,,,,,,,,,
439.3,1.98,4.32,400.78,407.96,,,,,,,,,,,,
439.5,1.99,4.32,361.68,408.92,,,,,,,,,,,,
439.7,1.99,4.32,381.23,408.92,,,,,,,,,,,,
439.9,1.98,4.32,391.01,407.96,,,,,,,,,,,,
440.1,1.98,4.32,371.46,407.96,,,,,,,,,,,,
440.3,1.99,4.32,381.23,408.92,,,,,,,,,,,,
440.5,1.98,4.32,361.68,407.96,,,,,,,,,,,,
440.7,1.99,4.32,371.46,408.92,,,,,,,,,,,,
440.9,1.99,4.32,381.23,408.92,,,,,,,,,,,,
441.1,1.97,4.32,381.23,407,,,,,,,,,,,,
441.3,1.99,4.32,371.46,408.92,,,,,,,,,,,,
441.5,1.98,4.32,371.46,407.96,,,,,,,,,,,,
441.7,1.99,4.32,371.46,408.92,,,,,,,,,,,,
441.9,1.97,4.32,371.46,407,,,,,,,,,,,,
442.1,1.98,4.32,361.68,407.96,,,,,,,,,,,,
442.3,1.98,4.32,371.46,407.96,,,,,,,,,,,,
442.5,1.99,4.22,400.78,414.12,,,,,,,,,,,,
442.7,1.98,4.22,391.01,413.16,,,,,,,,,,,,
442.9,1.98,4.22,391.01,413.16,,,,,,,,,,,,
443.1,1.99,4.22,371.46,414.12,,,,,,,,,,,,
443.3,2,4.22,381.23,415.09,,,,,,,,,,,,
443.5,1.99,4.22,371.46,414.12,,,,,,,,,,,,
443.7,1.98,4.22,391.01,413.16,,,,,,,,,,,,
443.9,2,4.22,361.68,415.09,,,,,,,,,,,,
444.1,1.98,4.22,381.23,413.16,,,,,,,,,,,,
444.3,1.99,4.22,361.68,414.12,,,,,,,,,,,,
444.5,1.98,4.22,391.01,413.16,,,,,,,,,,,,
444.7,1.99,4.22,381.23,414.12,,,,,,,,,,,,
444.9,1.98,4.22,361.68,413.16,,,,,,,,,,,,
445.1,1.99,4.22,381.23,414.12,,,,,,,,,,,,
445.3,1.99,4.22,381.23,414.12,,,,,,,,,,,,
445.5,1.97,4.22,391.01,412.18,,,,,,,,,,,,
445.7,1.99,4.22,391.01,414.12,,,,,,,,,,,,
445.9,1.97,4.22,400.78,412.18,,,,,,,,,,,,
446.1,1.99,4.22,381.23,414.12,,,,,,,,,,,,
446.3,1.98,4.22,410.56,413.16,,,,,,,,,,,,
446.5,1.99,4.22,391.01,414.12,,,,,,,,,,,,
446.7,1.99,4.22,381.23,414.12,,,,,,,,,,,,
446.9,1.98,4.22,400.78,413.16,,,,,,,,,,,,
447.1,1.98,4.22,371.46,413.16,,,,,,,,,,,,
447.3,1.98,4.22,391.01,413.16,,,,,,,,,,,,
447.5,1.99,4.22,381.23,414.12,,,,,,,,,,,,
447.7,1.98,4.22,410.56,413.16,,,,,,,,,,,,
447.9,1.99,4.22,391.01,414.12,,,,,,,,,,,,
448.1,1.97,4.22,410.56,412.18,,,,,,,,,,,,
448.3,1.99,4.22,391.01,414.12,,,,,,,,,,,,
448.5,1.98,4.22,400.78,413.16,,,,,,,,,,,,
448.7,1.99,4.22,391.01,414.12,,,,,,,,,,,,
448.9,1.98,4.22,381.23,413.16,,,,,,,,,,,,
449.1,1.98,4.22,381.23,413.16,,,,,,,,,,,,
449.3,1.98,4.22,391.01,413.16,,,,,,,,,,,,
449.5,1.98,4.22,381.23,413.16,,,,,,,,,,,,
449.7,1.98,4.22,381.23,413.16,,,,,,,,,,,,
449.9,1.98,4.22,381.23,413.16,,,,,,,,,,,,
450.1,1.99,4.22,381.23,414.12,,,,,,,,,,,,
450.3,1.99,4.22,391.01,414.12,,,,,,,,,,,,
450.5,1.99,4.22,391.01,414.12,,,,,,,,,,,,
450.7,1.98,4.22,391.01,413.16,,,,,,,,,,,,
450.9,1.99,4.22,371.46,414.12,,,,,,,,,,,,
451.1,1.98,4.22,381.23,413.16,,,,,,,,,,,,
451.3,1.99,4.22,371.46,414.12,,,,,,,,,,,,
451.5,1.98,4.22,391.01,413.16,,,,,,,,,,,,
451.7,1.99,4.22,381.23,414.12,,,,,,,,,,,,
451.9,2,4.22,371.46,415.09,,,,,,,,,,,,
452.1,2,4.22,391.01,415.09,,,,,,,,,,,,
452.3,1.97,4.22,391.01,412.18,,,,,,,,,,,,
452.5,1.99,4.22,381.23,414.12,,,,,,,,,,,,
452.7,1.98,4.22,400.78,413.16,,,,,,,,,,,,
452.9,1.99,4.22,391.01,414.12,,,,,,,,,,,,
453.1,1.98,4.22,391.01,413.16,,,,,,,,,,,,
453.3,1.99,4.22,371.46,414.12,,,,,,,,,,,,
453.5,1.98,4.22,361.68,413.16,,,,,,,,,,,,
453.7,1.99,4.22,381.23,414.12,,,,,,,,,,,,
453.9,1.99,4.22,381.23,414.12,,,,,,,,,,,,
454.1,1.98,4.22,381.23,413.16,,,,,,,,,,,,
454.3,1.99,4.22,371.46,414.12,,,,,,,,,,,,
454.5,1.97,4.22,381.23,412.18,,,,,,,,,,,,
454.7,1.99,4.22,381.23,414.12,,,,,,,,,,,,
454.9,1.98,4.22,391.01,413.16,,,,,,,,,,,,
455.1,1.99,4.22,391.01,414.12,,,,,,,,,,,,
455.3,1.99,4.22,391.01,414.12,,,,,,,,,,,,
455.5,1.99,4.22,410.56,414.12,,,,,,,,,,,,
455.7,1.97,4.22,400.78,412.18,,,,,,,,,,,,
455.9,1.98,4.22,410.56,413.16,,,,,,,,,,,,
456.1,1.98,4.22,410.56,413.16,,,,,,,,,,,,
456.3,1.99,4.22,410.56,414.12,,,,,,,,,,,,
456.5,1.98,4.22,420.33,413.16,,,,,,,,,,,,
456.7,1.99,4.22,391.01,414.12,,,,,,,,,,,,
456.9,1.98,4.22,381.23,413.16,,,,,,,,,,,,
457.1,1.99,4.22,400.78,414.12,,,,,,,,,,,,
457.3,1.98,4.22,410.56,413.16,,,,,,,,,,,,
457.5,1.99,4.22,381.23,414.12,,,,,,,,,,,,
457.7,1.99,4.22,371.46,414.12,,,,,,,,,,,,
457.9,1.98,4.22,381.23,413.16,,,,,,,,,,,,
458.1,1.98,4.22,361.68,413.16,,,,,,,,,,,,
458.3,1.99,4.22,371.46,414.12,,,,,,,,,,,,
458.5,1.99,4.22,361.68,414.12,,,,,,,,,,,,
458.7,1.98,4.22,361.68,413.16,,,,,,,,,,,,
458.9,1.98,4.22,371.46,413.16,,,,,,,,,,,,
459.1,1.98,4.22,371.46,413.16,,,,,,,,,,,,
459.3,1.98,4.22,342.13,413.16,,,,,,,,,,,,
459.5,1.99,4.22,361.68,414.12,,,,,,,,,,,,
459.7,1.99,4.22,351.91,414.12,,,,,,,,,,,,
459.9,1.97,4.22,371.46,412.18,,,,,,,,,,,,
460.1,1.99,4.22,361.68,414.12,,,,,,,,,,,,
460.3,1.97,4.22,371.46,412.18,,,,,,,,,,,,
460.5,1.99,4.22,361.68,414.12,,,,,,,,,,,,
460.7,1.98,4.22,371.46,413.16,,,,,,,,,,,,
460.9,1.99,4.22,371.46,414.12,,,,,,,,,,,,
461.1,1.98,4.22,351.91,413.16,,,,,,,,,,,,
461.3,1.98,4.22,381.23,413.16,,,,,,,,,,,,
461.5,1.99,4.22,371.46,414.12,,,,,,,,,,,,
461.7,1.98,4.22,391.01,413.16,,,,,,,,,,,,
461.9,1.98,4.22,361.68,413.16,,,,,,,,,,,,
462.1,1.98,4.22,371.46,413.16,,,,,,,,,,,,
462.3,1.99,4.22,381.23,414.12,,,,,,,,,,,,
462.5,1.98,4.22,371.46,413.16,,,,,,,,,,,,
462.7,1.98,4.22,361.68,413.16,,,,,,,,,,,,
462.9,1.99,4.22,351.91,414.12,,,,,,,,,,,,
463.1,1.99,4.22,361.68,414.12,,,,,,,,,,,,
463.3,1.98,4.22,351.91,413.16,,,,,,,,,,,,
463.5,1.99,4.22,351.91,414.12,,,,,,,,,,,,
463.7,1.98,4.11,332.36,418.56,,,,,,,,,,,,
463.9,1.99,4.11,351.91,419.54,,,,,,,,,,,,
464.1,1.99,4.11,342.13,419.54,,,,,,,,,,,,
464.3,1.98,4.11,351.91,418.56,,,,,,,,,,,,
464.5,1.98,4.11,332.36,418.56,,,,,,,,,,,,
464.7,1.98,4.11,351.91,418.56,,,,,,,,,,,,
464.9,1.99,4.11,391.01,419.54,,,,,,,,,,,,
465.1,1.97,4.11,439.88,417.57,,,,,,,,,,,,
465.3,1.98,4.11,508.31,418.56,,,,,,,,,,,,
465.5,1.99,4.11,449.66,419.54,,,,,,,,,,,,
465.7,1.99,4.11,439.88,419.54,,,,,,,,,,,,
465.9,1.98,4.11,439.88,418.56,,,,,,,,,,,,
466.1,1.98,4.11,420.33,418.56,,,,,,,,,,,,
466.3,1.98,4.11,391.01,418.56,,,,,,,,,,,,
466.5,1.99,4.11,410.56,419.54,,,,,,,,,,,,
466.7,1.98,4.11,420.33,418.56,,,,,,,,,,,,
466.9,1.98,4.11,410.56,418.56,,,,,,,,,,,,
467.1,1.98,4.11,410.56,418.56,,,,,,,,,,,,
467.3,1.98,4.11,430.11,418.56,,,,,,,,,,,,
467.5,1.99,4.11,420.33,419.54,,,,,,,,,,,,
467.7,1.98,4.11,420.33,418.56,,,,,,,,,,,,
467.9,1.98,4.11,420.33,418.56,,,,,,,,,,,,
468.1,1.99,4.11,410.56,419.54,,,,,,,,,,,,
468.3,1.98,4.11,420.33,418.56,,,,,,,,,,,,
468.5,1.99,4.11,400.78,419.54,,,,,,,,,,,,
468.7,1.98,4.11,430.11,418.56,,,,,,,,,,,,
468.9,2,4.11,410.56,420.52,,,,,,,,,,,,
469.1,1.98,4.11,449.66,418.56,,,,,,,,,,,,
469.3,1.98,4.11,430.11,418.56,,,,,,,,,,,,
469.5,1.98,4.11,420.33,418.56,,,,,,,,,,,,
469.7,1.99,4.11,420.33,419.54,,,,,,,,,,,,
469.9,1.98,4.11,391.01,418.56,,,,,,,,,,,,
470.1,1.99,4.11,420.33,419.54,,,,,,,,,,,,
470.3,1.99,4.11,391.01,419.54,,,,,,,,,,,,
470.5,1.98,4.11,430.11,418.56,,,,,,,,,,,,
470.7,1.99,4.11,400.78,419.54,,,,,,,,,,,,
470.9,1.98,4.11,410.56,418.56,,,,,,,,,,,,
471.1,1.99,4.11,400.78,419.54,,,,,,,,,,,,
471.3,1.99,4.11,391.01,419.54,,,,,,,,,,,,
471.5,1.98,4.11,410.56,418.56,,,,,,,,,,,,
471.7,1.99,4.11,430.11,419.54,,,,,,,,,,,,
471.9,1.98,4.11,420.33,418.56,,,,,,,,,,,,
472.1,1.99,4.11,400.78,419.54,,,,,,,,,,,,
472.3,1.97,4.11,420.33,417.57,,,,,,,,,,,,
472.5,2,4.11,410.56,420.52,,,,,,,,,,,,
472.7,1.98,4.11,420.33,418.56,,,,,,,,,,,,
472.9,1.98,4.11,420.33,418.56,,,,,,,,,,,,
473.1,1.99,4.11,400.78,419.54,,,,,,,,,,,,
473.3,1.98,4.11,400.78,418.56,,,,,,,,,,,,
473.5,1.99,4.11,410.56,419.54,,,,,,,,,,,,
473.7,1.98,4.11,400.78,418.56,,,,,,,,,,,,
473.9,1.98,4.11,410.56,418.56,,,,,,,,,,,,
474.1,1.98,4.11,439.88,418.56,,,,,,,,,,,,
474.3,1.99,4.11,400.78,419.54,,,,,,,,,,,,
474.5,1.98,4.11,430.11,418.56,,,,,,,,,,,,
474.7,1.99,4.11,430.11,419.54,,,,,,,,,,,,
474.9,1.97,4.11,410.56,417.57,,,,,,,,,,,,
475.1,1.98,4.11,410.56,418.56,,,,,,,,,,,,
475.3,1.98,4.11,400.78,418.56,,,,,,,,,,,,
475.5,1.98,4.11,400.78,418.56,,,,,,,,,,,,
475.7,1.98,4.11,420.33,418.56,,,,,,,,,,,,
475.9,1.99,4.11,420.33,419.54,,,,,,,,,,,,
476.1,1.99,4.11,410.56,419.54,,,,,,,,,,,,
476.3,1.99,4.11,410.56,419.54,,,,,,,,,,,,
476.5,1.99,4.11,430.11,419.54,,,,,,,,,,,,
476.7,1.98,4.11,410.56,418.56,,,,,,,,,,,,
476.9,1.98,4.11,410.56,418.56,,,,,,,,,,,,
477.1,1.98,4.11,391.01,418.56,,,,,,,,,,,,
477.3,1.99,4.11,381.23,419.54,,,,,,,,,,,,
477.5,1.98,4.11,391.01,418.56,,,,,,,,,,,,
477.7,1.98,4.11,391.01,418.56,,,,,,,,,,,,
477.9,1.99,4.11,381.23,419.54,,,,,,,,,,,,
478.1,1.99,4.11,381.23,419.54,,,,,,,,,,,,
478.3,1.98,4.11,400.78,418.56,,,,,,,,,,,,
478.5,1.98,4.11,391.01,418.56,,,,,,,,,,,,
478.7,1.98,4.11,391.01,418.56,,,,,,,,,,,,
478.9,1.99,4.11,391.01,419.54,,,,,,,,,,,,
479.1,1.99,4.11,391.01,419.54,,,,,,,,,,,,
479.3,1.98,4.11,410.56,418.56,,,,,,,,,,,,
479.5,1.98,4.11,420.33,418.56,,,,,,,,,,,,
479.7,1.99,4.11,381.23,419.54,,,,,,,,,,,,
479.9,1.98,4.11,381.23,418.56,,,,,,,,,,,,
480.1,1.99,4.11,391.01,419.54,,,,,,,,,,,,
480.3,1.98,4.11,381.23,418.56,,,,,,,,,,,,
480.5,1.98,4.11,410.56,418.56,,,,,,,,,,,,
480.7,1.98,4.11,410.56,418.56,,,,,,,,,,,,
480.9,1.98,4.11,469.21,418.56,,,,,,,,,,,,
481.1,1.99,4.11,488.76,419.54,,,,,,,,,,,,
481.3,1.98,4.11,459.43,418.56,,,,,,,,,,,,
481.5,1.98,4.22,439.88,413.16,,,,,,,,,,,,
481.7,2,4.22,420.33,415.09,,,,,,,,,,,,
481.9,1.99,4.22,439.88,414.12,,,,,,,,,,,,
482.1,1.97,4.22,430.11,412.18,,,,,,,,,,,,
482.3,1.98,4.22,410.56,413.16,,,,,,,,,,,,
482.5,1.98,4.22,410.56,413.16,,,,,,,,,,,,
482.7,1.99,4.22,410.56,414.12,,,,,,,,,,,,
482.9,1.98,4.22,430.11,413.16,,,,,,,,,,,,
483.1,1.98,4.22,410.56,413.16,,,,,,,,,,,,
483.3,1.99,4.22,400.78,414.12,,,,,,,,,,,,
483.5,1.99,4.22,420.33,414.12,,,,,,,,,,,,
483.7,1.98,4.22,400.78,413.16,,,,,,,,,,,,
483.9,1.98,4.22,410.56,413.16,,,,,,,,,,,,
484.1,1.99,4.22,400.78,414.12,,,,,,,,,,,,
484.3,1.98,4.22,400.78,413.16,,,,,,,,,,,,
484.5,1.99,4.22,391.01,414.12,,,,,,,,,,,,
484.7,1.98,4.22,400.78,413.16,,,,,,,,,,,,
484.9,1.98,4.22,381.23,413.16,,,,,,,,,,,,
485.1,1.99,4.22,381.23,414.12,,,,,,,,,,,,
485.3,1.98,4.22,391.01,413.16,,,,,,,,,,,,
485.5,1.99,4.22,381.23,414.12,,,,,,,,,,,,
485.7,1.99,4.22,391.01,414.12,,,,,,,,,,,,
485.9,1.99,4.22,391.01,414.12,,,,,,,,,,,,
486.1,1.98,4.22,410.56,413.16,,,,,,,,,,,,
486.3,1.98,4.22,391.01,413.16,,,,,,,,,,,,
486.5,1.98,4.22,400.78,413.16,,,,,,,,,,,,
486.7,1.99,4.22,391.01,414.12,,,,,,,,,,,,
486.9,1.99,4.22,410.56,414.12,,,,,,,,,,,,
487.1,1.99,4.22,381.23,414.12,,,,,,,,,,,,
487.3,1.97,4.22,400.78,412.18,,,,,,,,,,,,
487.5,1.98,4.22,391.01,413.16,,,,,,,,,,,,
487.7,1.99,4.22,391.01,414.12,,,,,,,,,,,,
487.9,1.99,4.22,410.56,414.12,,,,,,,,,,,,
488.1,1.99,4.22,391.01,414.12,,,,,,,,,,,,
488.3,1.98,4.22,400.78,413.16,,,,,,,,,,,,
488.5,1.99,4.22,371.46,414.12,,,,,,,,,,,,
488.7,1.98,4.22,391.01,413.16,,,,,,,,,,,,
488.9,1.99,4.22,371.46,414.12,,,,,,,,,,,,
489.1,1.99,4.22,361.68,414.12,,,,,,,,,,,,
489.3,1.99,4.22,371.46,414.12,,,,,,,,,,,,
489.5,1.99,4.22,361.68,414.12,,,,,,,,,,,,
489.7,1.98,4.22,410.56,413.16,,,,,,,,,,,,
489.9,1.98,4.22,439.88,413.16,,,,,,,,,,,,
490.1,1.98,4.22,537.63,413.16,,,,,,,,,,,,
490.3,1.98,4.22,430.11,413.16,,,,,,,,,,,,
490.5,1.98,4.22,420.33,413.16,,,,,,,,,,,,
490.7,1.99,4.22,420.33,414.12,,,,,,,,,,,,
490.9,1.98,4.22,391.01,413.16,,,,,,,,,,,,
491.1,1.99,4.22,400.78,414.12,,,,,,,,,,,,
491.3,1.98,4.22,410.56,413.16,,,,,,,,,,,,
491.5,1.99,4.22,420.33,414.12,,,,,,,,,,,,
491.7,1.98,4.22,410.56,413.16,,,,,,,,,,,,
491.9,1.99,4.22,410.56,414.12,,,,,,,,,,,,
492.1,1.99,4.22,391.01,414.12,,,,,,,,,,,,
492.3,1.98,4.22,410.56,413.16,,,,,,,,,,,,
492.5,1.99,4.22,400.78,414.12,,,,,,,,,,,,
492.7,1.97,4.22,410.56,412.18,,,,,,,,,,,,
492.9,1.99,4.22,400.78,414.12,,,,,,,,,,,,
493.1,1.98,4.22,420.33,413.16,,,,,,,,,,,,
493.3,1.99,4.22,410.56,414.12,,,,,,,,,,,,
493.5,1.98,4.22,439.88,413.16,,,,,,,,,,,,
493.7,1.99,4.22,478.98,414.12,,,,,,,,,,,,
493.9,1.99,4.22,527.86,414.12,,,,,,,,,,,,
494.1,1.98,4.22,576.74,413.16,,,,,,,,,,,,
494.3,1.99,4.22,488.76,414.12,,,,,,,,,,,,
494.5,1.98,4.22,469.21,413.16,,,,,,,,,,,,
494.7,1.99,4.22,439.88,414.12,,,,,,,,,,,,
494.9,1.98,4.22,449.66,413.16,,,,,,,,,,,,
495.1,1.98,4.22,430.11,413.16,,,,,,,,,,,,
495.3,1.98,4.22,449.66,413.16,,,,,,,,,,,,
495.5,1.99,4.22,430.11,414.12,,,,,,,,,,,,
495.7,2,4.22,430.11,415.09,,,,,,,,,,,,
495.9,1.99,4.22,459.43,414.12,,,,,,,,,,,,
496.1,1.98,4.22,439.88,413.16,,,,,,,,,,,,
496.3,1.98,4.22,449.66,413.16,,,,,,,,,,,,
496.5,1.98,4.22,469.21,413.16,,,,,,,,,,,,
496.7,1.98,4.22,449.66,413.16,,,,,,,,,,,,
496.9,1.99,4.22,430.11,414.12,,,,,,,,,,,,
497.1,1.99,4.22,430.11,414.12,,,,,,,,,,,,
497.3,1.98,4.22,420.33,413.16,,,,,,,,,,,,
497.5,1.99,4.22,430.11,414.12,,,,,,,,,,,,
497.7,1.98,4.22,439.88,413.16,,,,,,,,,,,,
497.9,1.97,4.22,439.88,412.18,,,,,,,,,,,,
498.1,1.99,4.22,430.11,414.12,,,,,,,,,,,,
498.3,1.98,4.22,420.33,413.16,,,,,,,,,,,,
498.5,1.99,4.22,420.33,414.12,,,,,,,,,,,,
498.7,1.99,4.22,420.33,414.12,,,,,,,,,,,,
498.9,1.98,4.22,420.33,413.16,,,,,,,,,,,,
499.1,1.98,4.22,410.56,413.16,,,,,,,,,,,,
499.3,1.97,4.22,430.11,412.18,,,,,,,,,,,,
499.5,1.99,4.22,410.56,414.12,,,,,,,,,,,,
499.7,1.98,4.22,420.33,413.16,,,,,,,,,,,,
499.9,1.99,4.22,420.33,414.12,,,,,,,,,,,,
500.1,1.98,4.22,420.33,413.16,,,,,,,,,,,,
500.3,2,4.22,410.56,415.09,,,,,,,,,,,,
500.5,1.98,4.22,439.88,413.16,,,,,,,,,,,,
500.7,1.98,4.22,459.43,413.16,,,,,,,,,,,,
500.9,1.99,4.22,410.56,414.12,,,,,,,,,,,,
501.1,1.99,4.22,430.11,414.12,,,,,,,,,,,,
501.3,2,4.22,410.56,415.09,,,,,,,,,,,,
501.5,1.98,4.22,439.88,413.16,,,,,,,,,,,,
501.7,1.98,4.22,430.11,413.16,,,,,,,,,,,,
501.9,1.98,4.22,449.66,413.16,,,,,,,,,,,,
502.1,1.99,4.22,420.33,414.12,,,,,,,,,,,,
502.3,1.98,4.22,430.11,413.16,,,,,,,,,,,,
502.5,1.98,4.22,410.56,413.16,,,,,,,,,,,,
502.7,1.99,4.32,430.11,408.92,,,,,,,,,,,,
502.9,1.99,4.32,410.56,408.92,,,,,,,,,,,,
503.1,1.98,4.32,430.11,407.96,,,,,,,,,,,,
503.3,1.99,4.32,420.33,408.92,,,,,,,,,,,,
503.5,1.98,4.32,420.33,407.96,,,,,,,,,,,,
503.7,1.99,4.32,410.56,408.92,,,,,,,,,,,,
503.9,1.99,4.32,420.33,408.92,,,,,,,,,,,,
504.1,1.99,4.32,420.33,408.92,,,,,,,,,,,,
504.3,1.99,4.32,400.78,408.92,,,,,,,,,,,,
504.5,1.98,4.32,439.88,407.96,,,,,,,,,,,,
504.7,1.99,4.32,410.56,408.92,,,,,,,,,,,,
504.9,1.98,4.32,420.33,407.96,,,,,,,,,,,,
505.1,1.98,4.32,400.78,407.96,,,,,,,,,,,,
505.3,1.97,4.32,420.33,407,,,,,,,,,,,,
505.5,1.99,4.32,400.78,408.92,,,,,,,,,,,,
505.7,1.98,4.32,420.33,407.96,,,,,,,,,,,,
505.9,1.99,4.32,410.56,408.92,,,,,,,,,,,,
506.1,1.98,4.32,410.56,407.96,,,,,,,,,,,,
506.3,1.98,4.32,410.56,407.96,,,,,,,,,,,,
506.5,1.97,4.32,410.56,407,,,,,,,,,,,,
506.7,1.98,4.32,420.33,407.96,,,,,,,,,,,,
506.9,1.98,4.32,420.33,407.96,,,,,,,,,,,,
507.1,1.99,4.32,430.11,408.92,,,,,,,,,,,,
507.3,1.98,4.32,439.88,407.96,,,,,,,,,,,,
507.5,1.99,4.32,439.88,408.92,,,,,,,,,,,,
507.7,1.98,4.32,430.11,407.96,,,,,,,,,,,,
507.9,1.99,4.32,430.11,408.92,,,,,,,,,,,,
508.1,1.99,4.32,430.11,408.92,,,,,,,,,,,,
508.3,1.98,4.32,449.66,407.96,,,,,,,,,,,,
508.5,1.99,4.32,430.11,408.92,,,,,,,,,,,,
508.7,1.98,4.32,420.33,407.96,,,,,,,,,,,,
508.9,1.99,4.32,420.33,408.92,,,,,,,,,,,,
509.1,1.98,4.32,430.11,407.96,,,,,,,,,,,,
509.3,1.98,4.32,420.33,407.96,,,,,,,,,,,,
509.5,1.98,4.32,420.33,407.96,,,,,,,,,,,,
