=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2025.02.24 16:29:28 =~=~=~=~=~=~=~=~=~=~=~=,,,,,
Adafruit DS3502 Test,,,,,
Found DS3502 chip,,,,,
time, Feed (mm/min), Wind (m/min), diameter (um), predicted diameter (um),
Positive Limit Reached!,,,,,
Please Wait..,,,,,
END OF CARRIAGE RETURN LOOP,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
END OF FOR LOOP FOR MOVING TO STARTING POSITION,,,,,
141,1.01,2.39,224.83,412.21,22
141,1.01,2.38,205.28,411.47,22
141,1.01,2.38,185.73,411.47,22
141,1.01,2.38,205.28,411.47,22
142,1,2.38,244.38,409.56,22
142,1.01,2.38,234.6,411.47,22
142,1.01,2.38,224.83,411.47,22
142,1.01,2.39,205.28,410.32,22
142,1.01,2.38,215.05,411.47,22
143,1.01,2.38,244.38,413.37,22
143,1.01,2.39,215.05,412.21,22
143,1.01,2.39,195.5,412.21,22
143,1.01,2.38,195.5,411.47,22
143,1.01,2.38,224.83,413.37,22
144,1.01,2.36,224.83,414.55,22
144,1.01,2.38,205.28,411.47,22
144,1.01,2.36,205.28,414.55,22
144,1.01,2.36,175.95,412.64,22
144,1.01,2.36,185.73,412.64,22
145,1.01,2.38,185.73,411.47,22
145,1.01,2.38,195.5,411.47,22
145,1.01,2.38,185.73,411.47,22
145,1.01,2.38,185.73,411.47,22
145,1.01,2.38,215.05,413.37,22
146,1.01,2.38,185.73,413.37,22
146,1.01,2.38,205.28,413.37,22
146,1.02,2.39,205.28,414.1,22
146,1.01,2.38,205.28,413.37,22
146,1.01,2.4,234.6,409.17,22
147,1.01,2.38,175.95,411.47,22
147,1.01,2.38,185.73,411.47,22
147,1.01,2.38,205.28,413.37,22
147,1,2.36,205.28,410.73,22
147,1.01,2.39,166.18,410.32,22
148,1.01,2.38,195.5,411.47,22
148,1.01,2.38,205.28,413.37,22
148,1.01,2.39,175.95,410.32,22
148,1.01,2.38,166.18,413.37,22
148,1.01,2.38,205.28,413.37,22
149,1.01,2.39,205.28,410.32,22
149,1.01,2.38,215.05,413.37,22
149,1.01,2.38,195.5,411.47,22
149,1.01,2.36,185.73,414.55,22
149,1.01,2.38,166.18,411.47,22
150,1.01,2.36,195.5,414.55,22
150,1.01,2.36,224.83,412.64,22
150,1.01,2.39,195.5,410.32,22
150,1.01,2.38,205.28,413.37,22
150,1.01,2.39,205.28,412.21,22
151,1.01,2.38,185.73,413.37,22
151,1.01,2.38,224.83,413.37,22
151,1.01,2.39,175.95,412.21,22
151,1.01,2.39,195.5,412.21,22
151,1.01,2.38,195.5,413.37,22
152,1.01,2.38,146.63,411.47,22
152,1.01,2.38,175.95,413.37,22
152,1.01,2.36,205.28,412.64,22
152,1,2.38,205.28,409.56,22
152,1.01,2.39,175.95,412.21,22
153,1.01,2.38,215.05,411.47,22
153,1.01,2.39,215.05,412.21,22
153,1.01,2.39,205.28,412.21,22
153,1.01,2.38,185.73,413.37,22
153,1.01,2.39,166.18,410.32,22
154,1.01,2.38,166.18,413.37,22
154,1.01,2.38,166.18,411.47,22
154,1.01,2.38,175.95,413.37,22
154,1.01,2.36,195.5,412.64,22
154,1.01,2.36,234.6,414.55,22
155,1.01,2.38,234.6,411.47,22
155,1.01,2.38,215.05,413.37,22
155,1.01,2.36,215.05,412.64,22
155,1.01,2.38,185.73,411.47,22
155,1.01,2.38,195.5,413.37,22
156,1.01,2.39,195.5,412.21,22
156,1.01,2.38,224.83,413.37,22
156,1.01,2.38,185.73,413.37,22
156,1.01,2.39,185.73,412.21,22
156,1.01,2.39,166.18,410.32,22
157,1.01,2.39,195.5,410.32,22
157,1.01,2.38,195.5,411.47,22
157,1.01,2.36,205.28,412.64,22
157,1,2.36,195.5,410.73,22
157,1.01,2.39,185.73,410.32,22
158,1.01,2.36,195.5,412.64,22
158,1.01,2.36,195.5,412.64,22
158,1.01,2.39,156.4,412.21,22
158,1.01,2.38,156.4,411.47,22
158,1.01,2.39,175.95,410.32,22
159,1.01,2.39,185.73,410.32,22
159,1.01,2.39,175.95,412.21,22
159,1.01,2.4,146.63,409.17,22
159,1.01,2.38,175.95,413.37,22
159,1.02,2.38,175.95,415.27,22
160,1.01,2.38,166.18,413.37,22
160,1.01,2.38,166.18,413.37,22
160,1.01,2.38,195.5,413.37,22
160,1.01,2.38,146.63,411.47,22
160,1.01,2.36,185.73,412.64,22
161,1.01,2.38,175.95,413.37,22
161,1.01,2.38,175.95,411.47,22
161,1.01,2.39,185.73,410.32,22
161,1.01,2.38,156.4,413.37,22
161,1.01,2.38,166.18,413.37,22
162,1.01,2.38,166.18,413.37,22
162,1.01,2.38,156.4,413.37,22
162,1.01,2.39,185.73,410.32,22
162,1.01,2.38,215.05,411.47,22
162,1.01,2.39,205.28,412.21,22
163,1.01,2.39,215.05,412.21,22
163,1.01,2.38,195.5,411.47,22
163,1.01,2.38,205.28,413.37,22
163,1.01,2.38,175.95,413.37,22
163,1,2.38,156.4,409.56,22
164,1.01,2.38,166.18,411.47,22
164,1,2.38,166.18,409.56,22
164,1.01,2.38,166.18,411.47,22
164,1.01,2.38,195.5,413.37,22
164,1.01,2.36,175.95,412.64,22
165,1.01,2.39,175.95,410.32,22
165,1.01,2.38,166.18,411.47,22
165,1.02,2.39,156.4,414.1,22
165,1.01,2.38,136.85,413.37,22
165,1.01,2.38,156.4,413.37,22
166,1.01,2.38,205.28,413.37,22
166,1.02,2.38,205.28,415.27,22
166,1.01,2.36,205.28,414.55,22
166,1.01,2.36,156.4,412.64,22
166,1.01,2.36,234.6,412.64,22
167,1.01,2.38,195.5,411.47,22
167,1.01,2.38,166.18,413.37,22
167,1,2.38,195.5,409.56,22
167,1.01,2.38,234.6,413.37,22
167,1.01,2.38,234.6,413.37,22
168,1.02,2.39,205.28,414.1,22
168,1.01,2.38,185.73,413.37,22
168,1.01,2.38,224.83,411.47,22
168,1.01,2.38,215.05,411.47,22
168,1.01,2.39,215.05,410.32,22
169,1,2.38,195.5,409.56,22
169,1.01,2.36,195.5,412.64,22
169,1.01,2.38,215.05,411.47,22
169,1.01,2.38,224.83,411.47,22
169,1.01,2.39,205.28,410.32,22
170,1.01,2.39,205.28,410.32,22
170,1.01,2.38,195.5,413.37,22
170,1.01,2.39,205.28,412.21,22
170,1.02,2.38,215.05,415.27,22
170,1.01,2.38,244.38,411.47,22
171,1.01,2.38,244.38,413.37,22
171,1.01,2.38,195.5,413.37,22
171,1.01,2.36,166.18,412.64,22
171,1.01,2.36,166.18,412.64,22
171,1.01,2.38,185.73,411.47,22
172,1.02,2.38,215.05,415.27,22
172,1.02,2.36,224.83,416.44,22
172,1.01,2.39,244.38,410.32,22
172,1.01,2.39,205.28,410.32,22
172,1.01,2.39,185.73,410.32,22
173,1.01,2.4,166.18,411.06,22
173,1.02,2.39,185.73,414.1,22
173,1.01,2.38,205.28,413.37,22
173,1.01,2.38,205.28,413.37,22
173,1.01,2.39,224.83,410.32,22
174,1.01,2.39,195.5,412.21,22
174,1.01,2.36,185.73,412.64,22
174,1.01,2.38,185.73,411.47,22
174,1.01,2.38,205.28,411.47,22
174,1.01,2.38,224.83,411.47,22
175,1.01,2.38,244.38,411.47,22
175,1.01,2.39,215.05,412.21,22
175,1.01,2.39,244.38,412.21,22
175,1.01,2.38,224.83,413.37,22
175,1.01,2.38,205.28,411.47,22
176,1.01,2.38,185.73,413.37,22
176,1.01,2.38,205.28,413.37,22
176,1.01,2.38,234.6,413.37,22
176,1,2.38,244.38,409.56,22
176,1.01,2.36,244.38,412.64,22
177,1.01,2.36,224.83,414.55,22
177,1.01,2.38,215.05,411.47,22
177,1.01,2.38,215.05,411.47,22
177,1.01,2.38,195.5,411.47,22
177,1.01,2.38,244.38,413.37,22
178,1.01,2.38,224.83,413.37,22
178,1.01,2.38,215.05,411.47,22
178,1.02,2.39,234.6,414.1,22
178,1.01,2.38,224.83,411.47,22
178,1.01,2.39,215.05,410.32,22
179,1.01,2.38,234.6,411.47,22
179,1,2.38,283.48,409.56,22
179,1.01,2.36,303.03,412.64,22
179,1.01,2.39,273.7,410.32,22
179,1.01,2.38,234.6,413.37,22
180,1.01,2.39,254.15,410.32,22
180,1.01,2.39,244.38,412.21,22
180,1.01,2.38,273.7,413.37,22
180,1.02,2.38,283.48,415.27,22
180,1.01,2.38,254.15,413.37,22
181,1.02,2.39,224.83,414.1,22
181,1.01,2.38,224.83,413.37,22
181,1.01,2.38,215.05,411.47,22
181,1.01,2.36,263.93,414.55,22
181,1,2.36,244.38,410.73,22
182,1.02,2.36,254.15,416.44,22
182,1.01,2.38,234.6,411.47,22
182,1.01,2.36,224.83,414.55,22
182,1.01,2.38,263.93,413.37,22
182,1.01,2.39,254.15,412.21,22
183,1.01,2.38,234.6,413.37,22
183,1.01,2.39,254.15,412.21,22
183,1.01,2.38,244.38,413.37,22
183,1.01,2.39,244.38,412.21,22
183,1.01,2.39,215.05,412.21,22
184,1.01,2.38,254.15,411.47,22
184,1.01,2.38,283.48,413.37,22
184,1.01,2.38,283.48,411.47,22
184,1,2.38,244.38,409.56,22
184,1.01,2.39,234.6,410.32,22
185,1.01,2.38,254.15,411.47,22
185,1.01,2.38,263.93,411.47,22
185,1.01,2.38,283.48,411.47,22
185,1.02,2.38,254.15,415.27,22
185,1.01,2.39,273.7,410.32,22
186,1.01,2.38,254.15,413.37,22
186,1.01,2.38,215.05,413.37,22
186,1.01,2.38,244.38,413.37,22
186,1.01,2.38,254.15,413.37,22
186,1.01,2.38,244.38,413.37,22
187,1.01,2.36,234.6,414.55,22
187,1.01,2.36,254.15,412.64,22
187,1.01,2.38,254.15,411.47,22
187,1.01,2.38,273.7,411.47,22
187,1.01,2.36,283.48,412.64,22
188,1.01,2.38,263.93,411.47,22
188,1.01,2.38,273.7,413.37,22
188,1.01,2.39,303.03,412.21,22
188,1.01,2.38,273.7,413.37,22
188,1.01,2.39,263.93,412.21,22
189,1.01,2.39,293.26,412.21,22
189,1.01,2.38,303.03,413.37,22
189,1.01,2.38,303.03,411.47,22
189,1.01,2.39,293.26,412.21,22
189,1.01,2.39,351.91,410.32,22
190,1.01,2.38,351.91,411.47,22
190,1.01,2.38,342.13,411.47,22
190,1,2.36,342.13,410.73,22
190,1.01,2.36,342.13,412.64,22
190,1.01,2.39,332.36,410.32,22
191,1.01,2.39,303.03,410.32,22
191,1.01,2.39,273.7,412.21,22
191,1.01,2.39,312.81,412.21,22
191,1.01,2.38,342.13,413.37,22
191,1.01,2.38,381.23,413.37,22
192,1.01,2.38,381.23,411.47,22
192,1.01,2.38,391.01,413.37,22
192,1.01,2.39,351.91,412.21,22
192,1.01,2.38,332.36,411.47,22
192,1.01,2.36,303.03,412.64,22
193,1.02,2.38,322.58,415.27,22
193,1.01,2.36,342.13,414.55,22
193,1.01,2.36,322.58,414.55,22
193,1.01,2.36,312.81,412.64,22
193,1.01,2.36,322.58,412.64,22
194,1.01,2.38,351.91,413.37,22
194,1.01,2.36,332.36,414.55,22
194,1.01,2.39,351.91,410.32,22
194,1.01,2.39,391.01,410.32,22
194,1.01,2.38,381.23,411.47,22
195,1.01,2.38,391.01,413.37,22
195,1.01,2.39,391.01,410.32,22
195,1.01,2.39,400.78,412.21,22
195,1.01,2.38,371.46,413.37,22
195,1.01,2.36,381.23,412.64,22
196,1,2.38,371.46,409.56,22
196,1.01,2.38,381.23,411.47,22
196,1.01,2.36,381.23,412.64,22
196,1.01,2.36,381.23,412.64,22
196,1.01,2.38,342.13,411.47,22
197,1.01,2.39,381.23,410.32,22
197,1.01,2.38,410.56,411.47,22
197,1.01,2.38,391.01,411.47,22
197,1.01,2.38,361.68,413.37,22
197,1.01,2.38,400.78,413.37,22
198,1.01,2.38,381.23,413.37,22
198,1.01,2.38,381.23,411.47,22
198,1.01,2.38,391.01,413.37,22
198,1.01,2.38,381.23,413.37,22
198,1.01,2.36,400.78,412.64,22
199,1.01,2.38,439.88,411.47,22
199,1.02,2.38,410.56,415.27,22
199,1.01,2.38,371.46,413.37,22
199,1.01,2.36,400.78,412.64,22
199,1.01,2.39,400.78,412.21,22
200,1.01,2.38,410.56,411.47,22
200,1.01,2.38,391.01,413.37,22
200,1.01,2.39,400.78,410.32,22
200,1.01,2.39,371.46,412.21,22
200,1.01,2.39,410.56,412.21,22
201,1.01,2.38,391.01,411.47,22
201,1.01,2.38,420.33,413.37,22
201,1.01,2.38,400.78,411.47,22
201,1.01,2.38,381.23,411.47,22
201,1.01,2.38,391.01,413.37,22
202,1.01,2.39,400.78,410.32,22
202,1.01,2.38,400.78,411.47,22
202,1.01,2.38,430.11,411.47,22
202,1.01,2.38,410.56,411.47,22
202,1,2.36,439.88,410.73,22
203,1.01,2.39,439.88,410.32,22
203,1.01,2.39,478.98,410.32,22
203,1.01,2.38,449.66,413.37,22
203,1.01,2.39,478.98,412.21,22
203,1.01,2.39,518.08,412.21,22
204,1.01,2.38,518.08,413.37,22
204,1.01,2.38,547.41,411.47,22
204,1.01,2.38,537.63,413.37,22
204,1.01,2.38,527.86,411.47,22
204,1.01,2.38,557.18,413.37,22
205,1.01,2.36,547.41,414.55,22
205,1.01,2.38,547.41,413.37,22
205,1.01,2.36,566.96,414.55,22
205,1.01,2.38,527.86,411.47,22
205,1.01,2.36,527.86,412.64,22
206,1.01,2.36,547.41,412.64,22
206,1.01,2.36,557.18,414.55,22
206,1.01,2.39,557.18,412.21,22
206,1.01,2.38,576.74,413.37,22
206,1.01,2.39,615.84,412.21,22
207,1.01,2.39,615.84,412.21,22
207,1.02,2.4,625.61,412.94,22
207,1.01,2.38,654.94,411.47,22
207,1.01,2.38,645.16,411.47,22
207,1.01,2.39,684.26,412.21,22
208,1.01,2.38,674.49,413.37,22
208,1.01,2.39,684.26,410.32,22
208,1.01,2.38,684.26,411.47,22
208,1.01,2.36,684.26,412.64,22
208,1,2.36,684.26,410.73,22
209,1,2.38,703.81,409.56,22
209,1.01,2.38,703.81,411.47,22
209,1.01,2.38,713.59,411.47,22
209,1.02,2.39,742.91,414.1,22
209,1.01,2.39,733.14,412.21,22
210,1.01,2.39,791.79,412.21,22
210,1.01,2.38,791.79,413.37,22
210,1.01,2.38,821.11,413.37,22
210,1.01,2.38,830.89,413.37,22
210,1.01,2.39,860.21,412.21,22
211,1.01,2.38,899.32,413.37,22
211,1.01,2.38,889.54,411.47,22
211,1.01,2.38,938.42,413.37,22
211,1.01,2.36,977.52,412.64,22
211,1.01,2.38,1006.84,411.47,22
212,1.01,2.39,1065.49,412.21,22
212,1.02,2.38,1094.82,415.27,22
212,1.01,2.39,1104.59,412.21,22
212,1.01,2.38,1153.47,411.47,22
212,1.01,2.38,1202.35,413.37,22
213,1.01,2.39,1202.35,412.21,22
213,1.01,2.38,1202.35,411.47,22
213,1,2.38,1202.35,409.56,22
213,1.01,2.38,1202.35,411.47,22
213,1.01,2.39,1192.57,410.32,22
214,1.01,2.39,1143.69,412.21,22
214,1.01,2.39,1124.14,410.32,22
214,1.01,2.38,1104.59,411.47,22
214,1.01,2.39,1075.27,412.21,22
214,1.01,2.38,1045.94,413.37,22
215,1.01,2.36,1006.84,414.55,22
215,1.01,2.36,977.52,414.55,22
215,1.01,2.38,928.64,411.47,22
215,1.01,2.38,918.87,411.47,22
215,1.01,2.38,899.32,411.47,22
216,1.01,2.36,899.32,412.64,22
216,1.01,2.38,860.21,411.47,22
216,1.01,2.39,850.44,410.32,22
216,1.01,2.39,850.44,410.32,22
216,1.01,2.38,811.34,411.47,22
217,1.02,2.39,801.56,414.1,22
217,1.01,2.39,801.56,412.21,22
217,1.01,2.39,801.56,412.21,22
217,1.01,2.38,801.56,411.47,22
217,1.01,2.39,801.56,412.21,22
218,1.01,2.38,801.56,413.37,22
218,1.01,2.38,791.79,413.37,22
218,1.01,2.39,752.69,412.21,22
218,1.01,2.36,752.69,412.64,22
218,1.01,2.38,772.24,413.37,22
219,1,2.38,762.46,409.56,22
219,1,2.4,752.69,407.27,22
219,1.01,2.38,733.14,411.47,22
219,1.01,2.38,733.14,411.47,22
219,1.01,2.38,742.91,411.47,22
220,1.01,2.38,782.01,411.47,22
220,1.01,2.38,791.79,411.47,22
220,1.01,2.39,762.46,410.32,22
220,1.01,2.38,742.91,413.37,22
220,1.01,2.38,752.69,413.37,22
221,1.01,2.39,742.91,412.21,22
221,1.01,2.39,742.91,410.32,22
221,1.01,2.39,723.36,412.21,22
221,1.01,2.38,752.69,413.37,22
221,1.01,2.39,752.69,412.21,22
222,1.02,2.38,733.14,415.27,22
222,1.01,2.38,752.69,413.37,22
222,1.01,2.38,733.14,413.37,22
222,1.01,2.38,733.14,413.37,22
222,1.01,2.36,733.14,414.55,22
223,1.01,2.38,733.14,411.47,22
223,1.01,2.36,713.59,412.64,22
223,1.01,2.36,713.59,412.64,22
223,1.01,2.38,723.36,413.37,22
223,1.01,2.39,664.71,412.21,22
224,1,2.38,635.39,409.56,22
224,1.01,2.38,625.61,411.47,22
224,1.01,2.38,635.39,411.47,22
224,1.02,2.38,635.39,415.27,22
224,1.01,2.39,596.29,412.21,22
225,1.01,2.39,606.06,410.32,22
225,1.01,2.39,576.74,412.21,22
225,1.01,2.38,586.51,413.37,22
225,1.01,2.38,576.74,413.37,22
225,1.01,2.38,566.96,413.37,22
226,1.01,2.36,596.29,412.64,22
226,1.01,2.39,537.63,412.21,22
226,1.01,2.38,527.86,411.47,22
226,1.01,2.39,508.31,410.32,22
226,1,2.38,518.08,409.56,22
227,1.01,2.36,508.31,412.64,22
227,1.01,2.38,508.31,411.47,22
227,1.01,2.38,488.76,411.47,22
227,1.01,2.39,508.31,410.32,22
227,1.01,2.38,508.31,413.37,22
228,1.01,2.39,518.08,412.21,22
228,1.01,2.39,498.53,412.21,22
228,1.01,2.39,508.31,412.21,22
228,1.01,2.38,508.31,413.37,22
228,1.01,2.39,518.08,412.21,22
229,1.01,2.38,469.21,413.37,22
229,1.01,2.38,478.98,411.47,22
229,1.01,2.38,488.76,413.37,22
229,1.01,2.38,488.76,413.37,22
229,1.02,2.36,498.53,416.44,22
230,1.01,2.36,478.98,414.55,22
230,1.01,2.38,478.98,411.47,22
230,1,2.36,469.21,410.73,22
230,1.01,2.36,469.21,412.64,22
230,1.01,2.38,488.76,413.37,22
231,1.01,2.38,488.76,413.37,22
231,1.01,2.39,469.21,410.32,22
231,1.01,2.39,488.76,410.32,22
231,1.01,2.39,488.76,412.21,22
231,1.02,2.39,478.98,414.1,22
232,1.02,2.4,488.76,412.94,22
232,1.01,2.38,469.21,413.37,22
232,1.01,2.38,488.76,413.37,22
232,1.01,2.39,478.98,412.21,22
232,1.01,2.38,508.31,411.47,22
233,1.01,2.35,488.76,413.82,21
233,1.01,2.38,488.76,411.47,22
233,1.01,2.38,478.98,413.37,22
233,1.01,2.36,478.98,412.64,22
233,1.01,2.39,508.31,410.32,22
234,1.01,2.36,488.76,412.64,22
234,1.01,2.38,488.76,411.47,22
234,1.01,2.39,488.76,412.21,22
234,1.01,2.39,508.31,412.21,22
234,1.01,2.39,498.53,410.32,22
235,1.01,2.38,478.98,413.37,22
235,1.01,2.38,478.98,413.37,22
235,1.02,2.38,478.98,415.27,22
235,1.01,2.36,469.21,412.64,22
235,1.01,2.38,449.66,413.37,22
236,1.01,2.38,449.66,413.37,22
236,1.01,2.38,439.88,413.37,22
236,1,2.38,439.88,409.56,22
236,1.01,2.38,439.88,411.47,22
236,1.01,2.36,439.88,412.64,22
237,1.01,2.39,420.33,412.21,22
237,1.01,2.38,410.56,413.37,22
237,1.01,2.39,410.56,412.21,22
237,1.01,2.38,420.33,413.37,22
237,1.01,2.38,410.56,413.37,22
238,1.01,2.38,439.88,413.37,22
238,1.01,2.38,430.11,411.47,22
238,1.01,2.38,449.66,413.37,22
238,1.01,2.38,439.88,413.37,22
238,1,2.38,420.33,409.56,22
239,1.01,2.36,400.78,412.64,22
239,1.01,2.36,391.01,412.64,22
239,1.01,2.38,391.01,411.47,22
239,1.01,2.39,381.23,410.32,22
239,1.01,2.39,371.46,412.21,22
240,1.01,2.39,361.68,410.32,22
240,1.01,2.38,391.01,413.37,22
240,1.01,2.36,371.46,412.64,22
240,1.01,2.38,400.78,413.37,22
240,1.01,2.38,439.88,413.37,22
241,1.02,2.38,420.33,415.27,22
241,1.01,2.38,430.11,413.37,22
241,1.01,2.38,400.78,413.37,22
241,1.01,2.38,430.11,411.47,22
241,1.01,2.38,391.01,411.47,22
242,1.01,2.38,410.56,413.37,22
242,1.01,2.36,391.01,414.55,22
242,1,2.36,391.01,410.73,22
242,1.01,2.36,0,412.64,22
242,1.01,2.38,0,413.37,22
243,1.01,2.38,0,411.47,22
243,1.01,2.39,371.46,412.21,22
243,1.01,2.39,0,410.32,22
243,1.01,2.38,391.01,413.37,22
243,1.02,2.39,420.33,414.1,22
244,1.01,2.39,381.23,412.21,22
244,1.01,2.38,381.23,413.37,22
244,1.01,2.39,391.01,412.21,22
244,1.01,2.39,400.78,412.21,22
244,1.01,2.38,391.01,411.47,22
245,1.01,2.39,371.46,412.21,22
245,1.01,2.38,381.23,411.47,22
245,1.01,2.36,371.46,412.64,22
245,1.01,2.38,371.46,411.47,22
245,1,2.38,391.01,409.56,22
246,1.01,2.38,381.23,411.47,22
246,1.01,2.38,371.46,411.47,22
246,1.01,2.38,361.68,413.37,22
246,1.01,2.38,371.46,413.37,22
246,1.01,2.39,361.68,410.32,22
247,1.01,2.38,410.56,411.47,22
247,1.01,2.39,391.01,412.21,22
247,1.01,2.39,381.23,412.21,22
247,1.01,2.39,371.46,412.21,22
247,1.02,2.38,391.01,415.27,22
248,1.01,2.38,391.01,413.37,22
248,1.01,2.36,371.46,414.55,22
248,1.01,2.36,371.46,414.55,22
248,1.01,2.36,400.78,412.64,22
248,1.01,2.36,410.56,412.64,22
249,1.01,2.38,449.66,411.47,22
249,1.02,2.38,381.23,415.27,22
249,1.01,2.36,391.01,412.64,22
249,1.01,2.39,391.01,412.21,22
249,1.01,2.38,381.23,413.37,22
250,1.01,2.39,381.23,410.32,22
250,1.01,2.38,371.46,413.37,22
250,1.01,2.38,381.23,413.37,22
250,1.01,2.38,371.46,413.37,22
250,1.01,2.38,400.78,413.37,22
251,1.01,2.38,381.23,411.47,22
251,1.01,2.38,361.68,411.47,22
251,1.01,2.38,400.78,413.37,22
251,1,2.38,381.23,409.56,22
251,1.01,2.39,391.01,412.21,22
252,1.01,2.4,371.46,409.17,22
252,1.01,2.39,381.23,410.32,22
252,1.01,2.39,361.68,412.21,22
252,1.01,2.39,371.46,412.21,22
252,1.01,2.38,371.46,413.37,22
253,1.01,2.39,351.91,410.32,22
253,1.01,2.38,361.68,411.47,22
253,1.01,2.38,361.68,413.37,22
253,1.01,2.36,361.68,414.55,22
253,1.01,2.38,361.68,413.37,22
254,1.01,2.38,351.91,411.47,22
254,1.01,2.38,351.91,413.37,22
254,1.01,2.36,351.91,412.64,22
254,1.01,2.38,342.13,413.37,22
254,1.01,2.38,332.36,411.47,22
255,1.01,2.38,342.13,411.47,22
255,1.01,2.38,342.13,413.37,22
255,1.02,2.38,342.13,415.27,22
255,1,2.38,332.36,409.56,22
255,1.01,2.36,332.36,412.64,22
256,1.01,2.38,332.36,413.37,22
256,1.02,2.38,361.68,415.27,22
256,1.01,2.38,351.91,411.47,22
256,1.01,2.38,361.68,413.37,22
256,1.01,2.39,351.91,412.21,22
257,1.01,2.38,351.91,413.37,22
257,1.02,2.38,351.91,415.27,22
257,1.01,2.38,332.36,411.47,22
257,1.01,2.38,293.26,411.47,22
257,1.01,2.38,351.91,413.37,22
258,1.01,2.38,361.68,411.47,22
258,1.01,2.39,322.58,410.32,22
258,1.01,2.36,322.58,414.55,22
258,1.01,2.38,342.13,413.37,22
258,1.01,2.38,351.91,411.47,22
259,1,2.38,351.91,409.56,22
259,1.01,2.39,371.46,410.32,22
259,1.01,2.39,361.68,412.21,22
259,1.01,2.38,361.68,413.37,22
259,1.01,2.38,361.68,411.47,22
260,1.01,2.38,351.91,413.37,22
260,1.01,2.39,342.13,410.32,22
260,1.02,2.38,361.68,415.27,22
260,1.01,2.38,381.23,413.37,22
260,1.01,2.36,371.46,414.55,22
261,1.01,2.36,381.23,414.55,22
261,1.01,2.36,381.23,412.64,22
261,1.01,2.39,381.23,412.21,22
261,1.01,2.36,351.91,414.55,22
261,1.01,2.38,371.46,411.47,22
262,1.01,2.36,410.56,412.64,22
262,1.01,2.38,400.78,411.47,22
262,1.01,2.38,420.33,413.37,22
262,1.02,2.39,391.01,414.1,22
262,1.01,2.39,381.23,410.32,22
263,1.01,2.38,400.78,413.37,22
263,1.01,2.38,361.68,413.37,22
263,1.01,2.39,391.01,410.32,22
263,1.01,2.38,391.01,411.47,22
263,1.01,2.38,381.23,413.37,22
264,1,2.36,361.68,410.73,22
264,1.01,2.38,371.46,411.47,22
264,1.01,2.4,391.01,411.06,22
264,1.01,2.38,381.23,413.37,22
264,1,2.36,400.78,410.73,22
265,1.01,2.38,381.23,413.37,22
265,1.01,2.38,391.01,413.37,22
265,1.01,2.38,391.01,411.47,22
265,1.01,2.38,410.56,413.37,22
265,1.01,2.39,410.56,412.21,22
266,1.02,2.38,420.33,415.27,22
266,1.02,2.38,420.33,415.27,22
266,1.01,2.38,430.11,413.37,22
266,1.01,2.38,410.56,413.37,22
266,1.01,2.36,400.78,412.64,22
267,1,2.36,410.56,410.73,22
267,1.01,2.38,420.33,411.47,22
267,1.01,2.38,410.56,413.37,22
267,1.01,2.39,430.11,410.32,22
267,1,2.39,410.56,408.41,22
268,1.01,2.39,420.33,412.21,22
268,1.01,2.38,420.33,413.37,22
268,1.01,2.39,439.88,412.21,22
268,1.01,2.38,439.88,413.37,22
268,1.01,2.38,430.11,413.37,22
269,1.01,2.38,430.11,413.37,22
269,1.01,2.39,430.11,410.32,22
269,1.01,2.38,430.11,411.47,22
269,1.01,2.36,459.43,412.64,22
269,1.01,2.38,439.88,411.47,22
270,1.01,2.39,439.88,410.32,22
270,1.01,2.39,459.43,412.21,22
270,1.01,2.39,439.88,410.32,22
270,1.01,2.38,478.98,413.37,22
270,1.01,2.38,498.53,411.47,22
271,1.01,2.38,508.31,413.37,22
271,1.01,2.38,498.53,413.37,22
271,1.01,2.36,518.08,414.55,22
271,1.01,2.38,508.31,411.47,22
271,1.01,2.36,508.31,412.64,22
272,1.01,2.36,518.08,412.64,22
272,1.01,2.38,547.41,413.37,22
272,1.01,2.38,537.63,411.47,22
272,1.01,2.39,547.41,412.21,22
272,1.01,2.4,547.41,409.17,22
273,1.01,2.38,576.74,413.37,22
273,1.01,2.38,625.61,413.37,22
273,1.01,2.39,654.94,412.21,22
273,1.01,2.38,645.16,411.47,22
273,1.01,2.38,645.16,413.37,22
274,1.01,2.36,625.61,412.64,22
274,1.01,2.38,596.29,411.47,22
274,1.01,2.38,596.29,411.47,22
274,1.01,2.38,606.06,411.47,22
274,1,2.36,596.29,410.73,22
275,1.01,2.36,586.51,412.64,22
275,1.01,2.39,547.41,412.21,22
275,1.01,2.39,596.29,410.32,22
275,1.02,2.38,566.96,415.27,22
275,1.01,2.38,586.51,411.47,22
276,1.01,2.38,586.51,411.47,22
276,1.01,2.38,576.74,413.37,22
276,1.01,2.38,596.29,413.37,22
276,1.01,2.38,566.96,413.37,22
276,1,2.38,586.51,409.56,22
277,1.01,2.36,586.51,414.55,22
277,1.01,2.38,606.06,413.37,22
277,1.01,2.39,596.29,412.21,22
277,1.01,2.38,606.06,413.37,22
277,1.01,2.38,615.84,413.37,22
278,1.01,2.39,596.29,412.21,22
278,1.01,2.39,596.29,412.21,22
278,1.01,2.38,606.06,411.47,22
278,1.01,2.38,596.29,413.37,22
278,1.01,2.39,557.18,412.21,22
279,1,2.38,547.41,409.56,22
